Year,Team,Position,Depth Chart,Name
1991,SF,DL,NT,Ted Washington
1991,PHI,DB,S,Andre Waters
1991,SF,RB,RB,Ricky Watters
1991,SF,DB,S,Dave Waymer
1991,GB,WR,WR,Clarence Weathers
1991,TB,RB,RB,Chuck Weatherspoon
1991,GB,RB,FB,Chuck Webb
1991,MIA,OL,OT,Richmond Webb
1991,MIA,OL,C,Bert Weidner
1991,SD,WR,WR,Joe Weinberg
1991,HOU,WR,WR,Gary Wellman
1991,MIA,TE,TE,Doug Wellsandt
1991,GB,TE,TE,Ed West
1991,CLE,DL,DE,Rhondy Weston
1991,SEA,OL,G,Warren Wheat
1991,NYJ,TE,TE,Ken Whisenhunt
1991,NYG,DB,DB,Adrian White
1991,NYJ,OL,G,Dwayne White
1991,CIN,LB,LB,Leon White
1991,HOU,RB,RB,Lorenzo White
1991,PHI,DL,DE,Reggie White
1991,DET,DB,DB,Sheldon White
1991,DET,DB,S,William White
1991,SF,DB,DB,David Whitmore
1991,DEN,OL,G,Dave Widell
1991,DEN,OL,G,Doug Widell
1991,SD,LB,LB,Mike Wilcher
1991,MIN,DB,DB,Solomon Wilcots
1991,CIN,QB,QB,Erik Wilhelm
1991,RAI,OL,OT,Bruce Wilkerson
1991,ATL,RB,RB,Gary Wilkins
1991,NO,DL,NT,Jim Wilks
1991,PHO,DB,CB,Aeneas Williams
1991,CIN,LB,OLB,Alfred Williams
1991,NE,DL,DE,Brent Williams
1991,NYG,OL,G,Brian Williams
1991,PHI,WR,WR,Calvin Williams
1991,HOU,OL,OT,David Williams
1991,WAS,DL,DT,Eric Williams
1991,DAL,OL,OT,Erik Williams
1991,MIA,OL,G,Gene Williams
1991,PIT,DL,NT,Gerald Williams
1991,KC,RB,RB,Harvey Williams
1991,CHI,DL,DT,James O. Williams
1991,SF,TE,TE,Jamie Williams
1991,MIA,DB,S,Jarvis Williams
1991,PIT,LB,LB,Jerrol Williams
1991,SEA,RB,FB,John L. Williams
1991,NO,OL,G,Larry Williams
1991,HOU,DL,DE,Lee Williams
1991,MIA,WR,WR,Mike Williams
1991,NYG,DB,CB,Perry Williams
1991,NO,WR,WR,Reggie Williams
1991,DAL,DB,DB,Robert Williams
1991,PIT,RB,RB,Warren Williams
1991,PHO,OL,G,Willie Williams
1991,PIT,DL,DE,Keith Willis
1991,CHI,QB,QB,Peter Tom Willis
1991,WAS,DL,DT,Bobby Wilson
1991,GB,WR,WR,Charles Wilson
1991,RAM,DL,DE,Karl Wilson
1991,RAI,RB,RB,Marcus Wilson
1991,MIN,QB,QB,Wade Wilson
1991,KC,OL,C,Frank Winters
1991,CLE,DL,DE,Mike Wise
1991,RAI,DL,DE,Mike Wise
1991,RAI,OL,G,Steve Wisniewski
1991,CIN,OL,OT,Mike Withycombe
1991,PIT,OL,OT,Mike Withycombe
1991,CHI,OL,OT,John Wojciechowski
1991,PHO,OL,G,Joe Wolf
1991,MIN,OL,G,Craig Wolfley
1991,PHO,RB,RB,Ron Wolfley
1991,BUF,OL,OT,Will Wolford
1991,SEA,LB,OLB,Terry Wooden
1991,CIN,RB,RB,Ickey Woods
1991,CLE,OL,OT,Rob Woods
1991,SEA,DL,DE,Tony Woods
1991,GB,RB,RB,Keith Woodside
1991,PIT,DB,CB,Rod Woodson
1991,CHI,DB,CB,Donnell Woolford
1991,KC,RB,RB,Barry Word
1991,GB,RB,RB,Vince Workman
1991,PIT,RB,RB,Tim Worley
1991,BUF,DB,DB,Darryl Wren
1991,DAL,WR,WR,Alexander Wright
1991,RAM,DL,DT,Alvin Wright
1991,CHI,WR,WR,Eric Wright
1991,MIN,DB,FS,Felix Wright
1991,BUF,DL,NT,Jeff Wright
1991,SEA,LB,MLB,David Wyman
1991,SD,TE,TE,Duane Young
1991,NYJ,DB,FS,Lonnie Young
1991,DEN,WR,WR,Mike Young
1991,SF,QB,QB,Steve Young
1991,NE,DB,DB,Tony Zackery
1991,CIN,LB,ILB,Carl Zander
1991,SD,OL,G,Mike Zandofsky
1991,MIA,OL,OT,Dave Zawatson
1991,RAM,SPEC,K,Tony Zendejas
1991,MIN,OL,OT,Gary Zimmerman
1991,NE,QB,QB,Scott Zolak
1991,PHO,DB,FS,Mike Zordich
1991,CHI,DL,DT,Chris Zorich
1991,PHO,OL,OT,Al Jacevicius
1991,DAL,RB,RB,Tony Boles
1991,RAI,QB,QB,Todd Marinovich
1991,PHI,DL,NT,Winfred Bryant
1991,RAM,DL,DE,Robert Young
1991,DAL,RB,RB,Keith Jones
1991,GB,OL,OT,Scott Jones
1991,RAI,RB,RB,Nick Bell
1991,RAI,RB,RB,Doug Lloyd
1991,DAL,SPEC,K,Ken Willis
1991,RAI,RB,RB,Vance Mueller
1991,PHO,QB,QB,Craig Kupp
1991,ATL,TE,TE,Rich Bartlewski
1991,NYJ,RB,RB,A.B. Brown
1991,SD,RB,RB,Chris Samuels
1991,NYG,LB,LB,Bobby Abrams
1991,CHI,DL,DT,Tim Ryan
1991,PHO,RB,RB,Terrence Flagler
1991,RAI,DL,DT,Bob Golic
1991,GB,DB,CB,Jerry Holmes
1991,PHO,RB,RB,Anthony Thompson
1991,ATL,LB,LB,Wes Pritchett
1991,RAM,OL,C,Doug Smith
1991,ATL,LB,LB,Michael Reid
1991,CLE,DL,NT,John Thornton
1991,RAM,DB,CB,Darryl Henley
1991,PHO,WR,WR,Amod Field
1991,RAM,RB,RB,Marcus Dupree
1991,NYJ,DL,DE,Darrell Davis
1991,PHO,WR,WR,Ernie Jones
1991,PHO,WR,WR,Tony Lomack
1991,WAS,WR,WR,Joe Johnson
1991,MIA,DL,DE,Donnie Gardner
1991,RAM,DL,DT,Mike Charles
1991,RAM,DL,DE,Tom Gibson
1991,NYG,DB,DB,Roger Brown
1991,RAM,DL,DE,Bill Hawkins
1991,NYG,DB,DB,A.J. Greene
1991,TB,DB,CB,Wayne Haddix
1991,PHI,DB,CB,Ben Smith
1991,RAM,DL,DT,David Rocker
1991,RAM,DL,DE,Ben Thomas
1991,NE,DL,DE,Sean Smith
1991,DET,DB,DB,Herb Welch
1991,NE,WR,WR,Sean Foster
1991,ATL,RB,RB,Keith Jones
1991,TB,SPEC,K,Kendall Trainor
1991,TB,LB,LB,Maurice Oliver
1991,HOU,DL,DT,Doug Smith
1991,PHI,WR,WR,Kenny Jackson
1991,NE,WR,WR,Mike Murphy
1991,NE,WR,WR,Gene Taylor
1991,PHO,DB,DB,Dave Duerson
1991,CIN,OL,OT,Scott Jones
1991,RAI,LB,LB,A.J. Jimerson
1991,PHO,RB,RB,Greg Amsler
1991,IND,RB,RB,Ken Clark
1991,RAI,DL,DT,Scott Davis
1991,DEN,WR,WR,Barry Johnson
1991,SF,DB,DB,Kevin Lewis
1991,NE,RB,RB,John Stephens
1991,SEA,OL,OT,Bill Hitchcock
1991,RAI,DL,DE,Anthony Smith
1991,PHO,DL,DT,Scott Evans
1991,RAM,QB,QB,Mike Pagel
1991,CIN,DB,CB,Wayne Haddix
1991,NYG,OL,OT,Jay Butler
1991,TB,RB,RB,Robert Hardy
1991,RAM,WR,WR,Ron Brown
1991,BUF,DB,CB,James Williams
1991,RAM,RB,RB,Mosi Tatupu
1991,TB,RB,FB,Robert Wilson
1991,MIA,SPEC,K,Charlie Baumann
1991,CHI,DB,CB,John Hardy
1991,RAM,SPEC,P,Barry Helton
1991,NE,SPEC,K,Charlie Baumann
1991,BUF,WR,WR,Mike Alexander
1991,NYG,QB,QB,Mike Perez
1991,MIA,TE,TE,Charles Henry
1991,CIN,WR,WR,Shane Garrett
1991,SD,DB,DB,Derrick Kelson
1991,RAM,DB,DB,Sammy Lilly
1991,RAI,OL,OT,Steve Wright
1991,WAS,DB,DB,Travis Curtis
1991,PHO,DL,DT,Chris Williams
1991,RAM,WR,WR,Jimmy Raye
1991,RAI,OL,OT,James FitzPatrick
1991,RAI,DL,NT,Roy Hart
1991,NO,DB,DB,Calvin Nicholson
1991,GB,DB,S,Mark Murphy
1991,RAI,RB,RB,Napoleon McCallum
1991,SD,DL,DT,Tony Savage
1991,RAI,DB,DB,Derrick Crudup
1991,PHO,DL,DE,Craig Patterson
1991,KC,RB,RB,Bill Jones
1991,RAI,LB,MLB,Riki Ellison
1991,KC,DB,DB,John Hagy
1991,RAM,DL,DT,Mike Piel
1991,HOU,RB,RB,Tony Jordan
1991,NO,WR,WR,Jason Johnson
1991,RAM,DL,DE,Derrick Carr
1991,RAI,WR,WR,Mervyn Fernandez
1991,PHO,LB,LB,Steve Hyche
1991,RAI,DL,DE,Howie Long
1991,NO,LB,ILB,James E. Williams
1991,SF,DL,NT,Michael Carter
1991,RAM,DL,DT,Chris Pike
1991,RAI,LB,OLB,Thomas Benson
1991,RAM,DL,DE,Gerald Robinson
1991,DAL,QB,QB,Craig Kupp
1991,NO,LB,LB,DeMond Winston
1991,RAM,TE,TE,Damone Johnson
1991,RAI,OL,G,Max Montoya
1991,TB,DB,DB,Glenn Rogers
1991,MIN,LB,OLB,Jimmy Williams
1991,RAI,WR,WR,Willie Gault
1991,RAM,TE,TE,Jim Price
1991,TB,TE,TE,Ed Thomas
1991,RAI,LB,LB,Jerry Robinson
1991,SD,OL,C,Frank Cornish
1991,RAI,OL,OT,Joel Patten
1991,RAI,WR,WR,Sam Graddy
1991,HOU,RB,RB,Victor Jones
1992,MIN,OL,OT,Scott Adams
1992,WAS,OL,G,Mark Adickes
1992,SD,WR,WR,Erik Affholter
1992,CHI,OL,OT,Louis Age
1992,IND,DL,DE,Mel Agee
1992,ATL,DL,DE,Mel Agee
1992,DAL,RB,RB,Tommie Agee
1992,NE,DL,DE,Ray Agnew
1992,NYJ,SPEC,P,Louie Aguiar
1992,DAL,QB,QB,Troy Aikman
1992,MIA,DB,DB,Bruce Alexander
1992,PHI,OL,C,David Alexander
1992,TB,LB,LB,Elijah Alexander
1992,DEN,RB,RB,Jeff Alexander
1992,PHI,DB,CB,Eric Allen
1992,RAI,RB,RB,Marcus Allen
1992,MIN,RB,RB,Terry Allen
1992,HOU,DL,DT,Jeff Alm
1992,KC,OL,OT,John Alt
1992,IND,DB,DB,Ashley Ambrose
1992,KC,RB,RB,Kimble Anders
1992,NO,SPEC,K,Morten Andersen
1992,NE,DB,DB,Darren Anderson
1992,TB,DB,DB,Darren Anderson
1992,RAI,DB,FS,Eddie Anderson
1992,KC,LB,LB,Erick Anderson
1992,TB,RB,RB,Gary Anderson
1992,PIT,SPEC,K,Gary Anderson
1992,TB,TE,TE,Jesse Anderson
1992,PIT,TE,TE,Jesse Anderson
1992,CHI,RB,RB,Neal Anderson
1992,NYG,RB,RB,Ottis Anderson
1992,RAM,WR,WR,Flipper Anderson
1992,SD,LB,LB,Sam Anno
1992,IND,TE,TE,Charles Arbuckle
1992,GB,DL,DE,Lester Archambeau
1992,PHI,QB,QB,David Archer
1992,GB,OL,G,Billy Ard
1992,NE,OL,OT,Bruce Armstrong
1992,CHI,DL,DE,Trace Armstrong
1992,TB,TE,TE,Tyji Armstrong
1992,DET,SPEC,P,Jim Arnold
1992,CIN,OL,C,Mike Arthur
1992,RAM,OL,OT,Darryl Ashmore
1992,NO,DB,FS,Gene Atkins
1992,DEN,DB,FS,Steve Atwater
1992,CHI,OL,OT,Troy Auzenne
1992,BUF,TE,TE,Rob Awalt
1992,KC,OL,C,Mike Baab
1992,NYG,SPEC,K,Matt Bahr
1992,BUF,LB,ILB,Carlton Bailey
1992,PHO,RB,RB,Johnny Bailey
1992,HOU,WR,WR,Mario Bailey
1992,RAM,DB,CB,Robert Bailey
1992,NYG,WR,WR,Stephen Baker
1992,PHI,OL,G,Brian Baldinger
1992,BUF,DL,DE,Gary Baldinger
1992,KC,OL,OT,Rich Baldinger
1992,CLE,RB,RB,Randy Baldwin
1992,CIN,RB,RB,Eric Ball
1992,DET,DL,NT,Jerry Ball
1992,IND,DB,DB,Michael Ball
1992,BUF,OL,OT,Howard Ballard
1992,NYG,LB,OLB,Carl Banks
1992,IND,LB,OLB,Chip Banks
1992,MIA,WR,WR,Fred Banks
1992,PHO,DL,NT,Michael Bankston
1992,TB,DB,DB,Chris Barber
1992,NYJ,LB,LB,Kurt Barber
1992,TB,WR,WR,Michael Barber
1992,KC,SPEC,P,Bryan Barker
1992,MIN,DL,DT,Roy Barker
1992,PHI,DB,DB,Corey Barlow
1992,SD,WR,WR,Johnnie Barnes
1992,PHI,WR,WR,Fred Barnett
1992,CLE,DB,DB,Harlon Barnett
1992,ATL,DL,DE,Oliver Barnett
1992,KC,WR,WR,Tim Barnett
1992,NO,SPEC,P,Tommy Barnhardt
1992,DET,WR,WR,Reggie Barrett
1992,GB,DL,DE,Sebastian Barrie
1992,PHI,LB,LB,Ephesians Bartley
1992,SF,OL,OT,Harris Barton
1992,DAL,DB,DB,Bill Bates
1992,MIA,TE,TE,Greg Baty
1992,MIN,LB,LB,David Bavaro
1992,CLE,TE,TE,Mark Bavaro
1992,NYJ,RB,FB,Brad Baxter
1992,KC,DB,S,Martin Bayless
1992,IND,DB,S,John Baylor
1992,PHI,TE,TE,Pat Beach
1992,GB,WR,WR,Sanjay Beach
1992,TB,OL,G,Ian Beckles
1992,BUF,WR,WR,Don Beebe
1992,RAI,LB,MLB,Anthony Bell
1992,IND,DB,DB,Jason Belser
1992,CIN,DB,CB,Antoine Bennett
1992,BUF,LB,OLB,Cornelius Bennett
1992,GB,RB,RB,Edgar Bennett
1992,GB,LB,OLB,Tony Bennett
1992,PIT,RB,RB,Albert Bentley
1992,CIN,LB,LB,Ray Bentley
1992,SD,RB,RB,Rod Bernstine
1992,CLE,RB,RB,Latin Berry
1992,MIN,LB,LB,Ray Berry
1992,DAL,QB,QB,Steve Beuerlein
1992,IND,SPEC,K,Dean Biasucci
1992,IND,LB,OLB,Duane Bickett
1992,SD,RB,RB,Eric Bieniemy
1992,GB,DB,CB,Lewis Billups
1992,WAS,OL,C,Guy Bingham
1992,KC,WR,WR,J.J. Birden
1992,SEA,DB,S,Robert Blackmon
1992,CHI,TE,TE,Kelly Blackwell
1992,DET,DB,FS,Bennie Blades
1992,SEA,WR,WR,Brian Blades
1992,TB,OL,OT,Brian Blados
1992,MIA,DL,NT,Eddie Blake
1992,NYJ,QB,QB,Jeff Blake
1992,DAL,RB,RB,Ricky Blake
1992,NYJ,SPEC,K,Cary Blanchard
1992,NO,SPEC,K,Cary Blanchard
1992,SD,DB,CB,Anthony Blaylock
1992,KC,QB,QB,Matt Blundin
1992,SF,OL,OT,Harry Boatswain
1992,MIA,LB,LB,Ned Bolcar
1992,NYJ,WR,WR,Eric Boles
1992,SF,OL,G,Brian Bollinger
1992,SF,QB,QB,Steve Bono
1992,PHI,DB,CB,John Booty
1992,CHI,OL,G,Mark Bortz
1992,WAS,OL,C,Jeff Bostic
1992,RAM,DL,DT,Marc Boutte
1992,DET,OL,G,Shawn Bouwens
1992,PHI,WR,WR,Willie Bouyer
1992,HOU,LB,LB,Joe Bowden
1992,NE,OL,OT,Scott Bowles
1992,WAS,DB,S,Todd Bowles
1992,NYJ,TE,TE,Mark Boyer
1992,PHI,LB,LB,Jack Bradford
1992,TB,LB,LB,Ed Brady
1992,GB,LB,LB,Jeff Brady
1992,MIA,DB,DB,Stephen Braggs
1992,WAS,TE,TE,John Brandes
1992,NYG,TE,TE,John Brandes
1992,CLE,LB,OLB,David Brandon
1992,WAS,LB,LB,John Brantley
1992,PHO,LB,LB,David Braxton
1992,DEN,DB,CB,Tyrone Braxton
1992,CIN,SPEC,K,Jim Breech
