PLAYER,SEASON,TOTAL,SOLO,AST,SCK,SFTY,PDEF,INT,YDS,AVG,LNG,TDS,FF,FR
Kendel Shello,1996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendel Shello,1997,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendel Shello,1998,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Kendell Beckwith,2017,90.0,64.0,18.0,3.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Kendell Beckwith,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenderick Allen,2003,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenderick Allen,2004,20.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenderick Allen,2005,23.0,11.0,8.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Kenderick Allen,2006,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendrell Bell,2001,97.0,57.0,15.0,10.0,0.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Kendrell Bell,2002,61.0,31.0,16.0,4.0,0.0,4.0,0.0,0.0,,,0.0,0.0,1.0
Kendrell Bell,2003,99.0,60.0,19.0,5.0,0.0,4.0,1.0,61.0,42.0,42.0,0.0,1.0,1.0
Kendrell Bell,2004,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendrell Bell,2005,41.0,22.0,9.0,1.5,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Kendrell Bell,2006,49.0,40.0,6.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendrell Bell,2007,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendrick Burton,1996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Kendrick Clancy,2000,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendrick Clancy,2001,10.0,3.0,4.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Kendrick Clancy,2002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendrick Clancy,2003,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Kendrick Clancy,2004,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendrick Clancy,2005,39.0,20.0,8.0,2.0,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Kendrick Clancy,2006,29.0,20.0,4.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Kendrick Clancy,2007,15.0,8.0,5.0,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendrick Clancy,2008,41.0,18.0,10.0,2.0,0.0,3.0,0.0,0.0,,,0.0,0.0,1.0
Kendrick Clancy,2009,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendrick Lewis,2010,36.0,24.0,9.0,0.0,0.0,9.0,4.0,72.0,20.0,26.0,0.0,1.0,0.0
Kendrick Lewis,2011,65.0,51.0,11.0,0.0,0.0,11.0,3.0,119.0,39.7,59.0,1.0,1.0,1.0
Kendrick Lewis,2012,29.0,26.0,3.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kendrick Lewis,2013,66.0,49.0,14.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Kendrick Lewis,2014,90.0,46.0,32.0,0.0,0.0,7.0,2.0,32.0,16.0,27.0,1.0,3.0,1.0
Kendrick Lewis,2015,65.0,38.0,25.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1.0,0.0
Kendrick Lewis,2016,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Kendrick Lewis,2018,31.0,21.0,8.0,0.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Kendrick Norton,2018,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kendrick Office,2001,16.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Kendrick Office,2002,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Kendyll Pope,2004,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenechi Udeze,2004,40.0,20.0,13.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Kenechi Udeze,2005,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenechi Udeze,2006,29.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Kenechi Udeze,2007,47.0,35.0,10.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Kennan Gilchrist,2017,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kennan Gilchrist,2018,22.0,15.0,6.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kennard Cox,2008,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kennard Cox,2009,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kennard Cox,2010,15.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,2.0
Kennard Cox,2011,15.0,11.0,3.0,0.5,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Acker,2015,71.0,58.0,11.0,0.0,0.0,11.0,4.0,45.0,11.2,45.0,0.0,0.0,0.0
Kenneth Acker,2016,25.0,24.0,0.0,0.0,0.0,6.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0
Kenneth Acker,2017,33.0,26.0,5.0,0.0,0.0,4.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Kenneth Bernich,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Kenneth Boatright,2014,10.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Durden,2016,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Durden,2017,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Durden,2018,8.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Durden,2019,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Kenneth Gant,1990,9.0,8.0,0.0,0.0,0.0,3.0,1.0,26.0,26.0,26.0,0.0,0.0,0.0
Kenneth Gant,1991,31.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Kenneth Gant,1992,53.0,44.0,7.0,3.0,0.0,16.0,3.0,19.0,6.3,11.0,0.0,4.0,1.0
Kenneth Gant,1993,34.0,28.0,6.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Kenneth Gant,1994,20.0,18.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Gant,1995,39.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Kenneth Gant,1996,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Gant,1997,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Johnson,1987,17.0,17.0,0.0,1.0,0.0,6.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Kenneth Murray,2020,107.0,62.0,39.0,1.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Murray,2021,35.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Murray,2022,84.0,39.0,32.0,1.5,0.0,3.0,1.0,16.0,16.0,16.0,0.0,1.0,0.0
Kenneth Murray,2023,107.0,68.0,28.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Odumegwu,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Pettway,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Pettway,2006,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Pettway,2007,11.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Kenneth Pettway,2008,11.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Kenneth Sims,1982,42.0,32.0,3.0,3.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Sims,1983,19.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenneth Sims,1984,54.0,47.0,4.0,3.5,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Kenneth Sims,1985,46.0,37.0,4.0,5.5,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Kenneth Sims,1986,6.0,5.0,1.0,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Kenneth Sims,1987,29.0,25.0,1.0,1.5,0.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Kenneth Sims,1988,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Kenneth Sims,1989,36.0,29.0,2.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Anunike,2015,9.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Kenny Clark,2016,29.0,18.0,9.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,2.0
Kenny Clark,2017,59.0,29.0,23.0,4.5,0.0,1.0,0.0,0.0,,,0.0,2.0,0.0
Kenny Clark,2018,62.0,35.0,21.0,6.0,0.0,3.0,0.0,0.0,,,0.0,1.0,2.0
Kenny Clark,2019,72.0,35.0,33.0,7.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Kenny Clark,2020,53.0,29.0,19.0,4.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Clark,2021,54.0,25.0,23.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Kenny Clark,2022,53.0,19.0,26.0,4.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Kenny Clark,2023,52.0,22.0,25.0,8.0,0.0,3.0,0.0,0.0,,,0.0,2.0,0.0
Kenny Daniel,1984,15.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Daniel,1986,24.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Kenny Daniel,1987,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Davidson,1990,23.0,18.0,4.0,3.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Davidson,1991,13.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Davidson,1992,28.0,23.0,5.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Davidson,1993,33.0,25.0,8.0,2.5,0.0,3.0,1.0,6.0,6.0,6.0,0.0,0.0,1.0
Kenny Davidson,1994,67.0,47.0,20.0,6.0,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Davidson,1995,32.0,16.0,16.0,2.0,0.0,4.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0
Kenny Davidson,1996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Kenny Demens,2013,9.0,7.0,1.0,0.5,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Demens,2014,18.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Kenny Demens,2015,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Easley,1981,89.0,60.0,20.0,0.0,0.0,20.0,3.0,155.0,46.2,82.0,1.0,0.0,3.0
Kenny Easley,1982,46.0,31.0,6.0,2.0,0.0,12.0,4.0,48.0,12.0,44.0,0.0,0.0,1.0
Kenny Easley,1983,93.0,54.0,23.0,4.0,0.0,20.0,7.0,106.0,15.1,48.0,0.0,1.0,3.0
Kenny Easley,1984,72.0,50.0,11.0,0.0,0.0,29.0,11.0,147.0,15.6,58.0,2.0,2.0,1.0
Kenny Easley,1985,66.0,40.0,11.0,2.0,0.0,15.0,2.0,22.0,11.0,16.0,0.0,2.0,0.0
Kenny Easley,1986,41.0,20.0,13.0,1.0,0.0,3.0,2.0,34.0,17.0,24.0,0.0,1.0,0.0
Kenny Easley,1987,47.0,32.0,8.0,0.0,0.0,10.0,4.0,47.0,11.5,22.0,0.0,0.0,1.0
Kenny Graham,1964,5.0,4.0,0.0,0.0,0.0,0.0,4.0,24.0,3.8,9.0,0.0,0.0,1.0
Kenny Graham,1965,3.0,2.0,1.0,0.0,0.0,1.0,5.0,108.0,22.8,51.0,1.0,0.0,0.0
Kenny Graham,1966,0.0,0.0,0.0,0.0,0.0,0.0,5.0,70.0,14.0,32.0,1.0,0.0,0.0
Kenny Graham,1967,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,38.0,68.0,1.0,0.0,0.0
Kenny Graham,1968,0.0,0.0,0.0,0.0,0.0,0.0,5.0,87.0,17.4,42.0,0.0,0.0,0.0
Kenny Graham,1969,0.0,0.0,0.0,0.0,0.0,0.0,4.0,112.0,31.3,65.0,2.0,0.0,0.0
Kenny Graham,1970,0.0,0.0,0.0,0.0,0.0,0.0,6.0,62.0,10.3,31.0,0.0,0.0,0.0
Kenny Harris,1997,9.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Hill,1981,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Hill,1982,21.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Hill,1983,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Hill,1984,36.0,29.0,4.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Hill,1985,50.0,45.0,4.0,0.0,0.0,9.0,2.0,30.0,15.0,30.0,0.0,0.0,1.0
Kenny Hill,1986,56.0,46.0,8.0,1.0,0.0,10.0,3.0,25.0,6.2,23.0,0.0,0.0,3.0
Kenny Hill,1987,40.0,30.0,5.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Kenny Hill,1988,65.0,48.0,12.0,0.0,0.0,4.0,0.0,0.0,,,0.0,1.0,0.0
Kenny Hill,1989,8.0,6.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0
Kenny Holmes,1997,33.0,28.0,5.0,7.0,0.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Kenny Holmes,1998,33.0,22.0,11.0,2.5,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Holmes,1999,24.0,14.0,7.0,6.0,0.0,2.0,2.0,17.0,8.5,19.0,0.0,2.0,0.0
Kenny Holmes,2000,37.0,28.0,7.0,8.0,0.0,4.0,0.0,0.0,,,0.0,5.0,0.0
Kenny Holmes,2001,56.0,25.0,19.0,3.5,0.0,3.0,0.0,0.0,,,0.0,1.0,4.0
Kenny Holmes,2002,47.0,24.0,14.0,8.0,0.0,1.0,0.0,0.0,,,0.0,1.0,2.0
Kenny Holmes,2003,25.0,10.0,7.0,5.5,0.0,0.0,0.0,0.0,,,0.0,1.0,2.0
Kenny Iwebema,2008,15.0,9.0,3.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Iwebema,2009,15.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Iwebema,2010,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Johnson,1980,13.0,9.0,0.0,0.0,0.0,1.0,4.0,49.0,12.2,33.0,0.0,0.0,4.0
Kenny Johnson,1981,50.0,40.0,5.0,0.0,0.0,19.0,3.0,35.0,11.7,23.0,0.0,0.0,2.0
Kenny Johnson,1982,37.0,30.0,4.0,1.0,0.0,3.0,2.0,30.0,15.0,30.0,0.0,1.0,0.0
Kenny Johnson,1983,68.0,63.0,3.0,0.0,0.0,9.0,2.0,57.0,28.5,31.0,2.0,2.0,0.0
Kenny Johnson,1984,78.0,64.0,6.0,1.0,0.0,22.0,5.0,75.0,14.1,28.0,0.0,1.0,0.0
Kenny Johnson,1985,21.0,18.0,2.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Johnson,1986,36.0,24.0,2.0,0.0,0.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Johnson,1987,30.0,24.0,2.0,0.0,0.0,4.0,0.0,0.0,,,0.0,0.0,1.0
Kenny Johnson,1988,11.0,7.0,1.0,0.0,0.0,3.0,1.0,51.0,51.0,51.0,0.0,0.0,0.0
Kenny Johnson,1989,15.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,2.0
Kenny King,2003,17.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Kenny King,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Ladler,2018,27.0,14.0,5.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Ladler,2019,14.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Mixon,1998,43.0,27.0,16.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Mixon,1999,11.0,5.0,6.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Mixon,2000,48.0,24.0,20.0,2.5,0.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Kenny Mixon,2001,50.0,22.0,23.0,2.0,0.0,2.0,1.0,56.0,56.0,56.0,1.0,0.0,0.0
Kenny Mixon,2002,71.0,32.0,26.0,4.5,0.0,6.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0
Kenny Mixon,2003,52.0,37.0,10.0,5.0,0.0,3.0,0.0,0.0,,,0.0,4.0,0.0
Kenny Mixon,2004,54.0,19.0,20.0,2.5,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Moore,2017,49.0,39.0,7.0,0.0,0.0,6.0,1.0,25.0,25.0,25.0,0.0,1.0,0.0
Kenny Moore,2018,105.0,73.0,19.0,4.5,0.0,15.0,4.0,62.0,15.5,32.0,0.0,1.0,0.0
Kenny Moore,2019,61.0,45.0,11.0,2.5,0.0,3.0,2.0,36.0,18.0,35.0,0.0,0.0,1.0
Kenny Moore,2020,85.0,68.0,13.0,2.0,0.0,13.0,4.0,45.0,11.2,29.0,1.0,1.0,0.0
Kenny Moore,2021,103.0,73.0,21.0,1.0,0.0,13.0,4.0,78.0,19.5,32.0,0.0,1.0,0.0
Kenny Moore,2022,67.0,49.0,15.0,1.0,0.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Moore,2023,95.0,60.0,27.0,1.5,0.0,6.0,3.0,115.0,28.8,66.0,2.0,0.0,0.0
Kenny Neil,1981,15.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Neil,1982,41.0,22.0,7.0,5.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Kenny Neil,1983,68.0,34.0,19.0,5.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Neil,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Onatolu,2009,35.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Kenny Onatolu,2010,20.0,17.0,2.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,1.0
Kenny Onatolu,2011,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Onatolu,2012,18.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Parker,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Peterson,2003,8.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Peterson,2004,16.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Peterson,2005,23.0,13.0,5.0,3.0,0.0,3.0,0.0,0.0,,,0.0,2.0,1.0
Kenny Peterson,2006,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Peterson,2007,10.0,6.0,2.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Peterson,2008,32.0,15.0,10.0,4.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Kenny Peterson,2009,48.0,28.0,14.0,3.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Kenny Phillips,2008,89.0,56.0,18.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Phillips,2009,13.0,8.0,4.0,0.0,0.0,2.0,2.0,22.0,11.0,22.0,0.0,0.0,0.0
Kenny Phillips,2010,84.0,47.0,18.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Kenny Phillips,2011,106.0,61.0,26.0,0.0,0.0,14.0,4.0,50.0,12.5,31.0,0.0,2.0,0.0
Kenny Phillips,2012,33.0,19.0,10.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Phillips,2015,39.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Price,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Robinson,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Robinson,2021,20.0,12.0,5.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Kenny Robinson,2022,8.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Smith,2001,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Smith,2002,19.0,10.0,3.0,3.5,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Kenny Smith,2003,42.0,20.0,10.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Kenny Smith,2009,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Vaccaro,2013,97.0,73.0,21.0,1.0,0.0,9.0,1.0,29.0,29.0,29.0,0.0,1.0,0.0
Kenny Vaccaro,2014,81.0,57.0,23.0,2.0,0.0,7.0,3.0,45.0,15.0,45.0,0.0,1.0,0.0
Kenny Vaccaro,2015,106.0,69.0,33.0,3.0,0.0,5.0,0.0,0.0,,,0.0,1.0,1.0
Kenny Vaccaro,2016,80.0,55.0,23.0,1.0,0.0,7.0,2.0,30.0,15.0,30.0,0.0,2.0,1.0
Kenny Vaccaro,2017,69.0,52.0,13.0,2.5,0.0,7.0,3.0,41.0,13.7,30.0,0.0,0.0,1.0
Kenny Vaccaro,2018,65.0,41.0,19.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Vaccaro,2019,100.0,52.0,36.0,1.0,0.0,8.0,2.0,5.0,2.5,3.0,0.0,0.0,0.0
Kenny Vaccaro,2020,92.0,56.0,24.0,1.0,0.0,5.0,0.0,0.0,,,0.0,0.0,1.0
Kenny Walker,1991,27.0,1.0,7.0,3.0,0.0,2.0,0.0,0.0,,,0.0,2.0,0.0
Kenny Walker,1992,32.0,27.0,5.0,1.5,0.0,1.0,0.0,0.0,,,0.0,0.0,2.0
Kenny Wheaton,1997,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Wheaton,1998,30.0,24.0,6.0,0.0,1.0,1.0,1.0,41.0,41.0,41.0,0.0,0.0,2.0
Kenny Wheaton,1999,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Willekes,2021,24.0,11.0,11.0,2.5,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Wright,1999,85.0,68.0,12.0,0.0,0.0,5.0,1.0,11.0,11.0,11.0,0.0,1.0,0.0
Kenny Wright,2000,44.0,33.0,6.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Wright,2001,38.0,33.0,5.0,0.0,0.0,9.0,0.0,0.0,,,0.0,1.0,0.0
Kenny Wright,2002,34.0,26.0,5.0,1.0,0.0,11.0,0.0,0.0,,,0.0,0.0,1.0
Kenny Wright,2003,51.0,34.0,7.0,1.0,0.0,12.0,3.0,-2.0,-0.5,0.0,0.0,0.0,0.0
Kenny Wright,2004,13.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Wright,2005,68.0,45.0,10.0,0.0,0.0,8.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0
Kenny Wright,2006,39.0,27.0,7.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Wright,2007,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenny Young,2018,76.0,54.0,17.0,3.5,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Kenny Young,2019,30.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Kenny Young,2020,58.0,31.0,24.0,1.0,0.0,2.0,1.0,79.0,79.0,79.0,1.0,0.0,1.0
Kenny Young,2021,75.0,38.0,34.0,2.0,0.0,1.0,0.0,0.0,,,0.0,2.0,1.0
Kenny Young,2022,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kenoy Kennedy,2000,12.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenoy Kennedy,2001,73.0,49.0,19.0,2.0,0.0,6.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0
Kenoy Kennedy,2002,68.0,48.0,14.0,0.0,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Kenoy Kennedy,2003,64.0,38.0,17.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Kenoy Kennedy,2004,93.0,57.0,17.0,2.0,0.0,9.0,1.0,21.0,21.0,21.0,0.0,2.0,1.0
Kenoy Kennedy,2005,98.0,69.0,24.0,0.0,0.0,7.0,2.0,64.0,32.0,64.0,1.0,1.0,0.0
