PLAYER,SEASON,REC,YDS,AVG,LNG,TD,ATT,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Bob Neuman,1934,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bob Neuman,1935,3.0,52.0,17.3,37.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Neuman,1936,3.0,41.0,10.2,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
Bob Newland,1971,21.0,319.0,14.5,44.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Newland,1972,47.0,579.0,13.1,42.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Bob Newland,1973,29.0,489.0,16.6,42.0,4.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0
Bob Newland,1974,27.0,490.0,19.7,79.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bob Niziolek,1981,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Nowaskey,1940,5.0,105.0,22.5,30.0,2.0,2.0,10.0,5.0,6.0,0.0,0.0,0.0
Bob Nowaskey,1941,14.0,211.0,14.0,40.0,1.0,3.0,5.0,1.7,3.0,0.0,0.0,0.0
Bob Nowaskey,1942,7.0,159.0,22.5,31.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Bob Nowaskey,1950,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Oristaglio,1950,14.0,134.0,8.8,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Oristaglio,1951,1.0,20.0,20.0,20.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bob Oristaglio,1952,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Parsons,1972,1.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Bob Parsons,1973,2.0,23.0,11.5,17.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0
Bob Parsons,1975,13.0,184.0,14.7,38.0,1.0,0.0,0.0,,,0.0,2.0,0.0
Bob Picard,1973,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Picard,1974,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Picard,1975,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Picard,1976,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Pickard,1974,8.0,88.0,10.6,18.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Bob Poole,1964,1.0,8.0,8.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Poole,1965,2.0,29.0,14.5,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Poole,1966,12.0,131.0,10.8,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Poole,1967,4.0,55.0,13.2,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Priestley,1942,4.0,47.0,11.8,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Raba,1977,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Bob Raba,1978,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Raba,1979,2.0,9.0,4.5,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Raba,1980,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Raba,1981,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Ravensberg,1948,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Ravensberg,1949,10.0,203.0,20.4,48.0,3.0,2.0,8.0,4.0,6.0,0.0,1.0,0.0
Bob Rosenstiel,1997,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Scarpitto,1961,10.0,172.0,15.5,53.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bob Scarpitto,1962,35.0,667.0,23.6,67.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Bob Scarpitto,1963,21.0,463.0,22.1,66.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Bob Scarpitto,1964,35.0,375.0,11.4,41.0,4.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Bob Scarpitto,1965,32.0,585.0,18.0,90.0,5.0,4.0,94.0,23.5,44.0,0.0,1.0,0.0
Bob Scarpitto,1966,21.0,335.0,13.2,62.0,4.0,4.0,110.0,24.5,63.0,1.0,1.0,0.0
Bob Scarpitto,1967,1.0,14.0,14.0,14.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Bob Scarpitto,1968,2.0,49.0,24.5,33.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bob Shaw,1970,1.0,49.0,49.0,49.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Sherlag,1966,4.0,53.0,11.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bob Skoglund,1947,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Sponaugle,1949,2.0,26.0,13.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Tanner,1930,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Tenner,1935,3.0,38.0,12.7,29.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Thompson,1987,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Trumpy,1968,37.0,639.0,19.7,80.0,3.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
Bob Trumpy,1969,37.0,835.0,23.1,80.0,9.0,0.0,0.0,,,0.0,2.0,0.0
Bob Trumpy,1970,29.0,480.0,17.0,53.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Bob Trumpy,1971,40.0,531.0,13.6,44.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Bob Trumpy,1972,44.0,500.0,12.2,38.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bob Trumpy,1973,29.0,435.0,15.7,53.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Bob Trumpy,1974,21.0,330.0,17.5,41.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bob Trumpy,1975,23.0,269.0,11.0,35.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Bob Trumpy,1976,21.0,323.0,16.8,48.0,7.0,0.0,0.0,,,0.0,1.0,0.0
Bob Trumpy,1977,18.0,251.0,13.8,32.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Bob Tucker,1970,40.0,571.0,12.5,41.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Bob Tucker,1971,59.0,791.0,14.5,63.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0
Bob Tucker,1972,55.0,764.0,13.8,39.0,4.0,3.0,6.0,2.0,13.0,1.0,4.0,0.0
Bob Tucker,1973,50.0,681.0,13.6,33.0,5.0,1.0,4.0,4.0,4.0,0.0,2.0,0.0
Bob Tucker,1974,41.0,496.0,12.7,29.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Bob Tucker,1975,34.0,484.0,13.5,47.0,1.0,1.0,-5.0,-5.0,-5.0,0.0,1.0,0.0
Bob Tucker,1976,42.0,498.0,12.6,39.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Bob Tucker,1977,30.0,400.0,13.6,29.0,4.0,0.0,0.0,,,0.0,2.0,0.0
Bob Tucker,1978,51.0,588.0,11.6,35.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Bob Tucker,1979,24.0,223.0,8.8,21.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Bob Tucker,1980,15.0,173.0,10.5,25.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Bob Wallace,1968,19.0,281.0,14.2,27.0,2.0,3.0,29.0,9.7,18.0,0.0,1.0,0.0
Bob Wallace,1969,47.0,553.0,12.4,45.0,5.0,4.0,16.0,4.0,15.0,0.0,1.0,0.0
Bob Wallace,1970,15.0,160.0,10.3,33.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Wallace,1971,27.0,400.0,17.8,58.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bob Wallace,1972,1.0,9.0,9.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob West,1972,9.0,165.0,20.7,42.0,2.0,2.0,2.0,1.0,10.0,0.0,0.0,0.0
Bob West,1973,4.0,65.0,17.5,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob West,1974,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Bob Wicks,1972,1.0,8.0,8.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Wicks,1974,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Windsor,1967,21.0,254.0,13.9,55.0,2.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0
Bob Windsor,1968,8.0,146.0,14.3,62.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bob Windsor,1969,49.0,597.0,12.4,32.0,2.0,5.0,39.0,6.6,13.0,0.0,0.0,0.0
Bob Windsor,1970,34.0,433.0,11.9,35.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bob Windsor,1971,3.0,34.0,11.3,30.0,1.0,1.0,21.0,21.0,21.0,0.0,1.0,0.0
Bob Windsor,1972,33.0,383.0,11.6,24.0,1.0,1.0,-4.0,-4.0,-4.0,0.0,1.0,0.0
Bob Windsor,1973,23.0,348.0,14.0,36.0,4.0,1.0,-6.0,-6.0,-6.0,0.0,2.0,0.0
Bob Windsor,1974,12.0,127.0,11.4,20.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bob Windsor,1975,6.0,57.0,9.4,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Brown,2000,2.0,14.0,7.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Collins,1999,10.0,125.0,13.9,45.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Collins,2000,6.0,72.0,12.5,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Collins,2001,1.0,3.0,3.0,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Crockett,1966,32.0,549.0,17.4,53.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Crockett,1968,6.0,76.0,13.2,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Crockett,1969,4.0,50.0,12.5,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Duckworth,1982,2.0,77.0,38.5,55.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Duckworth,1983,20.0,422.0,20.2,59.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Duckworth,1984,25.0,715.0,29.2,88.0,4.0,0.0,0.0,,,0.0,1.0,1.0
Bobby Duckworth,1985,26.0,430.0,16.5,42.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Duckworth,1986,20.0,296.0,13.8,32.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Engram,1996,33.0,389.0,11.6,24.0,6.0,0.0,0.0,,,0.0,2.0,1.0
Bobby Engram,1997,45.0,399.0,8.5,23.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Bobby Engram,1998,64.0,987.0,15.2,79.0,5.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0
Bobby Engram,1999,88.0,947.0,11.5,56.0,4.0,2.0,11.0,5.5,9.0,0.0,2.0,0.0
Bobby Engram,2000,16.0,109.0,6.5,25.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Bobby Engram,2001,29.0,400.0,13.9,31.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Engram,2002,50.0,619.0,13.5,38.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Bobby Engram,2003,56.0,720.0,12.0,34.0,6.0,0.0,0.0,,,0.0,5.0,2.0
Bobby Engram,2004,39.0,533.0,12.2,60.0,3.0,0.0,0.0,,,0.0,1.0,1.0
Bobby Engram,2005,78.0,893.0,11.2,56.0,3.0,0.0,0.0,,,0.0,2.0,2.0
Bobby Engram,2006,31.0,410.0,13.3,36.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Bobby Engram,2007,104.0,1271.0,13.0,49.0,7.0,0.0,0.0,,,0.0,1.0,1.0
Bobby Engram,2008,49.0,518.0,11.3,37.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Bobby Engram,2009,6.0,69.0,11.1,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Fowler,1985,5.0,43.0,8.5,11.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0
Bobby Humphery,1984,14.0,206.0,14.7,44.0,1.0,0.0,0.0,,,0.0,2.0,0.0
Bobby Humphery,1985,0.0,0.0,,,0.0,1.0,10.0,10.0,10.0,0.0,2.0,1.0
Bobby Humphery,1986,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Bobby Humphery,1987,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Bobby Joe Conrad,1958,0.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0
Bobby Joe Conrad,1960,7.0,103.0,14.3,24.0,0.0,23.0,91.0,5.3,33.0,0.0,4.0,0.0
Bobby Joe Conrad,1961,30.0,499.0,15.1,50.0,2.0,20.0,22.0,0.4,7.0,0.0,2.0,0.0
Bobby Joe Conrad,1962,62.0,954.0,15.5,72.0,4.0,0.0,0.0,,,0.0,1.0,0.0
Bobby Joe Conrad,1963,73.0,967.0,13.6,48.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Bobby Joe Conrad,1964,61.0,780.0,12.8,53.0,6.0,0.0,0.0,,,0.0,2.0,0.0
Bobby Joe Conrad,1965,58.0,909.0,15.7,71.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Joe Conrad,1966,34.0,388.0,10.5,40.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Bobby Joe Conrad,1967,47.0,637.0,12.5,53.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Joe Conrad,1968,32.0,449.0,12.8,80.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Joe Conrad,1969,4.0,74.0,18.5,34.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Johnson,1984,52.0,824.0,14.9,45.0,7.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Johnson,1985,34.0,550.0,16.8,42.0,8.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Johnson,1986,32.0,549.0,17.0,44.0,6.0,2.0,28.0,14.0,22.0,0.0,1.0,1.0
Bobby Jones,1978,1.0,18.0,18.0,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Jones,1979,19.0,379.0,23.8,51.0,1.0,1.0,4.0,4.0,4.0,0.0,2.0,0.0
Bobby Jones,1980,14.0,193.0,14.6,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Jones,1981,20.0,303.0,14.5,36.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Jones,1982,3.0,32.0,10.7,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Jones,1983,36.0,507.0,13.5,32.0,4.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0
Bobby Kimball,1979,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Kimball,1980,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Lee,1968,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Lee,1969,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Micho,1984,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Micho,1986,1.0,20.0,20.0,20.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Micho,1987,25.0,242.0,8.9,26.0,2.0,4.0,8.0,2.0,5.0,0.0,1.0,1.0
Bobby Mitchell,1962,72.0,1384.0,18.7,81.0,11.0,1.0,5.0,5.0,5.0,0.0,5.0,0.0
Bobby Mitchell,1964,60.0,904.0,15.3,60.0,10.0,2.0,33.0,16.5,19.0,0.0,2.0,0.0
Bobby Mitchell,1966,58.0,905.0,16.8,70.0,9.0,13.0,141.0,12.9,48.0,1.0,0.0,0.0
Bobby Mitchell,1967,60.0,866.0,16.2,65.0,6.0,61.0,189.0,2.1,16.0,1.0,2.0,0.0
Bobby Mitchell,1968,14.0,130.0,9.6,18.0,0.0,10.0,46.0,4.4,13.0,0.0,1.0,0.0
Bobby Moten,1968,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Neely,1996,9.0,92.0,10.5,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Nichols,1967,1.0,19.0,19.0,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Nichols,1968,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Olive,1995,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Olive,1996,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Riley,1987,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Shaw,1998,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Shaw,1999,28.0,387.0,12.6,49.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Shaw,2000,40.0,672.0,17.3,45.0,4.0,0.0,0.0,,,0.0,2.0,2.0
Bobby Shaw,2001,26.0,432.0,16.1,90.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Bobby Shaw,2002,44.0,525.0,11.7,48.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Bobby Shaw,2003,56.0,732.0,13.0,54.0,4.0,0.0,0.0,,,0.0,1.0,1.0
Bobby Shaw,2004,10.0,118.0,11.6,20.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
Bobby Sippio,2007,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Wade,2003,12.0,137.0,12.1,24.0,0.0,5.0,14.0,2.8,6.0,0.0,1.0,1.0
Bobby Wade,2004,42.0,481.0,12.7,40.0,0.0,12.0,76.0,6.0,14.0,0.0,2.0,1.0
Bobby Wade,2005,28.0,240.0,7.2,17.0,0.0,2.0,2.0,1.0,1.0,0.0,20.0,8.0
Bobby Wade,2006,33.0,461.0,14.9,25.0,2.0,0.0,0.0,,,0.0,2.0,0.0
Bobby Wade,2007,54.0,647.0,12.7,40.0,3.0,1.0,-9.0,-9.0,-9.0,0.0,3.0,1.0
Bobby Wade,2008,61.0,732.0,12.4,59.0,2.0,0.0,0.0,,,0.0,2.0,0.0
Bobby Wade,2009,37.0,382.0,10.4,25.0,2.0,3.0,11.0,4.8,8.0,0.0,3.0,0.0
Bobby Walston,1951,31.0,512.0,17.2,43.0,8.0,0.0,0.0,,,0.0,1.0,0.0
Bobby Walston,1952,26.0,469.0,19.3,65.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Bobby Walston,1953,41.0,750.0,17.9,62.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Walston,1954,31.0,581.0,20.3,75.0,11.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Walston,1955,27.0,443.0,16.2,63.0,3.0,1.0,-3.0,-3.0,-3.0,0.0,0.0,0.0
Bobby Walston,1956,39.0,590.0,14.2,51.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Walston,1957,11.0,266.0,22.5,49.0,1.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0
Bobby Walston,1958,21.0,298.0,19.2,71.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Walston,1959,16.0,279.0,17.3,40.0,3.0,2.0,8.0,4.0,7.0,0.0,1.0,0.0
Bobby Walston,1960,33.0,601.0,16.6,49.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Walston,1961,34.0,569.0,17.9,68.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Walston,1962,4.0,43.0,9.5,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobo Wilson,2017,5.0,87.0,16.1,40.0,1.0,3.0,8.0,3.0,8.0,0.0,0.0,0.0
Bobo Wilson,2018,13.0,124.0,10.7,25.0,0.0,2.0,33.0,16.5,21.0,0.0,0.0,0.0
Bobo Wilson,2019,13.0,159.0,12.9,30.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0
Bolo Perdue,1940,2.0,28.0,14.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Boo Williams,2001,20.0,202.0,9.3,26.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Boo Williams,2002,13.0,143.0,10.5,32.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Boo Williams,2003,41.0,436.0,9.5,31.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Boo Williams,2004,33.0,362.0,11.3,22.0,2.0,0.0,0.0,,,0.0,2.0,1.0
Boyd Brown,1974,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Boyd Brown,1975,1.0,14.0,14.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Boyd Brown,1976,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Boyd Brown,1977,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Boyd Dowler,1959,32.0,549.0,16.4,35.0,4.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0
Boyd Dowler,1960,31.0,519.0,22.0,91.0,2.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0
Boyd Dowler,1961,39.0,670.0,17.6,78.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Boyd Dowler,1962,53.0,772.0,13.8,41.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Boyd Dowler,1963,53.0,901.0,15.6,53.0,6.0,0.0,0.0,,,0.0,4.0,0.0
Boyd Dowler,1964,45.0,623.0,15.0,50.0,5.0,0.0,0.0,,,0.0,1.0,0.0
Boyd Dowler,1965,54.0,719.0,12.5,47.0,4.0,0.0,0.0,,,0.0,1.0,0.0
Boyd Dowler,1966,32.0,441.0,14.9,40.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Boyd Dowler,1967,63.0,1019.0,16.9,62.0,7.0,0.0,0.0,,,0.0,0.0,0.0
Boyd Dowler,1968,45.0,668.0,13.0,72.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Boyd Dowler,1969,31.0,477.0,14.2,45.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Boyd Dowler,1971,26.0,352.0,13.1,30.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Brad Anderson,1984,3.0,77.0,25.7,49.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Brad Anderson,1985,1.0,6.0,6.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Banta,1994,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Banta,1995,1.0,6.0,6.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Banta,1996,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Banta,1997,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Banta,1998,1.0,7.0,7.0,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Banta,1999,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Banta,2000,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Banta,2001,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,1.0
Brad Beckman,1988,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Beckman,1989,11.0,102.0,9.0,21.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Brad Cieslak,2005,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Cieslak,2006,6.0,46.0,7.3,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Cieslak,2007,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Cieslak,2008,5.0,42.0,9.0,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Cottam,2008,11.0,101.0,8.9,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Cottam,2009,10.0,129.0,13.7,26.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Lamb,1992,7.0,139.0,21.0,53.0,0.0,1.0,16.0,16.0,16.0,0.0,1.0,0.0
Brad Lamb,1993,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Pyatt,2003,1.0,2.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Brad Pyatt,2004,2.0,12.0,6.0,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Smith,2006,11.0,69.0,6.4,19.0,0.0,18.0,103.0,6.1,32.0,0.0,1.0,0.0
Brad Smith,2007,32.0,325.0,10.4,29.0,2.0,12.0,45.0,3.9,11.0,0.0,1.0,0.0
Brad Smith,2008,14.0,101.0,8.0,20.0,0.0,13.0,125.0,8.1,36.0,0.0,2.0,1.0
Brad Smith,2009,10.0,71.0,7.1,19.0,0.0,20.0,211.0,10.9,57.0,1.0,0.0,0.0
Brad Smith,2010,9.0,83.0,10.2,23.0,1.0,40.0,310.0,6.6,53.0,1.0,1.0,1.0
Brad Smith,2011,23.0,240.0,9.9,36.0,1.0,31.0,146.0,4.7,20.0,1.0,0.0,0.0
Brad Smith,2012,16.0,167.0,9.9,35.0,2.0,18.0,143.0,8.7,35.0,1.0,3.0,1.0
Brad Smith,2013,5.0,39.0,8.4,14.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0
Brad Smith,2014,2.0,15.0,7.5,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad St Louis,2000,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad St Louis,2001,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad St Louis,2002,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad St Louis,2003,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad St Louis,2004,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bradley Marquez,2015,21.0,162.0,8.3,21.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Bradley Marquez,2016,6.0,66.0,10.2,30.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Bradley Marquez,2017,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bradley Marquez,2018,1.0,3.0,3.0,3.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bradley Sowell,2019,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brady McDonnell,2002,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Braedon Bowman,2016,3.0,32.0,9.0,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Braedon Bowman,2017,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bralon Addison,2016,4.0,33.0,8.8,11.0,0.0,1.0,4.0,4.0,4.0,0.0,2.0,1.0
Brandin Cooks,2014,62.0,651.0,11.0,50.0,4.0,7.0,73.0,10.0,28.0,1.0,1.0,0.0
