PLAYER,SEASON,PUNTS,YDS,NETYDS,LNG,AVG,NETAVG,BLK,OOB,DN,IN20,TB,FC,RET,RETY,TD
Bobby Walden,1968,68.0,2745.0,2348.0,57.0,40.2,35.7,0.0,9.0,9.0,0.0,5.0,13.0,32.0,297.0,2.0
Bobby Walden,1969,77.0,3254.0,2758.0,61.0,42.3,36.2,0.0,4.0,12.0,0.0,5.0,15.0,41.0,396.0,1.0
Bobby Walden,1970,75.0,3393.0,2989.0,66.0,44.8,39.7,0.0,4.0,4.0,0.0,5.0,11.0,51.0,304.0,0.0
Bobby Walden,1971,79.0,3455.0,2976.0,57.0,44.0,37.8,0.0,3.0,7.0,0.0,8.0,16.0,45.0,319.0,0.0
Bobby Walden,1972,77.0,3340.0,2894.0,72.0,44.3,38.3,2.0,1.0,10.0,2.0,12.0,12.0,38.0,206.0,0.0
Bobby Walden,1973,68.0,2756.0,2357.0,57.0,40.5,34.9,1.0,7.0,8.0,1.0,4.0,8.0,39.0,319.0,0.0
Bobby Walden,1974,92.0,3563.0,2827.0,65.0,39.0,31.0,1.0,9.0,9.0,4.0,15.0,5.0,53.0,436.0,0.0
Bobby Walden,1975,82.0,3189.0,2775.0,67.0,39.9,34.8,1.0,12.0,11.0,3.0,9.0,7.0,41.0,234.0,0.0
Bobby Walden,1976,84.0,3276.0,2760.0,58.0,38.5,32.2,0.0,17.0,9.0,22.0,14.0,5.0,39.0,236.0,0.0
Bobby Walden,1977,68.0,2482.0,2002.0,65.0,36.8,30.6,1.0,13.0,5.0,13.0,5.0,11.0,33.0,380.0,1.0
Brad Costello,1998,11.0,495.0,360.0,73.0,49.3,36.3,1.0,1.0,1.0,0.0,3.0,0.0,5.0,75.0,0.0
Brad Costello,1999,22.0,744.0,632.0,44.0,33.9,29.6,0.0,2.0,7.0,1.0,1.0,3.0,9.0,92.0,0.0
Brad Maynard,1997,118.0,4756.0,4055.0,57.0,40.2,34.1,1.0,19.0,13.0,33.0,15.0,28.0,42.0,401.0,0.0
Brad Maynard,1998,101.0,4566.0,3819.0,63.0,45.3,38.2,0.0,19.0,10.0,33.0,8.0,11.0,53.0,587.0,1.0
Brad Maynard,1999,89.0,3651.0,3126.0,63.0,40.6,34.8,0.0,23.0,6.0,31.0,6.0,16.0,38.0,405.0,1.0
Brad Maynard,2000,99.0,3884.0,3295.0,64.0,39.0,33.0,2.0,17.0,16.0,30.0,10.0,22.0,32.0,389.0,0.0
Brad Maynard,2001,92.0,3900.0,3386.0,60.0,42.4,36.4,0.0,7.0,16.0,37.0,8.0,14.0,47.0,354.0,0.0
Brad Maynard,2002,87.0,3679.0,3253.0,75.0,42.2,37.0,0.0,10.0,10.0,26.0,2.0,19.0,46.0,386.0,0.0
Brad Maynard,2003,81.0,3258.0,2801.0,53.0,41.4,35.8,2.0,6.0,15.0,23.0,9.0,13.0,36.0,277.0,0.0
Brad Maynard,2004,108.0,4638.0,4175.0,58.0,43.4,38.2,0.0,13.0,14.0,34.0,5.0,21.0,55.0,363.0,0.0
Brad Maynard,2005,104.0,4183.0,3671.0,63.0,40.7,35.6,1.0,14.0,25.0,24.0,11.0,13.0,40.0,292.0,1.0
Brad Maynard,2006,95.0,4204.0,3578.0,66.0,44.2,37.5,0.0,13.0,10.0,29.0,10.0,14.0,48.0,426.0,0.0
Brad Maynard,2007,88.0,3682.0,3288.0,56.0,41.8,37.4,0.0,12.0,12.0,27.0,9.0,17.0,38.0,214.0,0.0
Brad Maynard,2008,108.0,4476.0,4051.0,67.0,41.4,37.2,0.0,20.0,12.0,43.0,8.0,27.0,41.0,265.0,0.0
Brad Maynard,2009,84.0,3486.0,3144.0,66.0,41.5,37.5,0.0,18.0,11.0,29.0,3.0,15.0,37.0,282.0,0.0
Brad Maynard,2010,119.0,4617.0,4141.0,56.0,40.2,36.2,3.0,20.0,22.0,32.0,6.0,14.0,54.0,356.0,1.0
Brad Maynard,2011,92.0,3705.0,3352.0,63.0,40.3,36.4,0.0,13.0,20.0,38.0,1.0,26.0,32.0,333.0,1.0
Brad Nortman,2012,89.0,3833.0,3286.0,63.0,42.7,36.6,1.0,5.0,9.0,23.0,9.0,22.0,43.0,367.0,1.0
Brad Nortman,2013,88.0,4214.0,3644.0,72.0,47.1,40.9,0.0,6.0,11.0,29.0,8.0,17.0,46.0,410.0,0.0
Brad Nortman,2014,98.0,4344.0,3634.0,74.0,44.8,37.8,2.0,7.0,14.0,36.0,8.0,28.0,39.0,550.0,1.0
Brad Nortman,2015,101.0,4469.0,3891.0,65.0,44.1,38.6,1.0,6.0,7.0,28.0,7.0,32.0,48.0,438.0,1.0
Brad Nortman,2016,86.0,4042.0,3409.0,78.0,47.6,39.8,0.0,5.0,16.0,30.0,9.0,21.0,35.0,453.0,1.0
Brad Nortman,2017,123.0,5348.0,4815.0,65.0,44.0,39.8,1.0,18.0,12.0,44.0,11.0,35.0,46.0,313.0,0.0
Brad Robbins,2023,84.0,3740.0,3407.0,65.0,44.5,41.0,0.0,9.0,8.0,23.0,6.0,29.0,32.0,213.0,0.0
Brad Wing,2014,90.0,3829.0,3447.0,74.0,42.5,38.4,0.0,5.0,14.0,29.0,5.0,28.0,38.0,282.0,0.0
Brad Wing,2015,88.0,3966.0,3407.0,64.0,46.2,39.3,0.0,3.0,19.0,37.0,7.0,23.0,36.0,419.0,0.0
Brad Wing,2016,134.0,6122.0,5309.0,65.0,46.6,40.1,1.0,16.0,25.0,39.0,9.0,21.0,62.0,633.0,0.0
Brad Wing,2017,112.0,4906.0,4178.0,69.0,44.7,37.9,2.0,9.0,16.0,22.0,10.0,20.0,55.0,528.0,1.0
Brad Wing,2023,11.0,495.0,428.0,52.0,45.2,39.0,0.0,1.0,0.0,3.0,2.0,4.0,4.0,27.0,0.0
Braden Mann,2020,82.0,3598.0,3052.0,60.0,43.8,37.2,0.0,9.0,10.0,19.0,5.0,20.0,38.0,446.0,0.0
Braden Mann,2021,54.0,2444.0,2200.0,63.0,46.3,41.4,1.0,10.0,12.0,21.0,1.0,8.0,22.0,224.0,0.0
Braden Mann,2022,96.0,4497.0,3914.0,72.0,46.9,41.5,0.0,16.0,12.0,32.0,10.0,20.0,38.0,383.0,2.0
Braden Mann,2023,57.0,2799.0,2506.0,63.0,48.6,43.3,0.0,3.0,13.0,20.0,1.0,8.0,32.0,273.0,0.0
Bradley Pinion,2015,118.0,5151.0,4648.0,62.0,43.6,39.1,0.0,16.0,13.0,36.0,5.0,27.0,57.0,403.0,0.0
Bradley Pinion,2016,121.0,5303.0,4832.0,65.0,43.9,40.3,0.0,6.0,15.0,32.0,5.0,44.0,51.0,371.0,0.0
Bradley Pinion,2017,93.0,4014.0,3776.0,59.0,43.6,40.2,1.0,10.0,12.0,39.0,1.0,26.0,43.0,218.0,1.0
Bradley Pinion,2018,78.0,3345.0,3041.0,64.0,43.6,39.6,1.0,8.0,4.0,26.0,5.0,31.0,29.0,204.0,0.0
Bradley Pinion,2019,80.0,3466.0,3030.0,63.0,42.5,36.9,0.0,3.0,9.0,22.0,4.0,20.0,44.0,356.0,0.0
Bradley Pinion,2020,68.0,3026.0,2689.0,62.0,44.6,39.7,0.0,11.0,8.0,26.0,2.0,20.0,27.0,297.0,1.0
Bradley Pinion,2021,83.0,3661.0,3273.0,65.0,44.0,39.6,0.0,10.0,11.0,31.0,4.0,23.0,35.0,308.0,0.0
Bradley Pinion,2022,71.0,3267.0,2945.0,73.0,46.6,42.0,0.0,6.0,7.0,25.0,2.0,26.0,30.0,282.0,0.0
Bradley Pinion,2023,89.0,4178.0,3656.0,66.0,46.5,40.5,0.0,13.0,5.0,30.0,4.0,26.0,41.0,442.0,0.0
Brandon Fields,2007,77.0,3327.0,2820.0,61.0,42.9,36.2,0.0,11.0,14.0,10.0,6.0,7.0,39.0,387.0,0.0
Brandon Fields,2008,98.0,4308.0,3501.0,71.0,43.9,35.9,0.0,10.0,9.0,34.0,9.0,19.0,51.0,627.0,2.0
Brandon Fields,2009,96.0,4352.0,3688.0,66.0,45.6,38.7,0.0,6.0,10.0,33.0,6.0,18.0,56.0,544.0,1.0
Brandon Fields,2010,98.0,4397.0,3647.0,69.0,45.6,37.9,4.0,2.0,10.0,34.0,4.0,17.0,61.0,670.0,1.0
Brandon Fields,2011,97.0,4791.0,3990.0,70.0,49.1,40.3,0.0,5.0,12.0,40.0,8.0,14.0,58.0,641.0,0.0
Brandon Fields,2012,98.0,4872.0,4051.0,67.0,50.1,41.6,0.0,6.0,7.0,35.0,11.0,15.0,59.0,601.0,1.0
Brandon Fields,2013,114.0,5689.0,4868.0,74.0,49.7,42.6,0.0,18.0,9.0,40.0,12.0,14.0,61.0,581.0,0.0
Brandon Fields,2014,81.0,3718.0,3180.0,60.0,45.7,39.1,1.0,6.0,6.0,28.0,4.0,13.0,51.0,458.0,0.0
Brandon Fields,2015,19.0,835.0,721.0,58.0,44.9,38.6,0.0,4.0,4.0,10.0,2.0,1.0,8.0,74.0,0.0
Brent Bartholomew,1999,7.0,308.0,228.0,51.0,44.1,31.8,0.0,0.0,0.0,1.0,1.0,2.0,4.0,60.0,0.0
Brent Bartholomew,2000,44.0,1607.0,1417.0,52.0,36.0,31.9,0.0,1.0,8.0,12.0,3.0,17.0,15.0,130.0,0.0
Brett Hartmann,2011,65.0,2872.0,2443.0,69.0,44.2,37.2,0.0,5.0,7.0,17.0,7.0,15.0,31.0,289.0,0.0
Brett Kern,2008,55.0,2527.0,2051.0,64.0,46.3,36.2,1.0,5.0,5.0,15.0,5.0,7.0,32.0,376.0,1.0
Brett Kern,2009,148.0,6832.0,5754.0,67.0,45.1,38.1,0.0,12.0,22.0,60.0,26.0,26.0,62.0,558.0,2.0
Brett Kern,2010,100.0,4304.0,3936.0,68.0,43.7,40.4,2.0,10.0,15.0,29.0,5.0,20.0,48.0,268.0,0.0
Brett Kern,2011,100.0,4382.0,3939.0,65.0,43.5,39.2,0.0,10.0,14.0,37.0,8.0,25.0,42.0,283.0,0.0
Brett Kern,2012,102.0,4654.0,4090.0,71.0,46.5,41.4,2.0,16.0,9.0,38.0,7.0,19.0,49.0,424.0,0.0
Brett Kern,2013,92.0,3940.0,3629.0,63.0,43.0,39.3,1.0,9.0,10.0,36.0,2.0,28.0,42.0,271.0,0.0
Brett Kern,2014,103.0,4670.0,4146.0,79.0,44.7,39.6,1.0,10.0,7.0,34.0,8.0,28.0,49.0,364.0,0.0
Brett Kern,2015,105.0,4946.0,4126.0,62.0,47.2,38.7,1.0,11.0,7.0,40.0,5.0,25.0,56.0,720.0,1.0
Brett Kern,2016,93.0,4097.0,3588.0,71.0,43.9,38.5,0.0,6.0,9.0,36.0,7.0,30.0,41.0,369.0,2.0
Brett Kern,2017,110.0,5332.0,4726.0,74.0,48.4,43.5,1.0,24.0,5.0,43.0,6.0,16.0,58.0,486.0,1.0
Brett Kern,2018,89.0,4124.0,3738.0,62.0,47.4,43.6,1.0,17.0,7.0,44.0,4.0,22.0,38.0,306.0,0.0
Brett Kern,2019,105.0,5012.0,4523.0,70.0,48.3,43.7,0.0,25.0,14.0,47.0,7.0,21.0,38.0,349.0,0.0
Brett Kern,2020,42.0,1923.0,1763.0,66.0,45.8,42.5,0.0,7.0,5.0,26.0,3.0,14.0,13.0,100.0,0.0
Brett Kern,2021,64.0,2891.0,2607.0,59.0,45.2,40.6,0.0,15.0,8.0,25.0,2.0,15.0,24.0,244.0,0.0
Brett Kern,2022,22.0,965.0,862.0,58.0,43.6,39.0,0.0,4.0,2.0,8.0,1.0,5.0,10.0,83.0,0.0
Brian Hansen,1984,70.0,3020.0,2330.0,66.0,43.6,33.8,1.0,10.0,0.0,9.0,7.0,5.0,47.0,550.0,1.0
Brian Hansen,1985,89.0,3763.0,3246.0,58.0,42.0,36.8,0.0,13.0,8.0,14.0,6.0,17.0,45.0,397.0,0.0
Brian Hansen,1986,82.0,3456.0,3002.0,66.0,42.8,37.4,1.0,7.0,15.0,17.0,11.0,11.0,37.0,234.0,0.0
Brian Hansen,1987,58.0,2369.0,1971.0,60.0,41.4,35.0,0.0,5.0,10.0,19.0,6.0,8.0,29.0,278.0,1.0
Brian Hansen,1988,73.0,2913.0,2505.0,64.0,39.6,34.5,1.0,2.0,7.0,19.0,8.0,16.0,39.0,248.0,0.0
Brian Hansen,1990,92.0,3752.0,3089.0,69.0,42.2,35.0,2.0,9.0,10.0,18.0,8.0,13.0,50.0,503.0,0.0
Brian Hansen,1991,80.0,3397.0,2889.0,65.0,42.3,35.9,0.0,4.0,15.0,20.0,6.0,15.0,40.0,388.0,0.0
Brian Hansen,1992,75.0,3083.0,2709.0,73.0,41.6,36.5,1.0,3.0,14.0,28.0,7.0,23.0,27.0,234.0,0.0
Brian Hansen,1993,84.0,3632.0,2994.0,72.0,43.6,36.2,2.0,5.0,4.0,15.0,10.0,14.0,49.0,438.0,0.0
Brian Hansen,1994,84.0,3534.0,3034.0,64.0,42.1,36.5,0.0,9.0,12.0,25.0,12.0,13.0,38.0,260.0,0.0
Brian Hansen,1995,100.0,4090.0,3187.0,67.0,40.7,31.8,1.0,6.0,11.0,23.0,10.0,13.0,59.0,703.0,0.0
Brian Hansen,1996,74.0,3293.0,2704.0,69.0,44.6,36.7,0.0,5.0,7.0,13.0,8.0,14.0,40.0,429.0,0.0
Brian Hansen,1997,72.0,3068.0,2539.0,58.0,42.8,35.5,1.0,1.0,8.0,21.0,5.0,12.0,45.0,429.0,0.0
Brian Hansen,1998,31.0,1233.0,1015.0,62.0,40.6,33.9,0.0,6.0,0.0,6.0,2.0,8.0,15.0,178.0,1.0
Brian Hansen,1999,9.0,362.0,222.0,49.0,41.2,24.7,0.0,1.0,1.0,1.0,1.0,1.0,5.0,120.0,1.0
Brian Moorman,2001,80.0,3262.0,2704.0,66.0,41.1,34.5,0.0,12.0,12.0,16.0,7.0,9.0,40.0,418.0,0.0
Brian Moorman,2002,67.0,2844.0,2410.0,84.0,43.6,35.4,1.0,8.0,9.0,18.0,7.0,13.0,29.0,294.0,0.0
Brian Moorman,2003,85.0,3788.0,3151.0,71.0,44.8,37.1,0.0,14.0,8.0,20.0,3.0,8.0,52.0,577.0,0.0
Brian Moorman,2004,77.0,3325.0,2830.0,80.0,42.6,36.8,0.0,12.0,13.0,17.0,9.0,6.0,37.0,315.0,0.0
Brian Moorman,2005,71.0,3242.0,2777.0,68.0,46.0,40.1,0.0,4.0,6.0,22.0,9.0,10.0,42.0,285.0,0.0
Brian Moorman,2006,92.0,4012.0,3607.0,66.0,43.9,39.5,0.0,19.0,10.0,33.0,7.0,20.0,36.0,265.0,0.0
Brian Moorman,2007,81.0,3302.0,3046.0,75.0,40.3,37.4,0.0,13.0,12.0,30.0,3.0,16.0,37.0,196.0,0.0
Brian Moorman,2008,68.0,2962.0,2628.0,63.0,43.3,38.5,0.0,12.0,15.0,25.0,6.0,12.0,23.0,214.0,0.0
Brian Moorman,2009,107.0,4944.0,4278.0,73.0,46.3,40.2,0.0,10.0,10.0,32.0,10.0,17.0,60.0,466.0,0.0
Brian Moorman,2010,103.0,4479.0,3757.0,64.0,42.4,36.0,0.0,15.0,8.0,25.0,8.0,21.0,51.0,562.0,1.0
Brian Moorman,2011,90.0,4307.0,3443.0,66.0,48.0,38.5,1.0,4.0,8.0,25.0,12.0,10.0,55.0,624.0,0.0
Brian Moorman,2012,170.0,7540.0,6450.0,66.0,44.5,36.1,0.0,38.0,24.0,64.0,8.0,26.0,74.0,930.0,4.0
Brian Moorman,2013,73.0,2995.0,2673.0,62.0,41.0,37.5,0.0,13.0,5.0,21.0,5.0,20.0,30.0,222.0,0.0
Britton Colquitt,2009,4.0,142.0,138.0,47.0,39.4,38.6,0.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,0.0
Britton Colquitt,2010,100.0,4548.0,3704.0,63.0,46.4,37.6,0.0,7.0,6.0,23.0,7.0,19.0,61.0,704.0,0.0
Britton Colquitt,2011,133.0,6271.0,5395.0,66.0,47.7,41.3,0.0,3.0,15.0,39.0,10.0,37.0,68.0,676.0,1.0
Britton Colquitt,2012,93.0,4333.0,3897.0,69.0,46.4,41.6,0.0,3.0,12.0,36.0,6.0,25.0,47.0,316.0,0.0
Britton Colquitt,2013,92.0,4008.0,3411.0,64.0,43.4,36.9,1.0,1.0,11.0,31.0,7.0,32.0,40.0,457.0,0.0
Britton Colquitt,2014,86.0,3783.0,3319.0,65.0,43.9,37.8,0.0,11.0,9.0,34.0,4.0,23.0,39.0,384.0,1.0
Britton Colquitt,2015,123.0,5453.0,4972.0,62.0,44.4,40.6,0.0,17.0,19.0,36.0,5.0,24.0,58.0,381.0,0.0
Britton Colquitt,2016,89.0,3999.0,3583.0,65.0,45.1,40.1,0.0,5.0,11.0,27.0,2.0,24.0,47.0,376.0,0.0
Britton Colquitt,2017,104.0,4848.0,4253.0,67.0,47.2,41.1,1.0,8.0,19.0,32.0,3.0,19.0,54.0,535.0,0.0
Britton Colquitt,2018,100.0,4385.0,3798.0,79.0,44.2,39.0,2.0,7.0,14.0,37.0,8.0,27.0,42.0,427.0,0.0
Britton Colquitt,2019,79.0,3612.0,3359.0,61.0,46.7,43.4,0.0,7.0,10.0,31.0,1.0,29.0,32.0,233.0,0.0
Britton Colquitt,2020,56.0,2435.0,2054.0,59.0,44.8,38.3,2.0,1.0,6.0,11.0,3.0,11.0,33.0,321.0,0.0
Brooks Barnard,2003,20.0,730.0,650.0,49.0,36.5,32.5,0.0,4.0,2.0,8.0,2.0,2.0,10.0,40.0,0.0
Bruce Barnes,1973,55.0,2134.0,1994.0,53.0,38.3,35.4,0.0,4.0,3.0,0.0,0.0,20.0,28.0,140.0,0.0
Bruce Barnes,1974,45.0,1604.0,1336.0,50.0,35.9,29.6,0.0,9.0,0.0,0.0,4.0,5.0,27.0,188.0,0.0
Bryan Anger,2012,113.0,5367.0,4583.0,73.0,48.2,40.9,1.0,6.0,12.0,37.0,10.0,32.0,52.0,584.0,2.0
Bryan Anger,2013,106.0,4815.0,4265.0,61.0,45.4,40.7,0.0,8.0,12.0,36.0,10.0,26.0,50.0,350.0,0.0
Bryan Anger,2014,105.0,4874.0,4168.0,69.0,47.7,41.2,2.0,8.0,6.0,29.0,12.0,23.0,54.0,466.0,0.0
Bryan Anger,2015,89.0,4105.0,3524.0,63.0,46.4,39.8,0.0,3.0,7.0,30.0,4.0,23.0,52.0,501.0,0.0
Bryan Anger,2016,85.0,3937.0,3656.0,59.0,46.4,42.8,0.0,3.0,10.0,40.0,5.0,33.0,34.0,181.0,0.0
Bryan Anger,2017,84.0,3632.0,3335.0,62.0,44.4,40.2,1.0,5.0,10.0,35.0,5.0,29.0,34.0,197.0,0.0
Bryan Anger,2018,74.0,3245.0,2784.0,64.0,44.3,37.7,1.0,4.0,8.0,18.0,5.0,21.0,35.0,361.0,1.0
Bryan Anger,2019,63.0,2919.0,2744.0,71.0,45.3,42.4,0.0,2.0,10.0,30.0,2.0,23.0,26.0,135.0,0.0
Bryan Anger,2020,54.0,2505.0,2257.0,67.0,45.5,41.3,0.0,4.0,4.0,19.0,6.0,21.0,19.0,128.0,0.0
Bryan Anger,2021,83.0,4051.0,3710.0,63.0,48.8,43.6,0.0,5.0,8.0,30.0,4.0,32.0,34.0,261.0,0.0
Bryan Anger,2022,91.0,4378.0,3817.0,83.0,49.5,43.2,0.0,2.0,9.0,36.0,9.0,28.0,43.0,381.0,0.0
Bryan Anger,2023,56.0,2799.0,2421.0,63.0,50.3,43.9,1.0,2.0,3.0,23.0,3.0,17.0,30.0,318.0,0.0
Bryan Barker,1990,68.0,2619.0,2275.0,56.0,38.6,32.8,0.0,5.0,7.0,19.0,1.0,17.0,38.0,324.0,2.0
Bryan Barker,1991,66.0,2677.0,2312.0,57.0,40.8,35.7,0.0,3.0,5.0,12.0,6.0,19.0,33.0,245.0,0.0
Bryan Barker,1992,84.0,3605.0,3010.0,65.0,43.0,36.0,1.0,6.0,8.0,20.0,13.0,17.0,39.0,335.0,1.0
Bryan Barker,1993,94.0,3979.0,3287.0,59.0,43.1,35.6,1.0,7.0,4.0,21.0,12.0,18.0,52.0,452.0,0.0
Bryan Barker,1994,66.0,2696.0,2398.0,67.0,40.7,35.9,0.0,5.0,7.0,20.0,7.0,10.0,37.0,158.0,0.0
Bryan Barker,1995,82.0,3591.0,3168.0,63.0,44.2,39.6,0.0,10.0,11.0,19.0,5.0,11.0,45.0,323.0,0.0
Bryan Barker,1996,82.0,3570.0,2937.0,62.0,44.1,36.9,0.0,6.0,6.0,18.0,8.0,8.0,54.0,473.0,0.0
Bryan Barker,1997,70.0,3082.0,2667.0,64.0,44.1,38.6,0.0,9.0,16.0,28.0,8.0,7.0,30.0,255.0,0.0
Bryan Barker,1998,94.0,4204.0,3601.0,65.0,44.5,38.0,0.0,15.0,10.0,30.0,12.0,12.0,45.0,363.0,0.0
Bryan Barker,1999,86.0,3591.0,3108.0,83.0,41.7,36.3,0.0,17.0,8.0,34.0,7.0,12.0,42.0,343.0,0.0
Bryan Barker,2000,76.0,3194.0,2616.0,65.0,43.5,35.1,0.0,18.0,9.0,29.0,5.0,6.0,38.0,478.0,1.0
Bryan Barker,2001,90.0,3747.0,3133.0,59.0,42.4,35.9,0.0,12.0,9.0,27.0,9.0,16.0,44.0,434.0,1.0
Bryan Barker,2002,48.0,1924.0,1438.0,63.0,40.9,28.5,0.0,6.0,7.0,13.0,5.0,3.0,27.0,386.0,1.0
Bryan Barker,2003,84.0,3377.0,2884.0,69.0,40.5,35.0,0.0,8.0,15.0,24.0,5.0,16.0,40.0,393.0,0.0
Bryan Barker,2004,69.0,2768.0,2320.0,64.0,39.8,33.3,0.0,5.0,10.0,17.0,7.0,10.0,37.0,308.0,0.0
Bryan Barker,2005,50.0,2137.0,1780.0,63.0,42.7,34.7,0.0,8.0,1.0,13.0,4.0,6.0,31.0,277.0,0.0
Bryan Wagner,1987,37.0,1461.0,1186.0,71.0,40.1,33.3,1.0,8.0,7.0,9.0,4.0,5.0,12.0,195.0,1.0
Bryan Wagner,1988,88.0,3588.0,2914.0,70.0,40.2,33.7,0.0,11.0,12.0,20.0,10.0,10.0,45.0,474.0,0.0
Bryan Wagner,1989,108.0,4268.0,3670.0,60.0,40.0,34.3,0.0,14.0,20.0,33.0,7.0,13.0,54.0,458.0,0.0
Bryan Wagner,1990,78.0,2879.0,2414.0,65.0,38.4,32.1,4.0,7.0,11.0,13.0,2.0,13.0,41.0,425.0,0.0
Bryan Wagner,1991,14.0,548.0,408.0,54.0,39.1,30.2,0.0,1.0,0.0,0.0,0.0,2.0,11.0,140.0,1.0
Bryan Wagner,1992,30.0,1222.0,1049.0,52.0,40.7,35.0,0.0,3.0,3.0,10.0,5.0,3.0,16.0,73.0,0.0
Bryan Wagner,1993,81.0,3452.0,2926.0,60.0,43.0,36.2,0.0,5.0,14.0,20.0,7.0,14.0,41.0,386.0,0.0
Bryan Wagner,1994,76.0,3179.0,2735.0,59.0,41.6,35.9,0.0,6.0,9.0,22.0,3.0,15.0,43.0,384.0,0.0
Bryan Wagner,1995,37.0,1557.0,1309.0,57.0,42.2,35.3,0.0,2.0,6.0,13.0,4.0,5.0,20.0,168.0,0.0
Bryce Baringer,2023,109.0,5164.0,4502.0,79.0,48.6,42.6,0.0,15.0,9.0,44.0,10.0,27.0,48.0,462.0,0.0
Bucky Dilts,1977,103.0,4029.0,3476.0,63.0,39.4,34.2,0.0,7.0,16.0,22.0,6.0,12.0,62.0,433.0,0.0
Bucky Dilts,1978,102.0,3698.0,3324.0,73.0,36.0,32.3,0.0,6.0,15.0,24.0,6.0,23.0,52.0,254.0,0.0
Bucky Dilts,1979,101.0,3657.0,3261.0,53.0,36.5,32.6,2.0,8.0,19.0,21.0,5.0,24.0,43.0,296.0,1.0
Bucky Scribner,1983,70.0,2869.0,2345.0,70.0,42.0,33.1,1.0,5.0,6.0,11.0,7.0,8.0,43.0,384.0,1.0
Bucky Scribner,1984,85.0,3596.0,2988.0,61.0,41.2,34.9,0.0,12.0,10.0,18.0,12.0,5.0,46.0,368.0,0.0
Bucky Scribner,1987,38.0,1437.0,1311.0,54.0,37.8,34.6,0.0,4.0,10.0,8.0,1.0,5.0,18.0,106.0,0.0
Bucky Scribner,1988,100.0,3953.0,3261.0,55.0,40.7,32.8,2.0,16.0,11.0,24.0,10.0,15.0,46.0,492.0,0.0
Bucky Scribner,1989,77.0,2992.0,2526.0,55.0,40.9,34.2,1.0,16.0,9.0,16.0,8.0,9.0,34.0,306.0,0.0
Buzz Sawyer,1987,16.0,639.0,503.0,54.0,39.8,31.9,0.0,3.0,2.0,1.0,1.0,1.0,9.0,116.0,1.0
Cameron Johnston,2018,93.0,4489.0,4008.0,68.0,47.8,42.7,0.0,6.0,7.0,35.0,9.0,26.0,45.0,301.0,0.0
Cameron Johnston,2019,96.0,4459.0,4022.0,67.0,46.4,41.9,0.0,8.0,11.0,40.0,5.0,24.0,48.0,337.0,0.0
Cameron Johnston,2020,72.0,3318.0,2924.0,66.0,46.9,40.9,1.0,6.0,5.0,26.0,6.0,13.0,41.0,274.0,0.0
Cameron Johnston,2021,101.0,4740.0,4253.0,69.0,46.8,42.0,0.0,10.0,12.0,45.0,4.0,25.0,50.0,407.0,0.0
Cameron Johnston,2022,104.0,5054.0,4489.0,68.0,48.9,43.8,0.0,7.0,12.0,44.0,5.0,25.0,55.0,465.0,1.0
Cameron Johnston,2023,85.0,4019.0,3707.0,74.0,47.5,43.7,0.0,5.0,11.0,42.0,5.0,34.0,30.0,212.0,0.0
Cameron Nizialek,2021,25.0,1198.0,990.0,62.0,48.8,42.1,0.0,3.0,4.0,7.0,2.0,3.0,13.0,168.0,0.0
Carl Birdsong,1981,69.0,2883.0,2447.0,75.0,41.6,34.8,0.0,7.0,7.0,18.0,8.0,10.0,37.0,276.0,0.0
Carl Birdsong,1982,54.0,2365.0,1957.0,65.0,44.3,36.7,0.0,4.0,4.0,8.0,6.0,4.0,36.0,288.0,0.0
Carl Birdsong,1983,85.0,3529.0,3082.0,59.0,42.3,37.4,0.0,5.0,13.0,14.0,7.0,13.0,47.0,307.0,0.0
Carl Birdsong,1984,68.0,2594.0,2195.0,59.0,38.0,32.4,1.0,9.0,10.0,19.0,8.0,13.0,27.0,239.0,0.0
Carl Birdsong,1985,87.0,3545.0,2929.0,67.0,41.7,34.5,2.0,6.0,8.0,20.0,8.0,12.0,51.0,456.0,0.0
Case deBruijn,1982,5.0,174.0,83.0,56.0,34.8,16.6,0.0,3.0,0.0,1.0,0.0,0.0,2.0,91.0,1.0
Chad Stanley,1999,71.0,2737.0,2183.0,70.0,39.6,30.6,2.0,5.0,14.0,20.0,9.0,10.0,31.0,374.0,2.0
Chad Stanley,2000,70.0,2727.0,2255.0,56.0,39.8,33.2,1.0,4.0,6.0,15.0,7.0,20.0,32.0,332.0,0.0
Chad Stanley,2001,19.0,751.0,649.0,54.0,39.6,34.5,0.0,1.0,2.0,4.0,1.0,3.0,12.0,82.0,0.0
Chad Stanley,2002,116.0,4720.0,4272.0,62.0,41.8,37.6,2.0,1.0,15.0,36.0,6.0,34.0,58.0,328.0,0.0
Chad Stanley,2003,97.0,4028.0,3561.0,58.0,41.5,37.1,0.0,1.0,13.0,36.0,3.0,37.0,43.0,407.0,1.0
Chad Stanley,2004,73.0,3009.0,2604.0,57.0,41.2,35.8,0.0,4.0,8.0,19.0,7.0,24.0,30.0,265.0,0.0
Chad Stanley,2005,77.0,2990.0,2751.0,61.0,38.8,35.8,0.0,4.0,12.0,29.0,1.0,27.0,33.0,219.0,1.0
Chad Stanley,2006,76.0,3161.0,2786.0,62.0,41.3,35.9,0.0,0.0,11.0,15.0,5.0,24.0,36.0,275.0,1.0
