PLAYER,SEASON,PUNTS,YDS,NETYDS,LNG,AVG,NETAVG,BLK,OOB,DN,IN20,TB,FC,RET,RETY,TD
Dave Zastudil,2004,73.0,2948.0,2527.0,61.0,40.8,35.3,0.0,5.0,13.0,26.0,12.0,19.0,24.0,181.0,0.0
Dave Zastudil,2005,85.0,3653.0,3032.0,60.0,43.6,36.2,1.0,3.0,7.0,11.0,7.0,12.0,55.0,481.0,1.0
Dave Zastudil,2006,81.0,3563.0,3111.0,61.0,43.6,37.7,0.0,10.0,10.0,28.0,7.0,11.0,43.0,312.0,0.0
Dave Zastudil,2007,49.0,2046.0,1694.0,64.0,41.5,34.6,0.0,5.0,8.0,14.0,4.0,6.0,26.0,272.0,1.0
Dave Zastudil,2008,95.0,4251.0,3617.0,65.0,45.5,38.0,1.0,11.0,19.0,27.0,15.0,9.0,40.0,334.0,1.0
Dave Zastudil,2009,63.0,2783.0,2372.0,60.0,44.4,37.4,0.0,8.0,8.0,28.0,8.0,10.0,29.0,251.0,0.0
Dave Zastudil,2011,89.0,4024.0,3330.0,66.0,45.2,37.0,0.0,4.0,11.0,25.0,5.0,20.0,49.0,594.0,1.0
Dave Zastudil,2012,126.0,5971.0,5253.0,79.0,48.6,42.0,0.0,7.0,17.0,51.0,10.0,36.0,56.0,518.0,0.0
Dave Zastudil,2013,95.0,4336.0,3792.0,63.0,46.0,40.5,1.0,4.0,16.0,43.0,7.0,22.0,45.0,404.0,0.0
Dave Zastudil,2014,31.0,1367.0,1212.0,58.0,44.3,39.3,0.0,5.0,3.0,8.0,2.0,5.0,16.0,115.0,0.0
David Beverly,1974,79.0,3100.0,2560.0,69.0,39.1,32.4,0.0,7.0,4.0,0.0,2.0,10.0,56.0,500.0,0.0
David Beverly,1975,156.0,5882.0,5268.0,55.0,37.4,32.8,0.0,24.0,20.0,0.0,10.0,22.0,80.0,414.0,0.0
David Beverly,1976,84.0,3074.0,2706.0,60.0,36.6,32.2,1.0,10.0,10.0,17.0,5.0,10.0,48.0,268.0,0.0
David Beverly,1977,86.0,3391.0,2900.0,59.0,39.6,34.4,1.0,11.0,8.0,16.0,9.0,4.0,53.0,311.0,0.0
David Beverly,1978,106.0,3759.0,3293.0,57.0,35.5,31.2,0.0,8.0,16.0,20.0,9.0,22.0,51.0,286.0,0.0
David Beverly,1979,69.0,2785.0,2400.0,65.0,40.5,35.0,0.0,5.0,10.0,11.0,4.0,7.0,43.0,305.0,0.0
David Beverly,1980,86.0,3294.0,2832.0,55.0,38.0,32.2,0.0,7.0,11.0,18.0,6.0,12.0,50.0,342.0,0.0
David Lee,1966,49.0,2233.0,2043.0,64.0,45.9,42.4,0.0,1.0,7.0,0.0,3.0,8.0,30.0,130.0,0.0
David Lee,1967,49.0,2075.0,1691.0,68.0,41.4,33.1,0.0,1.0,7.0,0.0,12.0,8.0,21.0,144.0,0.0
David Lee,1968,60.0,2344.0,2221.0,59.0,40.4,38.5,1.0,5.0,7.0,2.0,3.0,19.0,24.0,63.0,0.0
David Lee,1969,57.0,2580.0,2258.0,66.0,46.1,39.2,0.0,3.0,6.0,0.0,7.0,6.0,35.0,182.0,0.0
David Lee,1970,80.0,3487.0,2917.0,62.0,43.9,36.9,1.0,6.0,5.0,1.0,9.0,13.0,45.0,390.0,1.0
David Lee,1971,71.0,2901.0,2480.0,76.0,41.1,35.2,0.0,2.0,6.0,1.0,3.0,14.0,46.0,361.0,0.0
David Lee,1972,58.0,2400.0,2056.0,60.0,42.0,36.4,1.0,4.0,3.0,0.0,7.0,13.0,29.0,204.0,0.0
David Lee,1973,64.0,2402.0,2082.0,60.0,38.7,34.2,2.0,2.0,7.0,0.0,2.0,21.0,28.0,280.0,0.0
David Lee,1974,72.0,2634.0,2141.0,58.0,37.1,29.6,1.0,8.0,6.0,0.0,4.0,6.0,46.0,413.0,0.0
David Lee,1975,96.0,3763.0,2944.0,62.0,39.9,31.9,1.0,9.0,11.0,1.0,13.0,6.0,55.0,559.0,0.0
David Lee,1976,63.0,2504.0,2201.0,56.0,40.3,35.3,0.0,9.0,10.0,21.0,3.0,5.0,36.0,243.0,0.0
David Lee,1977,97.0,3580.0,2857.0,59.0,38.0,29.9,3.0,16.0,12.0,20.0,10.0,6.0,50.0,523.0,1.0
David Lee,1978,94.0,3513.0,2873.0,67.0,38.0,31.5,2.0,14.0,6.0,17.0,9.0,10.0,53.0,460.0,0.0
Dennis Partee,1970,66.0,2852.0,2514.0,62.0,44.3,39.7,1.0,4.0,9.0,0.0,4.0,17.0,30.0,258.0,1.0
Dennis Partee,1973,75.0,2958.0,2581.0,62.0,41.2,35.9,3.0,3.0,15.0,0.0,6.0,10.0,35.0,257.0,0.0
Dennis Partee,1975,80.0,2910.0,2457.0,56.0,35.6,29.9,1.0,8.0,9.0,0.0,4.0,9.0,48.0,373.0,0.0
Derrick Frost,2003,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Frost,2004,85.0,3404.0,3011.0,54.0,39.8,35.4,0.0,14.0,9.0,24.0,4.0,10.0,48.0,313.0,0.0
Derrick Frost,2005,90.0,3641.0,3302.0,55.0,40.7,36.8,0.0,4.0,18.0,26.0,7.0,19.0,42.0,199.0,0.0
Derrick Frost,2006,82.0,3471.0,3012.0,60.0,43.3,37.6,1.0,3.0,14.0,27.0,7.0,12.0,45.0,319.0,0.0
Derrick Frost,2007,83.0,3420.0,2994.0,64.0,41.2,36.2,0.0,5.0,17.0,25.0,7.0,16.0,38.0,286.0,0.0
Derrick Frost,2008,63.0,2704.0,2216.0,65.0,42.6,34.9,0.0,6.0,7.0,12.0,6.0,10.0,34.0,368.0,0.0
Dick Deschaine,1955,56.0,2420.0,2157.0,73.0,43.0,38.1,0.0,4.0,14.0,0.0,2.0,0.0,36.0,223.0,1.0
Dick Deschaine,1956,62.0,2649.0,2309.0,57.0,42.4,37.3,0.0,5.0,5.0,0.0,3.0,0.0,49.0,280.0,1.0
Dick Deschaine,1957,65.0,2645.0,2436.0,71.0,42.1,38.7,2.0,1.0,17.0,0.0,3.0,0.0,40.0,149.0,0.0
Dick Deschaine,1958,58.0,2373.0,2306.0,63.0,41.2,39.9,0.0,1.0,13.0,2.0,0.0,0.0,39.0,67.0,0.0
Dirk Johnson,2002,8.0,307.0,278.0,55.0,38.4,34.8,0.0,1.0,2.0,1.0,0.0,0.0,5.0,29.0,0.0
Dirk Johnson,2003,90.0,3656.0,3137.0,60.0,40.1,34.4,0.0,9.0,12.0,30.0,11.0,17.0,41.0,299.0,0.0
Dirk Johnson,2004,83.0,3473.0,3079.0,62.0,41.8,37.4,0.0,5.0,16.0,22.0,6.0,14.0,42.0,274.0,0.0
Dirk Johnson,2005,39.0,1615.0,1496.0,59.0,40.1,37.9,0.0,3.0,6.0,11.0,0.0,5.0,25.0,119.0,0.0
Dirk Johnson,2006,90.0,3829.0,3180.0,60.0,42.5,35.3,0.0,4.0,12.0,25.0,11.0,15.0,48.0,429.0,1.0
Dirk Johnson,2007,4.0,199.0,157.0,60.0,49.8,39.2,0.0,0.0,0.0,1.0,1.0,1.0,2.0,22.0,0.0
Dirk Johnson,2008,62.0,2673.0,2261.0,59.0,42.7,35.7,0.0,7.0,7.0,16.0,6.0,8.0,34.0,292.0,0.0
Dirk Johnson,2009,86.0,3514.0,3115.0,63.0,40.9,36.5,0.0,9.0,10.0,23.0,4.0,19.0,44.0,319.0,0.0
Dom Maggio,2021,4.0,188.0,155.0,51.0,47.0,38.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0
Don Bracken,1985,26.0,1052.0,866.0,54.0,38.5,33.6,0.0,2.0,2.0,1.0,2.0,4.0,16.0,146.0,0.0
Don Bracken,1986,57.0,2203.0,1868.0,63.0,40.4,34.3,2.0,4.0,8.0,6.0,5.0,5.0,33.0,235.0,0.0
Don Bracken,1987,73.0,2947.0,2493.0,65.0,40.5,34.0,1.0,9.0,7.0,13.0,5.0,6.0,45.0,354.0,0.0
Don Bracken,1988,86.0,3287.0,2733.0,62.0,38.2,31.8,1.0,9.0,11.0,20.0,12.0,14.0,39.0,314.0,0.0
Don Bracken,1989,66.0,2682.0,2046.0,63.0,40.4,32.1,0.0,3.0,11.0,17.0,11.0,11.0,30.0,416.0,0.0
Don Bracken,1990,65.0,2431.0,2125.0,59.0,39.1,34.2,1.0,3.0,12.0,17.0,2.0,13.0,34.0,266.0,0.0
Don Bracken,1992,76.0,3122.0,2520.0,59.0,41.2,33.4,0.0,1.0,12.0,20.0,4.0,11.0,48.0,522.0,1.0
Don Bracken,1993,17.0,651.0,565.0,51.0,38.7,33.3,0.0,1.0,4.0,3.0,0.0,4.0,8.0,86.0,0.0
Don Chandler,1956,62.0,2585.0,2136.0,63.0,41.6,33.9,0.0,1.0,16.0,1.0,6.0,0.0,33.0,329.0,0.0
Don Chandler,1957,60.0,2673.0,2308.0,61.0,44.2,36.7,0.0,4.0,9.0,0.0,2.0,0.0,45.0,325.0,1.0
Don Chandler,1958,78.0,3462.0,2965.0,67.0,45.0,38.0,0.0,5.0,7.0,4.0,5.0,0.0,61.0,397.0,0.0
Don Chandler,1959,61.0,2852.0,2132.0,62.0,46.8,34.6,0.0,4.0,7.0,1.0,8.0,1.0,41.0,560.0,4.0
Don Chandler,1960,31.0,1256.0,1212.0,58.0,42.1,40.8,0.0,0.0,17.0,0.0,0.0,0.0,12.0,44.0,0.0
Don Chandler,1961,75.0,3180.0,2789.0,66.0,44.0,39.1,2.0,8.0,11.0,1.0,7.0,12.0,33.0,251.0,0.0
Don Silvestri,1995,5.0,238.0,168.0,61.0,47.6,33.6,0.0,1.0,0.0,0.0,1.0,0.0,3.0,50.0,0.0
Donnie Gibbs,1974,3.0,99.0,85.0,35.0,33.0,28.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0
Donnie Jones,2004,27.0,988.0,869.0,51.0,40.9,36.7,1.0,1.0,8.0,6.0,2.0,4.0,11.0,79.0,0.0
Donnie Jones,2005,88.0,3827.0,3460.0,63.0,43.6,39.1,0.0,4.0,17.0,31.0,7.0,14.0,46.0,227.0,0.0
Donnie Jones,2006,86.0,3640.0,3073.0,64.0,42.4,36.1,1.0,5.0,11.0,28.0,10.0,10.0,49.0,367.0,0.0
Donnie Jones,2007,78.0,3684.0,3067.0,80.0,47.2,39.5,0.0,5.0,8.0,18.0,9.0,8.0,48.0,437.0,0.0
Donnie Jones,2008,103.0,5021.0,4056.0,68.0,49.2,39.2,0.0,6.0,10.0,27.0,8.0,9.0,70.0,805.0,0.0
Donnie Jones,2009,104.0,4837.0,4333.0,63.0,46.4,41.4,0.0,13.0,18.0,44.0,11.0,16.0,46.0,284.0,0.0
Donnie Jones,2010,118.0,5359.0,4725.0,64.0,45.6,40.3,0.0,7.0,22.0,39.0,5.0,24.0,60.0,534.0,1.0
Donnie Jones,2011,128.0,5600.0,4793.0,65.0,43.9,37.8,1.0,9.0,18.0,36.0,10.0,32.0,58.0,607.0,2.0
Donnie Jones,2012,114.0,5266.0,4569.0,66.0,45.7,39.6,0.0,12.0,17.0,39.0,7.0,18.0,60.0,557.0,1.0
Donnie Jones,2013,99.0,4456.0,4016.0,70.0,45.2,41.0,1.0,9.0,20.0,39.0,8.0,25.0,36.0,280.0,1.0
Donnie Jones,2014,87.0,3841.0,3423.0,68.0,44.6,39.8,0.0,5.0,13.0,38.0,8.0,27.0,34.0,258.0,1.0
Donnie Jones,2015,100.0,4579.0,4159.0,64.0,46.7,42.6,2.0,1.0,14.0,35.0,9.0,27.0,47.0,240.0,0.0
Donnie Jones,2016,90.0,4136.0,3599.0,72.0,45.9,40.6,1.0,7.0,14.0,24.0,12.0,18.0,38.0,297.0,1.0
Donnie Jones,2017,84.0,3717.0,3321.0,62.0,44.8,39.7,1.0,8.0,17.0,30.0,6.0,22.0,30.0,276.0,1.0
Donnie Jones,2018,58.0,2404.0,2144.0,59.0,41.7,37.0,0.0,8.0,6.0,16.0,4.0,14.0,26.0,180.0,0.0
Drew Butler,2012,106.0,4658.0,4023.0,79.0,44.2,38.6,1.0,10.0,15.0,32.0,9.0,25.0,46.0,455.0,1.0
Drew Butler,2014,96.0,3930.0,3499.0,67.0,43.3,37.7,2.0,7.0,10.0,36.0,6.0,40.0,31.0,311.0,0.0
Drew Butler,2015,78.0,3364.0,2860.0,58.0,44.0,38.1,1.0,4.0,8.0,26.0,8.0,27.0,30.0,344.0,0.0
Drew Butler,2016,44.0,1885.0,1629.0,62.0,42.7,37.3,0.0,2.0,3.0,15.0,1.0,11.0,27.0,236.0,0.0
Drew Kaser,2016,74.0,3516.0,3006.0,69.0,46.0,36.2,0.0,6.0,9.0,24.0,9.0,10.0,40.0,330.0,1.0
Drew Kaser,2017,85.0,4126.0,3469.0,69.0,47.6,38.8,0.0,4.0,9.0,30.0,10.0,7.0,55.0,457.0,1.0
Drew Kaser,2018,23.0,1061.0,867.0,66.0,49.1,38.5,1.0,3.0,4.0,10.0,1.0,3.0,11.0,174.0,1.0
Drew Kaser,2020,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drue Chrisman,2021,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drue Chrisman,2022,44.0,2105.0,1815.0,65.0,47.1,40.7,0.0,6.0,2.0,17.0,3.0,9.0,24.0,230.0,0.0
Duane Carrell,1974,40.0,1591.0,1256.0,59.0,39.9,31.6,0.0,6.0,3.0,0.0,5.0,7.0,19.0,235.0,1.0
Duane Carrell,1975,85.0,3280.0,2662.0,57.0,38.3,31.1,0.0,12.0,7.0,1.0,9.0,6.0,51.0,438.0,0.0
Duane Carrell,1976,81.0,3218.0,2640.0,72.0,39.8,32.6,0.0,7.0,8.0,13.0,6.0,5.0,55.0,458.0,1.0
Duane Carrell,1977,126.0,4628.0,3888.0,56.0,36.8,31.1,0.0,6.0,22.0,26.0,10.0,18.0,70.0,540.0,0.0
Durant Brooks,2008,39.0,1586.0,1283.0,60.0,40.3,31.2,0.0,2.0,6.0,14.0,2.0,10.0,19.0,263.0,2.0
Dustin Colquitt,2005,65.0,2564.0,2285.0,62.0,40.1,35.2,0.0,7.0,9.0,27.0,5.0,21.0,23.0,179.0,0.0
Dustin Colquitt,2006,77.0,3459.0,3077.0,72.0,44.7,40.2,0.0,6.0,10.0,24.0,5.0,21.0,35.0,282.0,0.0
Dustin Colquitt,2007,96.0,4322.0,3755.0,81.0,45.3,39.7,1.0,5.0,12.0,27.0,9.0,19.0,50.0,387.0,1.0
Dustin Colquitt,2008,91.0,4131.0,3573.0,73.0,44.3,38.5,0.0,4.0,22.0,31.0,12.0,14.0,39.0,318.0,1.0
Dustin Colquitt,2009,107.0,4807.0,4351.0,70.0,45.4,41.1,1.0,4.0,23.0,44.0,7.0,27.0,45.0,316.0,0.0
Dustin Colquitt,2010,111.0,4902.0,4214.0,73.0,45.1,38.7,1.0,10.0,9.0,41.0,13.0,27.0,51.0,428.0,0.0
Dustin Colquitt,2011,115.0,5205.0,4591.0,68.0,45.2,40.3,0.0,5.0,22.0,39.0,5.0,31.0,52.0,514.0,1.0
Dustin Colquitt,2012,98.0,4588.0,4020.0,71.0,46.4,41.4,0.0,8.0,20.0,53.0,9.0,27.0,34.0,388.0,2.0
Dustin Colquitt,2013,113.0,5113.0,4528.0,65.0,45.9,40.7,2.0,4.0,19.0,45.0,15.0,30.0,43.0,285.0,0.0
Dustin Colquitt,2014,89.0,4009.0,3608.0,71.0,45.4,41.3,0.0,6.0,15.0,39.0,5.0,24.0,39.0,301.0,0.0
Dustin Colquitt,2015,94.0,4189.0,3857.0,66.0,44.8,41.5,0.0,10.0,16.0,47.0,6.0,31.0,31.0,212.0,0.0
Dustin Colquitt,2016,99.0,4517.0,4048.0,70.0,45.5,40.8,1.0,6.0,8.0,46.0,10.0,30.0,44.0,269.0,0.0
Dustin Colquitt,2017,89.0,4114.0,3702.0,77.0,46.0,41.4,0.0,8.0,11.0,34.0,8.0,27.0,35.0,252.0,0.0
Dustin Colquitt,2018,67.0,2909.0,2660.0,67.0,43.7,40.5,1.0,5.0,12.0,28.0,5.0,19.0,25.0,149.0,0.0
Dustin Colquitt,2019,68.0,2931.0,2680.0,68.0,44.6,40.0,2.0,1.0,14.0,28.0,5.0,16.0,30.0,151.0,0.0
Dustin Colquitt,2020,26.0,1133.0,990.0,59.0,43.4,38.3,0.0,0.0,2.0,8.0,2.0,8.0,14.0,103.0,0.0
Dustin Colquitt,2021,49.0,2134.0,1877.0,66.0,43.2,38.0,1.0,9.0,5.0,13.0,3.0,10.0,21.0,197.0,0.0
Eddie Hare,1979,84.0,3038.0,2501.0,58.0,36.0,28.6,1.0,13.0,14.0,20.0,11.0,17.0,28.0,317.0,1.0
Eddie Howard,1998,9.0,324.0,295.0,45.0,35.9,33.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,9.0,0.0
Eddie Johnson,2003,57.0,2191.0,1858.0,55.0,38.3,32.8,1.0,4.0,6.0,12.0,5.0,16.0,25.0,233.0,0.0
Ethan Evans,2023,85.0,4211.0,3272.0,72.0,48.2,38.0,1.0,9.0,6.0,28.0,12.0,15.0,42.0,699.0,3.0
Evan Arapostathis,1986,30.0,1140.0,974.0,50.0,37.2,32.3,0.0,6.0,2.0,5.0,0.0,2.0,20.0,166.0,0.0
Filip Filipovic,2002,66.0,2640.0,2082.0,60.0,40.5,31.8,1.0,5.0,10.0,14.0,6.0,12.0,32.0,438.0,0.0
Frank Lambert,1965,79.0,3518.0,2941.0,69.0,45.6,38.4,1.0,4.0,9.0,0.0,7.0,13.0,44.0,437.0,2.0
Frank Lambert,1966,78.0,3284.0,2982.0,63.0,41.9,38.4,0.0,4.0,16.0,0.0,3.0,13.0,42.0,242.0,0.0
Gabe Lindstrom,2001,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Roberts,1978,86.0,3506.0,3012.0,59.0,40.7,35.1,0.0,10.0,12.0,24.0,9.0,10.0,45.0,314.0,0.0
George Roberts,1979,74.0,2917.0,2535.0,68.0,40.6,34.6,1.0,6.0,10.0,13.0,11.0,17.0,29.0,162.0,0.0
George Roberts,1980,79.0,3279.0,2780.0,71.0,42.3,36.3,2.0,7.0,11.0,18.0,8.0,9.0,42.0,339.0,0.0
George Roberts,1981,69.0,2760.0,2380.0,61.0,40.4,34.1,1.0,16.0,3.0,16.0,10.0,7.0,32.0,180.0,0.0
George Roberts,1982,22.0,903.0,660.0,54.0,41.3,30.2,0.0,2.0,2.0,3.0,3.0,1.0,14.0,183.0,0.0
George Winslow,1987,18.0,616.0,565.0,45.0,36.0,29.2,0.0,2.0,3.0,5.0,2.0,5.0,6.0,11.0,0.0
George Winslow,1989,16.0,595.0,505.0,50.0,38.3,32.7,0.0,0.0,3.0,4.0,1.0,5.0,7.0,70.0,0.0
Glen Walker,1977,78.0,2756.0,2450.0,56.0,35.1,31.4,0.0,11.0,12.0,12.0,8.0,16.0,31.0,146.0,0.0
Glen Walker,1978,94.0,3388.0,3026.0,61.0,37.9,34.5,3.0,11.0,11.0,28.0,5.0,20.0,44.0,262.0,1.0
Glenn Pakulak,2008,39.0,1819.0,1540.0,71.0,47.0,39.4,0.0,2.0,6.0,6.0,2.0,1.0,28.0,239.0,0.0
Glenn Pakulak,2009,16.0,616.0,539.0,57.0,39.3,35.2,0.0,1.0,3.0,4.0,1.0,2.0,9.0,57.0,0.0
Greg Cater,1980,80.0,3095.0,2502.0,61.0,38.5,31.6,1.0,2.0,15.0,12.0,18.0,7.0,37.0,233.0,0.0
Greg Cater,1981,87.0,3476.0,2958.0,71.0,40.4,34.2,0.0,10.0,11.0,16.0,12.0,16.0,38.0,278.0,0.0
Greg Cater,1982,35.0,1328.0,1278.0,61.0,38.6,37.2,0.0,6.0,5.0,13.0,1.0,13.0,10.0,30.0,0.0
Greg Cater,1983,89.0,3533.0,2990.0,60.0,39.6,33.9,0.0,9.0,9.0,24.0,7.0,22.0,42.0,403.0,0.0
Greg Cater,1986,62.0,2271.0,2061.0,52.0,37.5,34.3,1.0,6.0,9.0,16.0,4.0,18.0,24.0,130.0,0.0
Greg Cater,1987,40.0,1470.0,1226.0,68.0,38.9,31.5,1.0,11.0,2.0,10.0,2.0,7.0,17.0,204.0,1.0
Greg Coleman,1977,61.0,2389.0,1791.0,58.0,38.9,27.5,0.0,18.0,9.0,23.0,2.0,1.0,31.0,558.0,3.0
Greg Coleman,1978,58.0,2209.0,1726.0,61.0,39.0,31.4,1.0,7.0,6.0,13.0,4.0,3.0,37.0,403.0,0.0
Greg Coleman,1979,91.0,3551.0,3017.0,70.0,40.0,33.6,1.0,11.0,12.0,23.0,9.0,10.0,48.0,354.0,0.0
Greg Coleman,1980,86.0,3339.0,2899.0,65.0,39.2,34.1,0.0,14.0,7.0,20.0,8.0,12.0,45.0,280.0,0.0
Greg Coleman,1981,88.0,3646.0,3027.0,73.0,41.5,33.9,0.0,14.0,8.0,17.0,11.0,9.0,46.0,399.0,1.0
Greg Coleman,1982,67.0,2701.0,2376.0,67.0,41.2,36.0,1.0,10.0,10.0,9.0,7.0,7.0,32.0,185.0,0.0
Greg Coleman,1983,91.0,3780.0,3323.0,65.0,41.6,36.5,0.0,25.0,8.0,28.0,8.0,10.0,40.0,297.0,0.0
Greg Coleman,1984,82.0,3473.0,2998.0,62.0,42.6,36.8,0.0,13.0,10.0,16.0,2.0,8.0,49.0,435.0,0.0
Greg Coleman,1985,67.0,2867.0,2459.0,62.0,42.2,35.9,0.0,13.0,11.0,12.0,4.0,3.0,36.0,328.0,0.0
Greg Coleman,1986,67.0,2774.0,2341.0,69.0,42.1,35.8,0.0,5.0,11.0,15.0,4.0,8.0,39.0,353.0,0.0
Greg Coleman,1987,46.0,1786.0,1403.0,54.0,38.5,29.6,1.0,2.0,7.0,5.0,3.0,3.0,30.0,323.0,0.0
Greg Coleman,1988,39.0,1505.0,1140.0,53.0,38.8,29.4,0.0,0.0,8.0,8.0,3.0,4.0,24.0,305.0,1.0
Greg Gantt,1974,75.0,2689.0,2117.0,59.0,33.8,27.2,0.0,21.0,6.0,0.0,11.0,10.0,27.0,352.0,0.0
Greg Gantt,1975,62.0,2156.0,1808.0,71.0,36.9,31.7,3.0,4.0,11.0,0.0,7.0,12.0,22.0,208.0,1.0
Greg Horne,1987,43.0,1730.0,1353.0,57.0,40.1,31.3,0.0,6.0,4.0,6.0,7.0,1.0,25.0,237.0,0.0
Greg Horne,1988,80.0,3228.0,2632.0,66.0,39.8,33.1,1.0,11.0,7.0,16.0,9.0,11.0,41.0,416.0,1.0
Greg Montgomery,1988,74.0,2859.0,2470.0,61.0,39.3,33.7,1.0,11.0,6.0,12.0,5.0,9.0,42.0,289.0,0.0
Greg Montgomery,1989,62.0,2554.0,2203.0,63.0,43.6,37.3,3.0,7.0,12.0,15.0,7.0,7.0,26.0,211.0,0.0
Greg Montgomery,1990,40.0,1786.0,1438.0,60.0,43.4,35.7,0.0,2.0,6.0,9.0,6.0,0.0,26.0,228.0,1.0
Greg Montgomery,1991,53.0,2238.0,1955.0,60.0,44.0,38.3,2.0,7.0,7.0,14.0,5.0,4.0,28.0,183.0,0.0
Greg Montgomery,1992,57.0,2536.0,2101.0,66.0,44.5,37.8,2.0,6.0,7.0,14.0,9.0,2.0,31.0,255.0,0.0
Greg Montgomery,1993,59.0,2705.0,2292.0,77.0,44.7,38.4,0.0,11.0,6.0,14.0,6.0,4.0,32.0,293.0,0.0
Greg Montgomery,1994,72.0,3074.0,2448.0,64.0,43.7,33.5,1.0,2.0,10.0,19.0,9.0,11.0,39.0,446.0,2.0
Greg Montgomery,1996,69.0,2980.0,2607.0,67.0,44.7,39.0,1.0,12.0,10.0,23.0,5.0,14.0,27.0,273.0,0.0
Greg Montgomery,1997,83.0,3540.0,3040.0,60.0,41.8,36.2,0.0,2.0,15.0,24.0,2.0,11.0,53.0,460.0,0.0
Hal Roberts,1974,88.0,3386.0,2705.0,57.0,38.9,31.4,0.0,9.0,10.0,3.0,8.0,4.0,57.0,521.0,1.0
Hank Ilesic,1989,76.0,3049.0,2501.0,64.0,39.5,32.8,0.0,12.0,10.0,11.0,7.0,8.0,39.0,408.0,0.0
Harold Alexander,1993,72.0,3114.0,2704.0,75.0,43.8,37.3,0.0,0.0,11.0,21.0,3.0,17.0,41.0,350.0,0.0
Harold Alexander,1994,71.0,2836.0,2474.0,61.0,41.1,34.9,0.0,14.0,9.0,12.0,6.0,15.0,27.0,242.0,0.0
Harry Newsome,1985,79.0,3088.0,2568.0,59.0,38.8,31.9,1.0,15.0,5.0,17.0,7.0,8.0,43.0,380.0,0.0
Harry Newsome,1986,89.0,3447.0,2863.0,64.0,40.3,33.0,3.0,11.0,16.0,18.0,11.0,14.0,34.0,364.0,0.0
Harry Newsome,1987,65.0,2678.0,2045.0,57.0,41.8,31.6,1.0,3.0,6.0,8.0,13.0,6.0,36.0,373.0,0.0
Harry Newsome,1988,71.0,2950.0,2332.0,62.0,45.8,35.9,6.0,2.0,4.0,9.0,10.0,9.0,40.0,418.0,0.0
Harry Newsome,1989,91.0,3606.0,3059.0,57.0,40.2,34.3,2.0,1.0,11.0,17.0,9.0,21.0,47.0,367.0,0.0
Harry Newsome,1990,79.0,3299.0,2626.0,61.0,42.1,32.5,1.0,4.0,10.0,19.0,8.0,12.0,44.0,513.0,0.0
Harry Newsome,1991,68.0,3095.0,2469.0,65.0,45.8,36.1,0.0,3.0,8.0,17.0,10.0,5.0,42.0,426.0,0.0
Harry Newsome,1992,80.0,3545.0,2836.0,84.0,44.5,34.7,1.0,5.0,6.0,21.0,15.0,16.0,37.0,409.0,1.0
Harry Newsome,1993,98.0,4164.0,3459.0,64.0,42.9,36.1,0.0,9.0,9.0,28.0,7.0,25.0,48.0,565.0,1.0
Herman Weaver,1970,71.0,2874.0,2598.0,65.0,40.5,36.5,1.0,2.0,14.0,2.0,7.0,13.0,33.0,136.0,0.0
Herman Weaver,1971,44.0,1752.0,1541.0,63.0,43.1,36.8,2.0,2.0,9.0,0.0,5.0,6.0,18.0,111.0,0.0
Herman Weaver,1972,43.0,1734.0,1413.0,55.0,40.3,28.7,0.0,6.0,5.0,0.0,0.0,6.0,26.0,321.0,1.0
Herman Weaver,1973,55.0,2333.0,2067.0,66.0,45.1,39.1,1.0,5.0,7.0,0.0,5.0,6.0,30.0,166.0,0.0
Herman Weaver,1974,74.0,2772.0,2297.0,61.0,38.7,31.8,2.0,3.0,10.0,0.0,10.0,10.0,37.0,275.0,0.0
Herman Weaver,1975,81.0,3361.0,2537.0,61.0,42.0,31.8,1.0,9.0,9.0,0.0,15.0,5.0,41.0,524.0,1.0
Herman Weaver,1976,84.0,3280.0,2882.0,69.0,39.1,34.6,1.0,7.0,16.0,15.0,6.0,15.0,39.0,278.0,0.0
Herman Weaver,1977,59.0,2293.0,1877.0,59.0,39.3,32.1,1.0,3.0,10.0,10.0,4.0,2.0,39.0,336.0,0.0
Herman Weaver,1978,66.0,2440.0,1949.0,59.0,37.3,29.9,0.0,5.0,10.0,12.0,6.0,9.0,36.0,371.0,0.0
Herman Weaver,1979,69.0,2651.0,2302.0,60.0,39.0,34.5,3.0,4.0,5.0,11.0,3.0,12.0,42.0,289.0,0.0
Herman Weaver,1980,69.0,2798.0,2182.0,62.0,41.6,31.8,2.0,3.0,6.0,14.0,7.0,9.0,42.0,476.0,0.0
Hunter Niswander,2020,26.0,1228.0,1093.0,58.0,47.3,42.8,0.0,0.0,1.0,10.0,2.0,14.0,9.0,95.0,0.0
