PLAYER,TOTAL,SOLO,AST,SCK,SFTY,PDEF,INT,YDS,AVG,LNG,TDS,FF,FR
Larry Woods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Latham Flanagan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Latin Berry,23.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,2.0,0.0
Laurie Niemi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Lauvale Sape,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Laval Short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lavar Edwards,56.0,38.0,16.0,8.5,0.0,2.0,0.0,0.0,,,0.0,0.0,1.0
Lavar Glover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lavern Torgeson,1.0,1.0,0.0,1.0,0.0,0.0,19.0,211.0,11.4,34.0,1.0,1.0,7.0
Lavert Hill,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lavon Hooks,10.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lavonte David,1617.0,1008.0,474.0,38.5,1.0,73.0,13.0,169.0,11.7,32.0,2.0,31.0,21.0
Lavvie Dilweg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lawrence Guy,636.0,248.0,302.0,20.5,0.0,15.0,1.0,5.0,5.0,5.0,0.0,2.0,8.0
Lawrence Jackson,152.0,89.0,49.0,21.5,0.0,3.0,0.0,0.0,,,0.0,6.0,2.0
Lawrence Johnson,144.0,113.0,18.0,1.5,0.0,48.0,10.0,20.0,2.0,17.0,0.0,0.0,2.0
Lawrence Pete,69.0,42.0,19.0,3.5,0.0,1.0,0.0,0.0,,,0.0,1.0,4.0
Lawrence Pillers,174.0,109.0,34.0,11.5,0.0,6.0,1.0,16.0,16.0,16.0,0.0,4.0,9.0
Lawrence Sidbury,49.0,36.0,7.0,11.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0
Lawrence Taylor,852.0,609.0,119.0,139.0,0.0,59.0,10.0,168.0,16.8,97.0,3.0,36.0,12.0
Lawrence Thomas,11.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lawrence Timmons,1251.0,726.0,379.0,38.5,0.0,56.0,14.0,320.0,22.9,89.0,1.0,15.0,8.0
Lawrence Virgil,7.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lawrence Wright,24.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Lawyer Milloy,1528.0,869.0,427.0,21.0,0.0,93.0,27.0,216.0,7.8,38.0,1.0,11.0,9.0
Laz Chavez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lazarius Levingston,11.0,9.0,2.0,2.5,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Le Kevin Smith,39.0,25.0,7.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Le Lo Lang,117.0,100.0,5.0,1.0,0.0,31.0,5.0,65.0,13.0,30.0,0.0,1.0,1.0
LeCharls McDaniel,8.0,7.0,0.0,0.0,0.0,2.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0
LeQuan Lewis,27.0,21.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
LeRoy Butler,972.0,668.0,220.0,23.5,0.0,131.0,39.0,547.0,13.8,90.0,1.0,12.0,9.0
LeRoy Etienne,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
LeRoy Hill,614.0,366.0,158.0,23.0,0.0,12.0,1.0,29.0,29.0,29.0,0.0,9.0,3.0
LeRoy Irvin,469.0,397.0,28.0,1.5,0.0,223.0,39.0,825.0,22.8,94.0,5.0,7.0,4.0
LeShaun Sims,202.0,148.0,34.0,1.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0
LeVar Woods,189.0,125.0,27.0,2.5,0.0,1.0,0.0,0.0,,,0.0,4.0,6.0
Leander Knight,56.0,50.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Lebron Shields,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ledarius Mack,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ledio Fanucchi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lee Brooks,3.0,2.0,1.0,0.0,0.0,0.0,1.0,14.0,14.0,14.0,0.0,0.0,3.0
Lee Calland,0.0,0.0,0.0,0.0,0.0,0.0,21.0,184.0,8.8,77.0,1.0,0.0,5.0
Lee Cole,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lee Croft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lee Davis,5.0,4.0,0.0,0.0,0.0,2.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0
Lee Flowers,385.0,268.0,80.0,8.0,0.0,35.0,2.0,2.0,1.0,2.0,0.0,10.0,5.0
Lee Harden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lee Hightower,14.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lee Kunz,45.0,37.0,7.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Lee McLaughlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lee Nelson,220.0,185.0,19.0,5.0,0.0,30.0,7.0,49.0,7.0,26.0,0.0,2.0,9.0
Lee Paige,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lee Riley,0.0,0.0,0.0,0.0,0.0,0.0,23.0,286.0,11.8,41.0,0.0,0.0,5.0
Lee Robinson,11.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lee Roy Caffey,23.0,16.0,6.0,0.0,0.0,0.0,11.0,268.0,24.4,87.0,3.0,1.0,10.0
Lee Roy Jordan,158.0,91.0,37.0,0.0,1.0,11.0,36.0,506.0,14.1,49.0,3.0,1.0,16.0
Lee Roy Selmon,206.0,178.0,19.0,24.0,0.0,4.0,0.0,0.0,,,0.0,6.0,10.0
Lee Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lee Vickers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lee Williams,359.0,252.0,59.0,84.5,1.0,27.0,2.0,83.0,41.5,66.0,1.0,9.0,4.0
Lee Wilson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lee Woodall,502.0,368.0,113.0,11.0,0.0,41.0,7.0,76.0,10.9,55.0,0.0,11.0,4.0
Leger Douzable,257.0,136.0,86.0,14.5,0.0,4.0,0.0,0.0,,,0.0,3.0,2.0
Leif Larsen,24.0,11.0,7.0,2.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Leigh Bodden,377.0,259.0,56.0,0.0,0.0,83.0,18.0,192.0,8.7,53.0,1.0,8.0,6.0
Leigh Torrence,202.0,145.0,24.0,4.5,0.0,21.0,3.0,150.0,50.0,87.0,2.0,0.0,0.0
Leighton Vander Esch,529.0,299.0,197.0,3.5,0.0,15.0,3.0,63.0,21.0,28.0,0.0,3.0,1.0
Leki Fotu,94.0,31.0,51.0,3.5,0.0,3.0,0.0,0.0,,,0.0,1.0,1.0
Leland Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lem Barney,3.0,1.0,1.0,0.0,0.0,1.0,56.0,1077.0,19.8,71.0,7.0,0.0,9.0
Lem Burnham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Lemanski Hall,165.0,108.0,26.0,4.0,0.0,4.0,0.0,0.0,,,0.0,3.0,4.0
Lemar Marshall,316.0,192.0,84.0,6.5,2.0,14.0,4.0,55.0,13.8,27.0,1.0,3.0,2.0
Lemar Parrish,26.0,23.0,3.0,0.0,0.0,17.0,47.0,462.0,9.4,65.0,4.0,0.0,9.0
Lemont Jeffers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lemuel Stinson,163.0,103.0,9.0,0.0,0.0,55.0,16.0,240.0,15.8,46.0,2.0,0.0,2.0
Len Akin,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Len Burnett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Len Ford,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
Len Levy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Len Noyes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Len Szafaryn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Len Walterscheid,74.0,60.0,8.0,0.0,0.0,6.0,7.0,99.0,14.1,36.0,1.0,0.0,4.0
Len Younce,0.0,0.0,0.0,0.0,0.0,0.0,6.0,69.0,11.5,24.0,0.0,0.0,3.0
Lendy Holmes,17.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Lenny Dunlap,0.0,0.0,0.0,0.0,0.0,0.0,5.0,67.0,10.5,25.0,0.0,0.0,3.0
Lenny Jones,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Lenny Lyles,12.0,10.0,0.0,0.0,0.0,2.0,11.0,97.0,8.1,36.0,1.0,1.0,4.0
Lenny McGill,125.0,102.0,18.0,1.0,0.0,19.0,4.0,29.0,7.2,16.0,0.0,2.0,1.0
Lenny Sachs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lenny Walls,141.0,123.0,8.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0
Lenny Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lenoy Jones,115.0,81.0,19.0,3.5,0.0,8.0,1.0,3.0,3.0,3.0,0.0,3.0,2.0
Lenzy Pipkins,46.0,37.0,8.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Leo Barker,168.0,91.0,16.0,3.0,0.0,5.0,3.0,36.0,12.0,29.0,0.0,2.0,2.0
Leo Carroll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Leo Chenal,138.0,72.0,46.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Leo Miles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leo Nobile,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0
Leo Nomellini,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0.0,0.0,12.0
Leo Rucka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Leo Sanford,0.0,0.0,0.0,0.0,0.0,0.0,17.0,213.0,13.3,92.0,2.0,0.0,10.0
Leo Skladany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leo Sugar,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,29.0,29.0,0.0,0.0,13.0
Leo Tobin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leo Wisniewski,133.0,87.0,22.0,14.5,0.0,1.0,0.0,0.0,,,0.0,2.0,3.0
Leodis McKelvin,404.0,309.0,59.0,0.0,0.0,88.0,17.0,157.0,8.0,64.0,2.0,5.0,3.0
Leomont Evans,170.0,133.0,30.0,1.0,0.0,14.0,3.0,77.0,25.7,54.0,0.0,0.0,2.0
Leon Chappell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leon Clarke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leon Crenshaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leon Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leon Dombrowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leon Evans,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leon Garror,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Leon Hall,610.0,452.0,125.0,2.0,0.0,133.0,28.0,311.0,9.2,50.0,4.0,6.0,2.0
Leon Hart,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,11.0,20.0,0.0,0.0,0.0
Leon Jacobs,78.0,59.0,16.0,2.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Leon Jenkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leon Joe,45.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leon Lett,287.0,219.0,61.0,25.5,0.0,29.0,1.0,-1.0,-1.0,-1.0,0.0,10.0,9.0
Leon McFadden,89.0,59.0,23.0,0.0,0.0,12.0,0.0,0.0,,,0.0,0.0,0.0
Leon McQuay III,12.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Leon Orr,11.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Leon Pennington,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leon Seals,249.0,150.0,42.0,14.5,0.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0
Leon Simmons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leon Thomasson,8.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Leon White,179.0,127.0,19.0,6.0,1.0,7.0,4.0,92.0,23.0,40.0,0.0,5.0,3.0
Leon Williams,224.0,133.0,51.0,6.0,0.0,6.0,0.0,0.0,,,0.0,1.0,1.0
Leonard Coleman,123.0,95.0,17.0,0.0,0.0,23.0,6.0,36.0,5.1,31.0,0.0,2.0,2.0
Leonard Fairley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leonard Floyd,406.0,220.0,157.0,64.5,2.0,15.0,2.0,30.0,15.0,19.0,1.0,4.0,7.0
Leonard Griffin,189.0,129.0,33.0,17.0,0.0,8.0,0.0,0.0,,,0.0,5.0,1.0
Leonard Humphries,8.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Leonard Jackson,6.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Leonard Johnson,287.0,201.0,62.0,2.0,0.0,35.0,5.0,128.0,25.6,83.0,2.0,7.0,3.0
Leonard Jones,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Leonard Little,416.0,316.0,54.0,94.5,0.0,14.0,2.0,64.0,32.0,36.0,1.0,35.0,9.0
Leonard Marshall,420.0,271.0,81.0,90.5,2.0,19.0,2.0,3.0,1.5,3.0,0.0,11.0,6.0
Leonard Mitchell,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leonard Myers,26.0,19.0,3.0,0.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Leonard Renfro,15.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Leonard Smith,722.0,552.0,65.0,16.5,0.0,93.0,18.0,306.0,17.0,67.0,2.0,8.0,7.0
Leonard Wheeler,168.0,138.0,23.0,2.0,0.0,11.0,1.0,36.0,12.0,24.0,0.0,3.0,3.0
Leonard Williams,540.0,234.0,262.0,48.0,1.0,12.0,1.0,6.0,6.0,6.0,0.0,6.0,5.0
Leonard Wingate,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leonardo Carson,149.0,89.0,42.0,10.0,0.0,7.0,0.0,0.0,,,0.0,0.0,4.0
Leonta Rheams,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lerentee McCray,106.0,59.0,28.0,6.0,0.0,2.0,0.0,0.0,,,0.0,2.0,1.0
Leroy Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leroy Howell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Leroy Jones,95.0,60.0,19.0,1.5,0.0,3.0,3.0,34.0,11.3,17.0,1.0,0.0,6.0
Leroy Keyes,0.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,4.4,17.0,0.0,0.0,2.0
Leroy Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,19.0,155.0,8.5,40.0,1.0,0.0,3.0
Leroy Moore,0.0,0.0,0.0,0.0,0.0,0.0,3.0,76.0,25.3,70.0,2.0,0.0,6.0
Les Cowan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Les Grace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Les Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Les Kelley,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Les Lear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Les Maynard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Les McDonald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Les Miller,269.0,193.0,60.0,21.5,0.0,2.0,0.0,0.0,,,0.0,8.0,12.0
Les Olsson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Les Peterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Les Richter,1.0,1.0,0.0,0.0,0.0,0.0,16.0,206.0,12.9,25.0,0.0,0.0,9.0
Les Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Les Walters,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0
Leslie Frazier,157.0,149.0,2.0,1.0,0.0,69.0,21.0,340.0,14.8,56.0,2.0,2.0,2.0
Lester Archambeau,299.0,215.0,70.0,37.5,0.0,10.0,1.0,0.0,0.0,0.0,0.0,16.0,6.0
Lester Brinkley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lester Caywood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lester Hayes,230.0,185.0,14.0,0.0,0.0,161.0,47.0,679.0,15.2,62.0,6.0,0.0,6.0
Lester Lyles,202.0,146.0,26.0,5.0,0.0,27.0,10.0,83.0,8.0,28.0,0.0,5.0,3.0
Lester Sims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lester Towns,241.0,152.0,46.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0
Lester Williams,70.0,52.0,11.0,6.5,0.0,2.0,0.0,0.0,,,0.0,3.0,3.0
Letroy Guion,225.0,130.0,79.0,13.0,0.0,8.0,1.0,24.0,24.0,24.0,0.0,4.0,3.0
Levar Fisher,80.0,53.0,8.0,1.0,0.0,3.0,0.0,0.0,,,0.0,1.0,1.0
Levi Bell,10.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Levi Johnson,0.0,0.0,0.0,0.0,0.0,0.0,21.0,549.0,24.1,76.0,3.0,0.0,4.0
Levi Onwuzurike,50.0,19.0,26.0,2.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Levi Wallace,350.0,238.0,81.0,1.0,0.0,61.0,13.0,37.0,3.1,15.0,0.0,2.0,1.0
Levon Kirkland,1078.0,719.0,291.0,21.5,0.0,69.0,15.0,76.0,5.4,23.0,0.0,19.0,9.0
Lew Bostick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lew Jones,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Lew Kamanu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Lew Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Lew Skinner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lewis Billups,214.0,158.0,13.0,2.0,0.0,65.0,10.0,83.0,8.3,29.0,0.0,2.0,7.0
Lewis Bush,364.0,290.0,55.0,4.0,0.0,16.0,2.0,33.0,16.5,33.0,0.0,5.0,6.0
Lewis Cine,15.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lewis Neal,11.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lewis Sanders,242.0,173.0,27.0,1.0,0.0,37.0,5.0,90.0,18.0,29.0,0.0,2.0,3.0
Liam Anderson,16.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Liam Ezekiel,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Libby Bertagnolli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Liffort Hobley,266.0,222.0,25.0,6.0,0.0,11.0,5.0,61.0,14.4,22.0,0.0,6.0,6.0
Ligarius Jennings,21.0,18.0,2.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Linden King,642.0,406.0,130.0,24.5,0.0,46.0,8.0,118.0,14.8,37.0,0.0,14.0,10.0
Linden Stephens,26.0,22.0,2.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Lindon Crow,0.0,0.0,0.0,0.0,1.0,4.0,41.0,538.0,13.6,65.0,2.0,0.0,7.0
Lindy Mayhew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Linval Joseph,755.0,360.0,315.0,28.5,0.0,10.0,0.0,0.0,,,0.0,8.0,6.0
Lional Dalton,151.0,90.0,32.0,10.0,0.0,5.0,0.0,0.0,,,0.0,3.0,1.0
Lionel Aldridge,15.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,19.0
Lionel Barnes,19.0,11.0,3.0,2.0,0.0,2.0,0.0,0.0,,,0.0,0.0,1.0
Lionel Dotson,35.0,23.0,8.0,3.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Lionel Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lionel Washington,669.0,519.0,80.0,1.0,0.0,194.0,37.0,418.0,12.2,48.0,4.0,2.0,7.0
Lito Sheppard,386.0,310.0,47.0,3.0,0.0,96.0,20.0,473.0,21.7,102.0,3.0,4.0,1.0
Lloyd Burruss,493.0,369.0,55.0,2.5,0.0,115.0,22.0,509.0,22.4,83.0,4.0,5.0,8.0
Lloyd Colteryahn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lloyd Harrison,19.0,15.0,2.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Lloyd Lee,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lloyd Lowe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0
Lloyd Mumphord,28.0,22.0,1.0,0.0,0.0,6.0,23.0,354.0,15.3,58.0,2.0,0.0,7.0
Lloyd Mumphrey,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lloyd Voss,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,4.0
Lofa Tatupu,634.0,361.0,166.0,9.5,0.0,45.0,11.0,253.0,20.7,49.0,2.0,8.0,3.0
Logan Hall,39.0,16.0,18.0,3.0,0.0,2.0,0.0,0.0,,,0.0,0.0,2.0
Logan Ryan,917.0,623.0,244.0,15.0,0.0,118.0,24.0,283.0,12.3,79.0,3.0,17.0,4.0
Logan Wilson,459.0,244.0,174.0,5.5,0.0,23.0,12.0,114.0,10.8,41.0,0.0,7.0,0.0
Lon Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
London Fletcher,2150.0,1071.0,686.0,41.0,2.0,95.0,23.0,168.0,7.2,27.0,2.0,20.0,14.0
Lonie Paxton,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Lonnie Ballentine,10.0,7.0,3.0,0.5,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Lonnie Farmer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,16.0,0.0,0.0,1.0
Lonnie Hepburn,2.0,1.0,0.0,0.0,0.0,0.0,1.0,36.0,14.0,22.0,0.0,0.0,0.0
Lonnie Johnson,212.0,143.0,48.0,0.0,0.0,21.0,6.0,105.0,17.5,53.0,1.0,0.0,1.0
Lonnie Marts,560.0,406.0,119.0,18.0,0.0,24.0,7.0,120.0,17.1,36.0,2.0,21.0,11.0
Lonnie Phelps,9.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Lonnie Sanders,0.0,0.0,0.0,0.0,0.0,0.0,12.0,177.0,12.5,42.0,0.0,0.0,1.0
Lonnie Warwick,31.0,21.0,3.0,0.0,0.0,0.0,12.0,145.0,12.1,23.0,0.0,1.0,7.0
Lonnie Wright,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.0,8.0,15.0,0.0,0.0,2.0
Lonnie Young,637.0,466.0,90.0,4.5,0.0,51.0,11.0,63.0,6.3,32.0,0.0,7.0,14.0
Loren Toews,95.0,76.0,11.0,2.5,2.0,19.0,5.0,80.0,18.4,35.0,0.0,0.0,6.0
Lorenzo Alexander,545.0,326.0,128.0,39.0,0.0,34.0,3.0,37.0,12.3,28.0,0.0,13.0,4.0
Lorenzo Bromell,135.0,77.0,41.0,28.5,0.0,2.0,0.0,0.0,,,0.0,5.0,1.0
Lorenzo Carter,266.0,134.0,107.0,24.0,0.0,18.0,2.0,29.0,14.5,28.0,1.0,4.0,4.0
Lorenzo Doss,40.0,31.0,7.0,0.0,0.0,10.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
