PLAYER,COMP,ATT,YDS,AVG,TD,INT,SCK,SCKY,RATE,ATT.1,YDS.1,AVG.1,TD.1,FUM,LOST
Milt Plum,1318.0,2443.0,17670.0,7.1,122.0,131.0,75.0,1761.0,73.4,223.0,590.0,1.8,13.0,35.0,0.0
Milt Romney,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Mitchell Trubisky,1355.0,2105.0,14152.0,6.7,82.0,50.0,143.0,905.0,86.8,261.0,1307.0,5.6,13.0,31.0,11.0
Monte McGuire,2.0,3.0,23.0,5.8,0.0,0.0,0.0,0.0,77.1,0.0,0.0,,0.0,0.0,0.0
Mort Kaer,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Moses Moreno,51.0,103.0,485.0,5.3,1.0,2.0,11.0,70.0,69.2,9.0,29.0,2.4,0.0,5.0,4.0
Murray Evans,8.0,22.0,72.0,4.3,0.0,3.0,0.0,0.0,46.4,3.0,2.0,0.7,0.0,0.0,0.0
Nate Davis,29.0,49.0,314.0,6.6,2.0,1.0,2.0,8.0,88.0,4.0,10.0,3.8,0.0,0.0,0.0
Nate Hybl,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Nate Stanley,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Nate Sudfeld,195.0,334.0,2079.0,6.6,13.0,8.0,29.0,193.0,78.6,28.0,41.0,2.1,0.0,5.0,2.0
Nathan Enderle,13.0,23.0,177.0,8.1,0.0,1.0,8.0,41.0,64.4,3.0,-3.0,-1.0,0.0,0.0,0.0
Nathan Peterman,312.0,506.0,3017.0,6.4,14.0,19.0,39.0,202.0,78.1,75.0,337.0,4.1,1.0,11.0,2.0
Nathan Rourke,23.0,35.0,348.0,10.5,1.0,0.0,2.0,11.0,107.0,14.0,39.0,2.7,1.0,2.0,1.0
Neal Jeffrey,2.0,2.0,11.0,5.5,0.0,0.0,0.0,0.0,89.6,1.0,0.0,0.0,0.0,1.0,0.0
Neil Graff,25.0,48.0,288.0,5.2,2.0,3.0,5.0,44.0,70.1,7.0,5.0,1.1,0.0,1.0,0.0
Neil Lomax,1849.0,3204.0,23156.0,7.2,138.0,92.0,367.0,2738.0,82.7,226.0,978.0,4.2,10.0,66.0,35.0
Nello Falaschi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,2.0,10.0,5.0,0.0,0.0,0.0
Nick Fitzgerald,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Nick Foles,1635.0,2585.0,18008.0,7.4,106.0,64.0,147.0,1002.0,86.2,174.0,455.0,2.3,8.0,44.0,21.0
Nick Mullens,650.0,988.0,7671.0,7.4,38.0,39.0,61.0,489.0,84.3,59.0,91.0,1.9,2.0,18.0,7.0
Nick Papac,13.0,44.0,173.0,4.4,2.0,7.0,0.0,0.0,46.4,6.0,28.0,4.8,1.0,0.0,0.0
Nick Sacrinty,15.0,48.0,299.0,4.4,5.0,3.0,0.0,41.0,60.0,4.0,4.0,0.7,0.0,1.0,0.0
Nick Sebek,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Norm Snead,2373.0,4512.0,31780.0,7.0,201.0,265.0,277.0,2792.0,68.2,216.0,550.0,2.7,23.0,60.0,0.0
Norm Van Brocklin,1599.0,2990.0,24347.0,8.3,177.0,186.0,2.0,921.0,77.1,107.0,30.0,0.2,11.0,47.0,0.0
Norris Weese,155.0,277.0,2027.0,7.7,7.0,14.0,43.0,276.0,76.6,76.0,431.0,5.2,5.0,10.0,1.0
Ogden Compton,22.0,61.0,339.0,5.2,1.0,6.0,0.0,47.0,52.8,6.0,-8.0,-1.3,0.0,0.0,0.0
Oliver Luck,233.0,413.0,2544.0,6.5,13.0,21.0,33.0,261.0,68.5,44.0,237.0,5.6,1.0,16.0,5.0
Otto Graham,961.0,1733.0,14703.0,8.8,98.0,107.0,8.0,1746.0,79.0,361.0,973.0,2.5,38.0,38.0,1.0
Pard Pearce,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Parker Hall,329.0,721.0,4013.0,5.9,30.0,67.0,0.0,0.0,51.0,312.0,1052.0,2.8,6.0,0.0,0.0
Parnell Dickinson,15.0,39.0,210.0,4.5,1.0,5.0,14.0,124.0,43.0,13.0,103.0,6.8,0.0,3.0,0.0
Pat Barnes,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Pat Brady,1.0,4.0,14.0,2.3,0.0,0.0,0.0,0.0,50.7,0.0,0.0,,0.0,0.0,0.0
Pat Coffee,52.0,119.0,824.0,5.1,4.0,11.0,0.0,0.0,44.1,55.0,157.0,2.5,1.0,0.0,0.0
Pat Devlin,81.0,136.0,800.0,5.9,4.0,4.0,11.0,48.0,77.9,8.0,38.0,6.3,0.0,1.0,0.0
Pat Haden,786.0,1486.0,10024.0,7.5,56.0,72.0,124.0,941.0,72.3,142.0,690.0,5.3,7.0,22.0,2.0
Pat Ryan,396.0,708.0,4660.0,6.3,36.0,36.0,58.0,404.0,72.8,55.0,186.0,3.4,1.0,11.0,4.0
Pat Sullivan,93.0,220.0,1155.0,5.7,5.0,16.0,22.0,191.0,53.0,14.0,55.0,3.5,0.0,8.0,0.0
Pat White,32.0,64.0,347.0,2.6,0.0,2.0,4.0,29.0,50.0,45.0,202.0,3.2,3.0,1.0,0.0
Patrick Mahomes,2970.0,4450.0,35060.0,8.0,273.0,73.0,187.0,1229.0,104.5,482.0,2572.0,5.3,17.0,49.0,15.0
Patrick Ramsey,660.0,1157.0,7770.0,6.4,41.0,36.0,87.0,581.0,76.7,62.0,80.0,1.2,2.0,30.0,14.0
Paul Christman,507.0,1154.0,7348.0,6.0,58.0,78.0,0.0,443.0,58.7,93.0,-24.0,-0.1,8.0,36.0,0.0
Paul Collins,3.0,17.0,43.0,2.4,0.0,2.0,0.0,0.0,19.8,10.0,13.0,3.0,0.0,3.0,0.0
Paul Fitzgibbon,1.0,5.0,9.0,1.8,0.0,0.0,0.0,0.0,39.6,1.0,0.0,0.0,0.0,0.0,0.0
Paul Governali,326.0,752.0,5123.0,6.6,48.0,55.0,0.0,729.0,65.3,119.0,68.0,1.5,6.0,15.0,0.0
Paul Held,26.0,77.0,332.0,4.6,1.0,6.0,0.0,81.0,50.8,4.0,11.0,3.5,0.0,1.0,0.0
Paul Justin,221.0,381.0,2620.0,7.6,8.0,10.0,29.0,235.0,78.9,17.0,11.0,1.2,0.0,3.0,1.0
Paul Kelly,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Paul Larson,6.0,14.0,61.0,4.2,0.0,1.0,0.0,22.0,54.9,8.0,12.0,2.0,0.0,0.0,0.0
Paul McDonald,429.0,804.0,5550.0,6.0,25.0,37.0,84.0,574.0,66.6,39.0,2.0,0.5,1.0,27.0,13.0
Paul Moore,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,4.0,2.0,0.0,0.0,0.0
Paul Pardonner,1.0,5.0,6.0,1.5,0.0,3.0,0.0,0.0,32.8,4.0,-14.0,-2.8,0.0,0.0,0.0
Paul Rickards,2.0,2.0,4.0,2.0,0.0,0.0,0.0,31.0,79.2,2.0,21.0,10.5,0.0,0.0,0.0
Paul Sheeks,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Paul Smith,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Paul Szakash,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,23.0,66.0,3.1,0.0,0.0,0.0
Paxton Lynch,151.0,255.0,1483.0,5.4,9.0,6.0,30.0,141.0,74.9,48.0,182.0,4.5,1.0,7.0,1.0
Perry Klein,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,39.6,0.0,0.0,,0.0,0.0,0.0
Perry Moss,4.0,17.0,20.0,0.8,0.0,0.0,0.0,19.0,42.8,5.0,2.0,0.2,0.0,3.0,0.0
Pete Beathard,718.0,1634.0,9800.0,5.9,55.0,103.0,100.0,892.0,53.9,169.0,818.0,4.6,12.0,28.0,1.0
Pete Gonzalez,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,100.0,2.0,-3.0,-1.5,0.0,0.0,0.0
Pete Liske,396.0,778.0,5170.0,6.2,30.0,46.0,67.0,572.0,59.8,38.0,141.0,3.3,2.0,12.0,0.0
Pete Mikolajewski,0.0,0.0,0.0,,0.0,0.0,1.0,10.0,,0.0,0.0,,0.0,1.0,0.0
Pete Stinchcomb,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,2.0,0.0,0.0
Pete Tyler,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,6.0,-4.0,0.5,0.0,0.0,0.0
Pete Woods,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Peter Tom Willis,104.0,183.0,1261.0,7.8,6.0,15.0,18.0,94.0,61.6,5.0,14.0,2.8,0.0,2.0,1.0
Peyton Manning,6938.0,10643.0,81027.0,7.7,589.0,284.0,348.0,2278.0,95.8,465.0,702.0,1.4,21.0,88.0,35.0
Phil Sarboe,139.0,335.0,1898.0,5.7,8.0,42.0,0.0,0.0,43.2,208.0,357.0,1.9,0.0,0.0,0.0
Phil Simms,2733.0,4926.0,35141.0,7.2,209.0,163.0,501.0,3606.0,78.9,379.0,1320.0,3.6,6.0,99.0,31.0
Phil Stambaugh,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Philip Rivers,5706.0,8810.0,68552.0,8.0,448.0,228.0,503.0,3103.0,96.6,408.0,658.0,1.8,5.0,115.0,50.0
Phillip Walker,220.0,399.0,2599.0,5.7,11.0,16.0,30.0,195.0,67.7,37.0,90.0,3.0,0.0,11.0,3.0
Preston Jones,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Preston Parsons,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Pug Vaughan,30.0,79.0,546.0,6.0,2.0,10.0,0.0,0.0,40.7,67.0,79.0,-1.5,0.0,0.0,0.0
Quincy Carter,563.0,996.0,6491.0,6.9,32.0,38.0,83.0,463.0,75.0,156.0,543.0,3.5,4.0,22.0,8.0
Quinn Gray,148.0,269.0,1890.0,7.7,15.0,11.0,15.0,108.0,85.4,34.0,171.0,6.1,2.0,5.0,3.0
Quinton Porter,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
R J Archer,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ralph Barkman,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ralph Buckley,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ralph Guglielmi,299.0,650.0,4237.0,6.5,24.0,55.0,22.0,1012.0,55.3,181.0,656.0,3.6,2.0,22.0,0.0
Randall Cunningham,2621.0,4654.0,32405.0,6.9,219.0,143.0,512.0,3752.0,79.0,824.0,5201.0,6.5,37.0,115.0,41.0
Randy Dean,30.0,65.0,279.0,2.5,1.0,5.0,5.0,39.0,44.0,22.0,150.0,5.9,1.0,0.0,0.0
Randy Duncan,25.0,67.0,361.0,6.1,1.0,3.0,0.0,0.0,53.8,5.0,42.0,8.4,0.0,0.0,0.0
Randy Fasani,15.0,44.0,171.0,2.9,0.0,4.0,7.0,60.0,33.5,18.0,95.0,6.9,0.0,2.0,0.0
Randy Hedberg,25.0,90.0,244.0,2.5,0.0,10.0,15.0,131.0,15.0,9.0,35.0,3.1,0.0,2.0,0.0
Randy Wright,602.0,1119.0,7106.0,6.4,31.0,57.0,85.0,603.0,65.0,56.0,173.0,3.5,3.0,23.0,10.0
Ray Hare,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,136.0,551.0,4.9,2.0,0.0,0.0
Ray Lucas,280.0,483.0,3029.0,7.4,18.0,17.0,29.0,183.0,75.8,103.0,406.0,4.2,4.0,18.0,7.0
Ray Mallouf,162.0,332.0,2539.0,7.2,20.0,16.0,0.0,112.0,71.9,68.0,144.0,1.7,1.0,12.0,0.0
Ray Nagel,30.0,62.0,192.0,2.8,0.0,5.0,0.0,30.0,24.1,4.0,8.0,2.5,0.0,2.0,0.0
Ray Novotny,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Red Kirkman,30.0,97.0,393.0,3.1,4.0,15.0,0.0,0.0,44.9,28.0,55.0,2.3,0.0,0.0,0.0
Red Quigley,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Reggie Collier,12.0,22.0,206.0,11.5,3.0,3.0,4.0,41.0,99.6,10.0,73.0,8.2,0.0,2.0,2.0
Reggie Slack,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Reid Sinnett,61.0,104.0,732.0,6.2,6.0,2.0,13.0,86.0,93.1,12.0,32.0,3.6,0.0,1.0,0.0
Reino Nori,11.0,23.0,168.0,15.6,1.0,3.0,0.0,0.0,54.4,27.0,82.0,1.7,0.0,0.0,0.0
Rex Grossman,1068.0,1929.0,12820.0,6.6,73.0,68.0,107.0,834.0,74.6,91.0,105.0,1.2,4.0,41.0,24.0
Rhett Bomar,44.0,86.0,606.0,7.7,3.0,3.0,8.0,42.0,79.7,11.0,78.0,5.9,0.0,2.0,0.0
Rhoten Shetley,1.0,5.0,2.0,0.2,0.0,1.0,0.0,0.0,27.3,8.0,37.0,4.1,0.0,0.0,0.0
Rich Badar,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Rich Campbell,32.0,70.0,401.0,5.9,3.0,9.0,7.0,57.0,53.8,2.0,2.0,1.0,0.0,1.0,1.0
Rich Gannon,2687.0,4446.0,30434.0,6.7,191.0,113.0,320.0,1791.0,83.5,553.0,2563.0,4.8,22.0,84.0,35.0
Richard Bartel,133.0,209.0,1476.0,6.8,8.0,5.0,13.0,77.0,85.4,12.0,27.0,2.7,1.0,2.0,1.0
Richard Todd,1688.0,3107.0,21636.0,6.9,128.0,173.0,277.0,2207.0,66.8,273.0,964.0,3.7,14.0,54.0,12.0
Richie Lucas,43.0,99.0,596.0,8.8,4.0,7.0,0.0,0.0,61.9,48.0,153.0,2.7,2.0,2.0,0.0
Rick Arrington,97.0,204.0,950.0,4.7,3.0,9.0,19.0,142.0,51.3,10.0,58.0,4.9,1.0,2.0,0.0
Rick McIvor,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,3.0,5.0,1.7,0.0,0.0,0.0
Rick Mirer,1088.0,2043.0,11969.0,5.7,50.0,76.0,199.0,1038.0,62.6,242.0,1130.0,4.7,9.0,35.0,17.0
Rick Neuheisel,40.0,59.0,367.0,6.0,1.0,1.0,10.0,89.0,79.4,6.0,41.0,7.4,1.0,1.0,0.0
Rick Norton,159.0,382.0,1815.0,5.1,7.0,30.0,40.0,373.0,47.0,19.0,41.0,2.3,0.0,15.0,0.0
Rick Strom,14.0,22.0,162.0,5.8,0.0,1.0,5.0,29.0,67.6,8.0,7.0,1.1,0.0,2.0,0.0
Rick Trocano,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ricky Ray,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ricky Stanzi,32.0,64.0,346.0,5.2,1.0,2.0,15.0,90.0,59.8,11.0,39.0,4.2,0.0,2.0,1.0
Ricky Turner,3.0,4.0,92.0,25.3,0.0,0.0,2.0,15.0,111.1,16.0,42.0,2.6,2.0,0.0,0.0
Riley Smith,22.0,56.0,325.0,5.6,3.0,4.0,0.0,0.0,66.3,49.0,35.0,1.0,2.0,0.0,0.0
Rink Bond,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,4.0,4.0,0.0,0.0,0.0
Rob Hertel,1.0,4.0,9.0,2.2,0.0,0.0,0.0,0.0,39.6,1.0,0.0,0.0,0.0,1.0,0.0
Robert Griffin III,161.0,270.0,1688.0,6.3,8.0,7.0,40.0,224.0,77.8,67.0,352.0,4.1,2.0,6.0,1.0
Robert Stewart,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Rocco Pirro,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0
Rod Robinson,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Rod Rutherford,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Roddy Lamb,1.0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,19.8,19.0,46.0,1.8,0.0,0.0,0.0
Rodney Peete,1364.0,2378.0,16636.0,6.8,79.0,92.0,246.0,1388.0,74.3,273.0,1159.0,4.1,16.0,72.0,37.0
Roger Staubach,1908.0,3368.0,25491.0,7.7,177.0,128.0,374.0,2544.0,82.6,486.0,2696.0,5.5,20.0,65.0,4.0
Rohan Davey,8.0,19.0,88.0,3.9,0.0,0.0,0.0,0.0,56.6,6.0,-5.0,-0.6,0.0,0.0,0.0
Roman Gabriel,2399.0,4561.0,29780.0,6.6,204.0,151.0,356.0,2776.0,73.7,365.0,1336.0,3.5,30.0,105.0,0.0
Romaro Miller,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ron Jaworski,2313.0,4388.0,29859.0,6.7,189.0,174.0,383.0,2997.0,72.4,278.0,909.0,3.7,17.0,78.0,18.0
Ron Meyer,7.0,19.0,59.0,2.8,0.0,1.0,4.0,23.0,41.7,1.0,-2.0,-2.0,0.0,1.0,0.0
Ron Miller,17.0,43.0,250.0,6.8,1.0,1.0,0.0,68.0,65.6,3.0,27.0,7.8,0.0,1.0,0.0
Ron Powlus,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ron Vander Kelen,107.0,252.0,1375.0,5.3,6.0,11.0,25.0,224.0,55.8,26.0,116.0,4.9,1.0,6.0,0.0
Ronald Curry,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0
Ronnie Cahill,50.0,109.0,608.0,4.8,3.0,21.0,0.0,0.0,33.8,62.0,-11.0,-2.0,0.0,0.0,0.0
Ronnie Knox,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ronnie Lee South,14.0,38.0,129.0,4.2,1.0,3.0,2.0,14.0,54.3,4.0,5.0,1.2,0.0,0.0,0.0
Roy McKay,32.0,89.0,520.0,5.5,5.0,9.0,0.0,0.0,45.7,71.0,231.0,2.6,2.0,4.0,0.0
Roy Zimmerman,302.0,714.0,4835.0,6.3,44.0,71.0,0.0,231.0,57.9,202.0,229.0,0.7,6.0,18.0,0.0
Rudy Bukich,634.0,1213.0,8599.0,5.9,62.0,75.0,67.0,967.0,62.8,114.0,125.0,1.2,9.0,40.0,0.0
Rudy Carpenter,69.0,118.0,904.0,7.4,6.0,1.0,7.0,34.0,93.4,12.0,42.0,3.7,0.0,1.0,1.0
Russ Cotton,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Russ Jensen,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Russell Wilson,4162.0,6457.0,50364.0,8.3,377.0,122.0,599.0,3888.0,99.9,1115.0,6225.0,5.7,36.0,114.0,34.0
Rusty Hilger,204.0,465.0,2584.0,5.7,11.0,19.0,49.0,385.0,54.0,35.0,91.0,2.8,0.0,14.0,5.0
Rusty Lisch,55.0,115.0,547.0,3.7,1.0,11.0,19.0,154.0,43.0,20.0,130.0,8.8,0.0,6.0,4.0
Rusty Smith,87.0,158.0,965.0,6.3,3.0,7.0,7.0,30.0,68.6,8.0,-2.0,-0.4,0.0,1.0,0.0
Ryan Finley,105.0,183.0,1052.0,5.4,6.0,5.0,24.0,173.0,69.0,21.0,143.0,9.6,1.0,4.0,3.0
Ryan Fitzpatrick,3358.0,5529.0,37867.0,6.8,242.0,177.0,321.0,1695.0,82.8,609.0,2851.0,4.8,22.0,90.0,33.0
Ryan Griffin,275.0,452.0,3024.0,6.6,15.0,11.0,21.0,139.0,80.1,26.0,-5.0,-0.4,0.0,10.0,2.0
Ryan Leaf,317.0,655.0,3666.0,5.5,14.0,36.0,65.0,377.0,50.9,59.0,127.0,2.3,0.0,24.0,12.0
Ryan Lindley,261.0,500.0,2679.0,5.7,7.0,17.0,31.0,242.0,63.1,11.0,9.0,0.8,0.0,11.0,5.0
Ryan Mallett,565.0,1003.0,5379.0,5.1,29.0,22.0,27.0,164.0,73.2,59.0,71.0,2.2,4.0,1.0,0.0
Ryan Nassib,170.0,326.0,2053.0,6.9,12.0,4.0,22.0,119.0,81.4,29.0,66.0,1.6,0.0,8.0,4.0
Ryan Tannehill,3356.0,5218.0,37868.0,7.3,237.0,123.0,439.0,3225.0,92.5,476.0,2262.0,4.8,28.0,88.0,33.0
Sage Rosenfels,440.0,705.0,5256.0,8.6,35.0,30.0,27.0,192.0,83.6,56.0,87.0,1.7,2.0,13.0,5.0
Sam Adkins,17.0,39.0,232.0,7.7,2.0,4.0,9.0,73.0,63.5,14.0,63.0,3.7,0.0,1.0,0.0
Sam Bradford,2053.0,3268.0,21742.0,6.9,123.0,64.0,216.0,1510.0,88.7,158.0,372.0,2.4,2.0,54.0,22.0
Sam Darnold,1177.0,1955.0,13044.0,6.7,72.0,58.0,156.0,1017.0,82.0,220.0,808.0,3.6,14.0,39.0,14.0
Sam Ehlinger,132.0,192.0,1432.0,9.0,7.0,7.0,22.0,142.0,92.9,49.0,302.0,8.1,2.0,4.0,1.0
Sam Etcheverry,154.0,302.0,1982.0,6.3,16.0,21.0,0.0,404.0,63.3,41.0,78.0,0.9,0.0,21.0,0.0
Sam Hollenbach,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Sam Howell,470.0,737.0,4927.0,6.6,26.0,23.0,80.0,539.0,80.3,70.0,417.0,6.3,8.0,5.0,2.0
Sam Wyche,118.0,224.0,1782.0,8.0,12.0,9.0,49.0,321.0,77.4,45.0,303.0,6.1,3.0,6.0,0.0
Sammy Baugh,1751.0,3097.0,22717.0,7.1,194.0,211.0,0.0,421.0,73.2,330.0,337.0,0.4,9.0,50.0,0.0
Sammy Garza,11.0,20.0,183.0,6.2,1.0,2.0,1.0,13.0,58.4,8.0,31.0,4.0,1.0,1.0,1.0
Sandy Osiecki,7.0,17.0,64.0,2.0,0.0,1.0,1.0,2.0,34.4,1.0,-2.0,-2.0,0.0,0.0,0.0
Scott Brunner,537.0,1097.0,6843.0,5.6,35.0,57.0,74.0,531.0,56.5,80.0,146.0,2.2,1.0,27.0,14.0
Scott Bull,76.0,193.0,992.0,4.2,3.0,17.0,33.0,251.0,37.7,49.0,186.0,3.9,3.0,10.0,0.0
Scott Campbell,225.0,461.0,2990.0,5.0,19.0,25.0,48.0,321.0,60.6,44.0,177.0,3.2,2.0,9.0,3.0
Scott Covington,6.0,10.0,30.0,3.6,0.0,0.0,2.0,16.0,73.2,2.0,-4.0,-2.0,0.0,0.0,0.0
Scott Dreisbach,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Scott Gudmundson,33.0,81.0,525.0,10.1,2.0,9.0,0.0,0.0,58.2,37.0,-17.0,0.0,0.0,3.0,0.0
Scott Hunter,347.0,772.0,4906.0,6.0,23.0,39.0,60.0,475.0,58.7,97.0,217.0,2.5,13.0,17.0,0.0
Scott Milanovich,2.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,70.1,0.0,0.0,,0.0,0.0,0.0
Scott Mitchell,1324.0,2400.0,15925.0,6.5,96.0,86.0,157.0,893.0,72.5,177.0,504.0,3.1,11.0,50.0,16.0
Scott Otis,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Scott Secules,108.0,204.0,1311.0,5.8,4.0,14.0,9.0,43.0,53.7,24.0,136.0,6.5,1.0,4.0,0.0
Scott Stankavage,8.0,25.0,66.0,2.1,0.0,2.0,1.0,13.0,35.0,0.0,0.0,,0.0,0.0,0.0
Scott Tinsley,48.0,86.0,637.0,6.9,3.0,4.0,6.0,55.0,71.7,4.0,2.0,0.8,0.0,3.0,2.0
Scott Tolzien,279.0,452.0,3078.0,6.4,10.0,16.0,35.0,233.0,74.1,37.0,130.0,4.2,1.0,7.0,1.0
Scott Woolf,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Scott Zolak,146.0,294.0,1507.0,4.5,8.0,8.0,27.0,233.0,64.9,41.0,77.0,1.6,0.0,11.0,6.0
Scotty Glacken,6.0,15.0,84.0,5.4,1.0,0.0,2.0,20.0,75.0,3.0,9.0,4.8,0.0,0.0,0.0
Sean Canfield,35.0,51.0,331.0,7.2,1.0,2.0,3.0,20.0,75.4,10.0,-6.0,-0.6,0.0,2.0,1.0
Sean Clifford,42.0,58.0,428.0,14.0,1.0,2.0,0.0,0.0,90.4,10.0,36.0,3.3,0.0,1.0,0.0
Sean Keenan,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Sean Mannion,294.0,477.0,2596.0,5.6,12.0,8.0,26.0,168.0,77.5,37.0,14.0,0.6,0.0,9.0,3.0
Sean Payton,8.0,23.0,79.0,2.4,0.0,1.0,7.0,47.0,33.5,1.0,28.0,28.0,0.0,1.0,0.0
Sean Renfree,56.0,87.0,526.0,6.1,2.0,1.0,8.0,59.0,83.8,11.0,-1.0,-0.8,0.0,2.0,1.0
Sean Salisbury,332.0,621.0,4058.0,6.0,19.0,22.0,48.0,369.0,68.9,31.0,15.0,0.5,0.0,12.0,7.0
Seneca Wallace,560.0,935.0,5972.0,6.9,40.0,23.0,70.0,398.0,81.9,85.0,383.0,4.3,1.0,21.0,12.0
Seth Burford,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Shane Boyd,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Shane Buechele,97.0,151.0,1106.0,7.6,9.0,6.0,10.0,60.0,90.4,22.0,77.0,3.5,2.0,1.0,1.0
Shane Matthews,500.0,856.0,4822.0,5.9,31.0,26.0,35.0,217.0,76.0,44.0,100.0,1.9,1.0,14.0,5.0
Shaun Hill,941.0,1520.0,10224.0,7.1,61.0,35.0,100.0,643.0,86.2,109.0,391.0,3.2,6.0,25.0,8.0
Shaun King,460.0,830.0,5057.0,6.5,28.0,27.0,72.0,492.0,74.5,120.0,466.0,3.4,5.0,12.0,6.0
Shawn Halloran,18.0,42.0,263.0,4.0,0.0,1.0,5.0,34.0,35.4,3.0,-9.0,-2.8,0.0,1.0,0.0
