PLAYER,COMP,ATT,YDS,AVG,TD,INT,SCK,SCKY,RATE,ATT.1,YDS.1,AVG.1,TD.1,FUM,LOST
Carson Strong,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,41.0,2.0,-2.0,-1.0,0.0,0.0,0.0
Carson Wentz,2118.0,3381.0,22763.0,6.8,156.0,69.0,244.0,1565.0,89.8,359.0,1436.0,4.0,11.0,74.0,29.0
Cary Conklin,52.0,101.0,560.0,5.6,5.0,3.0,10.0,65.0,75.5,5.0,-6.0,-1.1,0.0,1.0,1.0
Case Keenum,1775.0,2849.0,19108.0,6.5,94.0,64.0,152.0,1085.0,82.6,182.0,550.0,3.6,6.0,39.0,17.0
Casey Bramlet,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Casey Printers,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Casey Weldon,60.0,120.0,713.0,5.7,1.0,4.0,12.0,76.0,62.0,12.0,0.0,-0.0,1.0,6.0,4.0
Cecil Isbell,379.0,739.0,5394.0,8.5,56.0,48.0,0.0,0.0,78.7,312.0,1126.0,3.5,8.0,0.0,0.0
Chad Henne,1517.0,2537.0,16614.0,6.5,81.0,79.0,198.0,1189.0,77.8,184.0,466.0,2.4,4.0,34.0,10.0
Chad Hutchinson,220.0,413.0,2466.0,6.0,11.0,11.0,57.0,425.0,70.0,26.0,85.0,3.3,0.0,20.0,12.0
Chad Kanoff,25.0,55.0,306.0,6.8,2.0,1.0,4.0,19.0,76.2,5.0,-6.0,-1.1,0.0,1.0,1.0
Chad Kelly,94.0,133.0,1049.0,7.9,5.0,4.0,7.0,52.0,95.9,16.0,148.0,6.6,2.0,0.0,0.0
Chad May,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Chad Pennington,1824.0,2778.0,19863.0,7.3,115.0,72.0,182.0,1071.0,90.9,198.0,551.0,3.3,7.0,45.0,17.0
Chandler Harnish,59.0,107.0,689.0,7.5,4.0,2.0,16.0,83.0,85.8,12.0,49.0,4.3,0.0,4.0,1.0
Charley Johnson,1737.0,3392.0,24410.0,7.2,170.0,181.0,242.0,2186.0,70.0,196.0,539.0,2.3,10.0,56.0,0.0
Charley Rogers,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Charley Sarratt,1.0,1.0,48.0,48.0,0.0,0.0,0.0,4.0,118.8,3.0,3.0,1.0,0.0,0.0,0.0
Charlie Batch,949.0,1668.0,11533.0,7.4,63.0,53.0,164.0,901.0,79.7,174.0,646.0,3.4,6.0,23.0,11.0
Charlie Brackins,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,39.6,0.0,0.0,,0.0,0.0,0.0
Charlie Conerly,1466.0,2925.0,20273.0,7.1,177.0,171.0,8.0,1715.0,70.9,274.0,700.0,1.8,11.0,56.0,0.0
Charlie Frye,479.0,781.0,4823.0,6.1,20.0,34.0,88.0,544.0,68.5,85.0,422.0,5.1,5.0,16.0,11.0
Charlie Green,2.0,2.0,17.0,8.5,0.0,0.0,0.0,0.0,102.1,0.0,0.0,,0.0,0.0,0.0
Charlie Milstead,4.0,7.0,43.0,3.6,0.0,0.0,0.0,0.0,63.6,3.0,3.0,2.5,0.0,0.0,0.0
Charlie Seabright,2.0,6.0,20.0,3.3,1.0,1.0,0.0,0.0,59.4,1.0,4.0,4.0,0.0,4.0,0.0
Charlie Trippi,172.0,372.0,2081.0,5.5,13.0,26.0,0.0,359.0,51.6,150.0,851.0,5.0,8.0,7.0,0.0
Charlie Whitehurst,454.0,815.0,5075.0,6.2,24.0,20.0,76.0,428.0,73.7,88.0,249.0,2.7,2.0,18.0,6.0
Chase Daniel,607.0,913.0,6083.0,6.5,40.0,23.0,85.0,546.0,84.4,119.0,436.0,3.8,1.0,17.0,3.0
Chase Garbers,24.0,40.0,249.0,6.1,0.0,0.0,6.0,37.0,80.7,14.0,59.0,4.0,0.0,0.0,0.0
Chase Litton,56.0,96.0,575.0,5.8,4.0,1.0,4.0,18.0,84.3,10.0,26.0,3.5,0.0,1.0,0.0
Chief Elkins,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Chon Gallegos,18.0,35.0,298.0,9.1,2.0,3.0,0.0,0.0,75.3,3.0,25.0,5.2,0.0,3.0,0.0
Chris Cagle,45.0,134.0,681.0,5.5,5.0,17.0,0.0,0.0,45.1,71.0,186.0,2.4,0.0,0.0,0.0
Chris Chandler,2465.0,4256.0,30058.0,7.2,179.0,160.0,404.0,2776.0,78.7,406.0,1473.0,3.5,12.0,103.0,39.0
Chris Dittoe,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Chris Greisen,7.0,16.0,69.0,4.5,1.0,0.0,3.0,24.0,80.1,1.0,1.0,1.0,0.0,1.0,1.0
Chris Miller,1615.0,2954.0,19789.0,6.6,126.0,107.0,218.0,1591.0,75.2,182.0,832.0,4.9,2.0,54.0,25.0
Chris Oladokun,16.0,26.0,181.0,8.1,1.0,1.0,3.0,24.0,91.1,2.0,37.0,18.5,0.0,1.0,0.0
Chris Redman,347.0,599.0,3782.0,5.8,22.0,17.0,37.0,223.0,73.6,47.0,29.0,0.8,0.0,12.0,6.0
Chris Simms,370.0,628.0,3783.0,5.6,14.0,21.0,61.0,463.0,69.8,40.0,70.0,1.7,2.0,13.0,9.0
Chris Streveler,68.0,103.0,689.0,7.3,7.0,2.0,6.0,38.0,102.6,37.0,205.0,5.2,0.0,3.0,0.0
Chris Swartz,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Chris Weinke,386.0,709.0,3904.0,4.9,15.0,26.0,47.0,298.0,62.0,57.0,145.0,3.1,6.0,13.0,3.0
Christian Hackenberg,66.0,137.0,600.0,4.4,3.0,6.0,12.0,79.0,50.7,14.0,105.0,7.8,0.0,7.0,3.0
Christian Ponder,758.0,1263.0,8066.0,6.4,44.0,41.0,123.0,682.0,75.4,169.0,853.0,5.2,10.0,23.0,12.0
Chuck Clements,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,-3.0,-1.5,0.0,0.0,0.0
Chuck Dressen,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Chuck Fenenbock,65.0,168.0,1092.0,6.4,10.0,20.0,0.0,0.0,53.8,118.0,323.0,3.1,1.0,5.0,0.0
Chuck Fusina,22.0,37.0,198.0,4.1,1.0,2.0,2.0,3.0,63.7,11.0,28.0,4.0,0.0,4.0,0.0
Chuck Long,331.0,607.0,3747.0,6.6,19.0,28.0,43.0,330.0,63.6,35.0,87.0,2.9,0.0,13.0,6.0
Chuck Ortmann,56.0,139.0,671.0,4.8,3.0,13.0,0.0,199.0,49.2,59.0,327.0,5.7,0.0,5.0,0.0
Clayton Thorson,35.0,76.0,338.0,3.1,2.0,3.0,7.0,48.0,45.3,5.0,-1.0,0.0,0.0,1.0,0.0
Clayton Tune,46.0,80.0,415.0,5.1,1.0,3.0,11.0,76.0,67.0,18.0,74.0,2.6,1.0,3.0,2.0
Cleo Lemon,241.0,426.0,2453.0,5.4,9.0,8.0,33.0,206.0,73.0,38.0,107.0,2.2,4.0,7.0,3.0
Cliff Montgomery,7.0,32.0,93.0,2.4,1.0,6.0,0.0,0.0,27.7,47.0,70.0,1.6,0.0,0.0,0.0
Cliff Olander,12.0,24.0,125.0,4.8,0.0,3.0,3.0,22.0,48.5,8.0,27.0,0.6,0.0,0.0,0.0
Cliff Stoudt,369.0,704.0,4693.0,6.3,24.0,44.0,81.0,534.0,65.3,131.0,711.0,5.3,4.0,18.0,6.0
Clint Longley,33.0,70.0,467.0,5.1,5.0,4.0,12.0,98.0,70.1,11.0,21.0,3.0,0.0,0.0,0.0
Clint Stoerner,29.0,54.0,367.0,7.4,4.0,5.0,7.0,43.0,86.9,9.0,27.0,2.4,1.0,1.0,1.0
Clyde Crabtree,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Clyde LeForce,197.0,388.0,2961.0,6.7,25.0,37.0,0.0,393.0,59.3,59.0,287.0,5.7,1.0,11.0,0.0
Cody Carlson,386.0,692.0,4634.0,6.4,23.0,29.0,55.0,380.0,70.3,85.0,239.0,2.3,4.0,26.0,10.0
Cody Kessler,315.0,484.0,2975.0,5.6,11.0,5.0,73.0,493.0,80.7,47.0,211.0,3.4,1.0,12.0,5.0
Cody Pickett,18.0,45.0,195.0,5.6,0.0,4.0,5.0,30.0,46.2,14.0,47.0,4.1,0.0,4.0,0.0
Colin Kaepernick,1199.0,2025.0,14642.0,7.0,83.0,40.0,196.0,1211.0,84.0,457.0,3133.0,7.1,18.0,45.0,17.0
Colt Brennan,36.0,53.0,411.0,8.7,3.0,0.0,8.0,46.0,106.2,2.0,11.0,5.5,0.0,1.0,0.0
Colt McCoy,1033.0,1617.0,10917.0,7.0,54.0,46.0,147.0,891.0,84.7,226.0,805.0,3.6,2.0,37.0,9.0
Connor Cook,125.0,244.0,1319.0,6.0,5.0,9.0,12.0,81.0,65.8,5.0,33.0,5.9,0.0,5.0,2.0
Connor Shaw,33.0,53.0,427.0,8.5,3.0,1.0,5.0,32.0,110.5,21.0,80.0,5.0,0.0,1.0,1.0
Coonie Checkaye,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Cooper Rush,333.0,531.0,3360.0,6.0,19.0,10.0,22.0,155.0,83.2,43.0,73.0,2.6,0.0,5.0,2.0
Cory Sauter,12.0,18.0,118.0,6.6,0.0,0.0,0.0,0.0,85.0,4.0,16.0,4.0,0.0,0.0,0.0
Cotton Davidson,889.0,2073.0,13737.0,6.3,80.0,131.0,29.0,262.0,53.1,155.0,588.0,3.5,14.0,31.0,0.0
Cotton Price,58.0,151.0,830.0,5.0,6.0,19.0,0.0,0.0,50.0,82.0,229.0,3.2,2.0,3.0,0.0
Craig Bradshaw,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Craig Erickson,591.0,1092.0,7625.0,6.4,41.0,38.0,82.0,535.0,75.0,77.0,201.0,2.6,1.0,23.0,8.0
Craig Krenzel,59.0,127.0,718.0,5.5,3.0,6.0,23.0,158.0,54.3,18.0,41.0,3.2,0.0,8.0,6.0
Craig Kupp,6.0,14.0,46.0,3.3,0.0,0.0,4.0,46.0,51.5,2.0,10.0,5.0,0.0,2.0,2.0
Craig Morton,2268.0,4252.0,30665.0,7.6,201.0,216.0,438.0,3282.0,73.3,239.0,660.0,2.8,13.0,75.0,2.0
Craig Nall,44.0,78.0,578.0,9.8,7.0,0.0,5.0,38.0,110.6,20.0,23.0,1.8,0.0,7.0,3.0
Craig Penrose,55.0,117.0,711.0,7.1,5.0,12.0,5.0,49.0,63.4,7.0,21.0,1.5,0.0,1.0,0.0
Craig Whelihan,267.0,557.0,3160.0,5.5,14.0,29.0,36.0,279.0,56.4,31.0,67.0,2.3,0.0,16.0,6.0
Cullen Finnerty,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Curly Oden,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Curtis Painter,227.0,440.0,2651.0,6.2,10.0,18.0,35.0,230.0,61.9,28.0,103.0,1.6,0.0,13.0,6.0
Cy Kahl,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
D J Shockley,13.0,34.0,185.0,5.3,1.0,2.0,2.0,2.0,43.1,3.0,22.0,9.8,0.0,1.0,1.0
Dak Prescott,2854.0,4253.0,32328.0,7.8,226.0,81.0,256.0,1545.0,100.9,448.0,2120.0,4.9,34.0,57.0,27.0
Dameyune Craig,4.0,8.0,34.0,4.2,0.0,0.0,2.0,15.0,61.5,5.0,24.0,3.6,0.0,1.0,0.0
Damon Huard,589.0,978.0,6463.0,7.0,35.0,27.0,100.0,657.0,81.8,55.0,148.0,2.4,0.0,19.0,10.0
Dan Darragh,127.0,296.0,1353.0,4.4,4.0,22.0,38.0,365.0,40.2,20.0,51.0,4.1,0.0,9.0,0.0
Dan Fouts,3456.0,5890.0,45165.0,7.6,266.0,258.0,332.0,2399.0,78.6,232.0,491.0,2.0,13.0,108.0,24.0
Dan Gonzalez,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Dan Henning,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Dan LeFevour,30.0,59.0,276.0,4.9,1.0,2.0,9.0,48.0,59.8,9.0,67.0,7.6,0.0,3.0,0.0
Dan Manucci,12.0,28.0,132.0,3.5,0.0,2.0,8.0,75.0,49.0,9.0,56.0,5.4,0.0,1.0,1.0
Dan Marino,5352.0,9045.0,65871.0,7.3,452.0,276.0,292.0,2071.0,86.2,316.0,88.0,0.8,10.0,117.0,45.0
Dan McGwire,74.0,148.0,745.0,4.6,2.0,6.0,21.0,161.0,60.7,14.0,6.0,1.3,0.0,10.0,5.0
Dan Orlovsky,541.0,918.0,5883.0,6.3,27.0,26.0,49.0,348.0,74.6,34.0,50.0,1.4,0.0,19.0,6.0
Dan Pastorini,1627.0,3171.0,19469.0,5.9,107.0,169.0,257.0,2321.0,62.6,219.0,676.0,3.0,8.0,69.0,2.0
Daniel Jones,1334.0,2053.0,13753.0,6.9,68.0,43.0,192.0,1228.0,88.7,360.0,2037.0,5.5,13.0,50.0,26.0
Danny Etling,54.0,91.0,591.0,5.3,3.0,2.0,9.0,53.0,77.1,36.0,308.0,7.1,2.0,2.0,1.0
Danny Kanell,507.0,988.0,5328.0,5.1,32.0,34.0,64.0,521.0,62.2,44.0,49.0,1.5,0.0,19.0,6.0
Danny McManus,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Danny White,1967.0,3310.0,24243.0,7.4,170.0,148.0,264.0,2285.0,79.6,177.0,501.0,3.3,8.0,77.0,27.0
Danny Wuerffel,184.0,350.0,2123.0,5.6,12.0,22.0,57.0,362.0,55.7,31.0,189.0,6.3,1.0,5.0,2.0
Darrell Hackney,24.0,38.0,288.0,7.0,1.0,0.0,2.0,4.0,88.6,9.0,51.0,10.2,0.0,0.0,0.0
Darrell Tully,20.0,75.0,356.0,4.4,2.0,13.0,0.0,0.0,26.7,31.0,50.0,1.8,1.0,0.0,0.0
Daryle Lamonica,1405.0,2864.0,21082.0,7.4,183.0,148.0,167.0,1430.0,73.6,175.0,665.0,3.5,15.0,33.0,1.0
Daunte Culpepper,2099.0,3349.0,25219.0,7.7,157.0,111.0,308.0,1758.0,88.1,532.0,2785.0,5.4,35.0,105.0,40.0
Dave Barr,5.0,9.0,42.0,4.6,0.0,0.0,1.0,4.0,69.8,1.0,5.0,5.0,0.0,0.0,0.0
Dave Brown,898.0,1644.0,10304.0,6.1,44.0,59.0,181.0,1005.0,68.9,193.0,677.0,3.4,7.0,37.0,17.0
Dave Dickenson,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Dave Krieg,3249.0,5593.0,40042.0,7.3,272.0,208.0,521.0,4011.0,82.4,434.0,1281.0,2.7,14.0,157.0,66.0
Dave Leggett,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,,0.0,0.0,0.0
Dave Mays,80.0,156.0,937.0,4.5,7.0,11.0,9.0,82.0,53.8,9.0,16.0,1.0,0.0,6.0,0.0
Dave Rader,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Dave Ragone,20.0,40.0,135.0,3.4,0.0,1.0,8.0,39.0,49.3,6.0,51.0,5.1,0.0,4.0,1.0
Dave Ryan,73.0,154.0,965.0,7.5,6.0,17.0,0.0,0.0,49.6,71.0,65.0,1.2,1.0,7.0,0.0
Dave Smukler,84.0,220.0,956.0,3.7,13.0,22.0,0.0,0.0,45.1,188.0,560.0,2.8,2.0,0.0,0.0
Dave Wilson,553.0,1051.0,7007.0,6.0,36.0,57.0,100.0,828.0,63.1,45.0,23.0,1.1,2.0,26.0,13.0
David Archer,336.0,661.0,4337.0,5.7,18.0,30.0,89.0,642.0,61.3,135.0,706.0,5.7,2.0,18.0,9.0
David Blough,266.0,451.0,2629.0,6.2,13.0,13.0,38.0,251.0,78.1,37.0,184.0,5.8,1.0,6.0,2.0
David Carr,1483.0,2478.0,15843.0,6.5,76.0,73.0,293.0,1714.0,78.5,325.0,1426.0,4.4,9.0,72.0,23.0
David Fales,147.0,260.0,1755.0,5.8,10.0,8.0,18.0,147.0,67.8,20.0,41.0,1.8,1.0,2.0,0.0
David Garrard,1529.0,2483.0,17501.0,7.1,98.0,61.0,194.0,1208.0,86.4,397.0,1877.0,4.9,18.0,45.0,22.0
David Greene,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
David Humm,63.0,137.0,753.0,5.0,3.0,8.0,12.0,100.0,58.2,16.0,28.0,1.8,0.0,7.0,1.0
David Jaynes,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
David Klingler,389.0,718.0,3994.0,5.3,16.0,22.0,87.0,539.0,65.1,74.0,456.0,6.6,0.0,19.0,10.0
David Lindley,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
David Norrie,35.0,68.0,376.0,5.6,1.0,4.0,15.0,72.0,49.1,5.0,5.0,0.6,0.0,4.0,2.0
David Whitehurst,504.0,980.0,6205.0,6.4,28.0,51.0,100.0,743.0,62.9,77.0,242.0,3.2,7.0,20.0,3.0
David Woodley,735.0,1381.0,9203.0,6.3,53.0,69.0,95.0,732.0,65.7,218.0,958.0,5.2,12.0,34.0,12.0
Davis Mills,649.0,1053.0,6708.0,6.3,40.0,30.0,75.0,546.0,80.8,59.0,182.0,2.8,2.0,17.0,6.0
Davis Webb,176.0,280.0,1494.0,5.0,6.0,3.0,4.0,26.0,71.8,33.0,88.0,3.0,1.0,4.0,2.0
DeShone Kizer,357.0,671.0,4165.0,6.5,17.0,28.0,57.0,377.0,66.8,102.0,564.0,5.3,6.0,11.0,7.0
Dean Carlson,14.0,30.0,232.0,7.7,0.0,2.0,4.0,26.0,45.4,4.0,34.0,8.5,0.0,0.0,0.0
Dean Look,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,0.0,0.0
Dean May,1.0,6.0,33.0,11.0,0.0,1.0,1.0,7.0,52.8,2.0,-4.0,-2.0,0.0,0.0,0.0
Dean McAdams,37.0,75.0,315.0,4.1,0.0,7.0,0.0,0.0,43.6,40.0,-38.0,0.0,0.0,0.0,0.0
Dennis Claridge,41.0,71.0,484.0,6.8,2.0,2.0,9.0,77.0,76.1,7.0,12.0,-0.3,0.0,2.0,0.0
Dennis Dixon,114.0,205.0,1349.0,7.3,4.0,4.0,13.0,98.0,79.6,41.0,263.0,6.9,2.0,4.0,1.0
Dennis Morrison,21.0,51.0,227.0,3.8,1.0,5.0,0.0,0.0,21.9,1.0,0.0,0.0,0.0,1.0,0.0
Dennis Shaw,489.0,924.0,6347.0,6.7,35.0,68.0,124.0,1072.0,60.4,95.0,420.0,3.7,0.0,24.0,0.0
Dennis Sproul,5.0,13.0,87.0,6.8,0.0,0.0,1.0,7.0,66.7,2.0,0.0,0.0,0.0,2.0,0.0
Derek Anderson,1117.0,2036.0,13511.0,6.8,74.0,75.0,89.0,601.0,75.2,122.0,254.0,1.9,5.0,38.0,16.0
Derek Carr,3719.0,5737.0,40754.0,7.3,255.0,113.0,302.0,1892.0,93.1,316.0,920.0,3.1,6.0,89.0,40.0
Deshaun Watson,1522.0,2311.0,18286.0,7.7,125.0,48.0,231.0,1342.0,96.2,414.0,2239.0,5.7,23.0,40.0,14.0
Desmond Ridder,363.0,568.0,4055.0,7.1,17.0,15.0,42.0,241.0,83.2,78.0,322.0,3.8,5.0,16.0,9.0
Devlin Hodges,120.0,198.0,1253.0,6.9,7.0,9.0,18.0,131.0,81.9,23.0,69.0,2.4,0.0,6.0,1.0
Dewey Warren,47.0,80.0,506.0,6.5,1.0,4.0,10.0,69.0,62.3,4.0,17.0,4.2,0.0,2.0,0.0
Dick Bilda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,,0.0,0.0,0.0
Dick Erdlitz,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,27.0,93.0,3.0,1.0,0.0,0.0
Dick Fishel,3.0,7.0,50.0,7.1,0.0,1.0,0.0,0.0,28.0,22.0,61.0,2.7,1.0,0.0,0.0
Dick Flowers,2.0,4.0,18.0,4.5,0.0,0.0,0.0,10.0,62.5,0.0,0.0,,0.0,0.0,0.0
Dick Hendley,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Dick Horn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Dick Jamieson,35.0,70.0,586.0,5.5,6.0,2.0,0.0,0.0,78.0,2.0,10.0,5.0,0.0,1.0,0.0
Dick Norman,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Dick Shiner,390.0,804.0,5233.0,5.9,39.0,47.0,105.0,804.0,60.0,61.0,159.0,2.2,2.0,27.0,0.0
Dick Vick,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Dick Weisgerber,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,11.0,34.0,3.1,0.0,0.0,0.0
Dick Wood,563.0,1291.0,7808.0,6.9,55.0,78.0,18.0,139.0,58.4,27.0,45.0,1.9,4.0,16.0,0.0
Dieter Brock,234.0,418.0,2774.0,6.7,16.0,15.0,55.0,376.0,74.7,21.0,38.0,0.9,0.0,8.0,5.0
Dominique Davis,79.0,141.0,892.0,7.5,5.0,6.0,8.0,55.0,77.9,16.0,115.0,8.1,0.0,0.0,0.0
Don Allard,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Don Breaux,93.0,183.0,1363.0,9.3,9.0,10.0,2.0,15.0,75.5,13.0,47.0,2.4,0.0,8.0,0.0
Don Gault,2.0,19.0,67.0,5.2,0.0,3.0,1.0,5.0,11.1,0.0,0.0,,0.0,1.0,0.0
Don Heinrich,168.0,419.0,2339.0,4.8,17.0,25.0,0.0,100.0,55.7,27.0,24.0,0.9,5.0,8.0,0.0
Don Horn,232.0,465.0,3369.0,6.4,20.0,36.0,27.0,233.0,63.7,18.0,3.0,-0.1,1.0,15.0,0.0
Don Klosterman,3.0,10.0,47.0,4.7,0.0,3.0,0.0,18.0,7.1,1.0,-9.0,-9.0,0.0,1.0,0.0
Don Majkowski,1070.0,1928.0,12906.0,7.2,69.0,69.0,180.0,1058.0,73.0,251.0,1130.0,4.7,12.0,59.0,26.0
Don McPherson,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Don Meredith,1209.0,2386.0,17750.0,7.5,138.0,116.0,223.0,1926.0,74.4,250.0,1258.0,4.9,15.0,73.0,1.0
Don Milan,15.0,32.0,181.0,4.6,1.0,1.0,7.0,44.0,68.8,4.0,41.0,10.5,0.0,1.0,0.0
Don Panciera,35.0,96.0,582.0,6.5,5.0,9.0,0.0,107.0,59.2,4.0,6.0,1.5,0.0,4.0,0.0
Don Strock,483.0,844.0,5913.0,6.4,49.0,45.0,39.0,339.0,76.0,59.0,16.0,0.8,2.0,18.0,4.0
Don Trull,307.0,729.0,4460.0,6.5,31.0,35.0,56.0,459.0,60.2,145.0,458.0,2.7,17.0,21.0,0.0
Donald Hollas,202.0,375.0,2399.0,5.9,13.0,21.0,52.0,329.0,70.3,61.0,295.0,4.7,1.0,19.0,6.0
Donovan McNabb,3617.0,6130.0,42299.0,6.9,263.0,137.0,465.0,2980.0,84.5,693.0,3900.0,5.5,33.0,110.0,55.0
Dorian Thompson Robinson,97.0,170.0,880.0,6.1,3.0,4.0,8.0,68.0,82.3,28.0,134.0,3.9,0.0,3.0,0.0
Doug Flutie,1224.0,2243.0,15408.0,6.5,89.0,71.0,112.0,718.0,74.3,350.0,1718.0,5.3,10.0,42.0,19.0
Doug Gaynor,3.0,3.0,30.0,10.0,0.0,0.0,1.0,5.0,108.3,1.0,4.0,4.0,0.0,0.0,0.0
Doug Hudson,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,39.6,1.0,0.0,0.0,0.0,1.0,0.0
Doug Johnson,219.0,385.0,2614.0,6.2,13.0,18.0,38.0,226.0,72.8,32.0,58.0,2.1,2.0,12.0,4.0
Doug Nussmeier,46.0,82.0,455.0,6.5,1.0,4.0,9.0,49.0,67.6,11.0,36.0,2.6,0.0,3.0,2.0
Doug Pederson,286.0,522.0,2762.0,5.0,12.0,19.0,40.0,244.0,66.5,62.0,99.0,1.7,0.0,14.0,8.0
Doug Williams,1308.0,2676.0,18108.0,6.6,109.0,104.0,90.0,790.0,68.1,237.0,916.0,3.7,15.0,43.0,20.0
Dresser Winn,3.0,5.0,21.0,4.2,0.0,0.0,0.0,0.0,69.6,0.0,0.0,,0.0,0.0,0.0
Drew Anderson,18.0,32.0,206.0,6.0,2.0,1.0,1.0,9.0,79.3,3.0,42.0,16.0,0.0,0.0,0.0
Drew Bledsoe,3968.0,6969.0,45946.0,6.7,257.0,218.0,484.0,3266.0,77.5,398.0,771.0,1.9,10.0,127.0,59.0
Drew Brees,7843.0,11601.0,88362.0,7.8,627.0,260.0,455.0,3265.0,98.8,542.0,825.0,1.9,26.0,128.0,48.0
Drew Henson,12.0,21.0,109.0,7.8,1.0,1.0,6.0,63.0,86.1,1.0,7.0,7.0,0.0,3.0,1.0
Drew Lock,574.0,946.0,6528.0,7.4,38.0,28.0,50.0,307.0,83.4,94.0,356.0,3.6,5.0,18.0,7.0
Drew Olson,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Drew Stanton,513.0,961.0,6138.0,6.4,35.0,30.0,55.0,364.0,73.3,117.0,404.0,3.5,4.0,14.0,2.0
Drew Willy,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Dunc Annan,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Dustin Vaughan,22.0,43.0,212.0,4.6,1.0,0.0,5.0,58.0,72.8,3.0,2.0,0.7,0.0,0.0,0.0
Dutch Clark,91.0,186.0,1185.0,5.8,7.0,16.0,0.0,0.0,63.1,469.0,2366.0,5.1,25.0,0.0,0.0
Dwayne Haskins,336.0,560.0,3592.0,6.5,16.0,17.0,55.0,396.0,76.7,52.0,183.0,3.9,1.0,14.0,6.0
Dwight Sloan,100.0,227.0,1251.0,5.0,3.0,18.0,0.0,0.0,44.2,193.0,576.0,3.4,4.0,0.0,0.0
Dylan Thompson,24.0,40.0,277.0,4.4,2.0,2.0,5.0,36.0,61.4,5.0,11.0,2.0,0.0,0.0,0.0
EJ Manuel,99.0,183.0,1003.0,5.4,4.0,2.0,16.0,115.0,71.7,22.0,104.0,3.8,0.0,2.0,1.0
Eagle Day,15.0,32.0,194.0,6.8,0.0,2.0,0.0,77.0,53.1,6.0,28.0,4.6,0.0,0.0,0.0
