PLAYER,ATT,YDS,AVG,LNG,TD,REC,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Deon Dyer,0.0,0.0,,,0.0,2.0,14.0,7.0,13.0,0.0,0.0,0.0
Deon Jackson,138.0,458.0,2.6,42.0,5.0,46.0,299.0,5.6,27.0,2.0,4.0,3.0
Deon Strother,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Derek Brown,388.0,1383.0,3.4,60.0,6.0,108.0,918.0,9.1,37.0,3.0,5.0,4.0
Derek Loville,501.0,1774.0,3.3,44.0,20.0,128.0,995.0,7.7,44.0,5.0,4.0,2.0
Derek Parish,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Derek Watson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Derek Watt,32.0,77.0,2.3,17.0,2.0,22.0,198.0,9.6,53.0,1.0,1.0,1.0
Derrick Blaylock,200.0,817.0,4.3,25.0,10.0,54.0,531.0,8.8,63.0,2.0,1.0,0.0
Derrick Clark,56.0,168.0,2.7,12.0,3.0,9.0,47.0,4.5,10.0,0.0,1.0,1.0
Derrick Coleman,21.0,59.0,3.6,19.0,0.0,21.0,164.0,7.8,15.0,3.0,1.0,0.0
Derrick Cullors,69.0,253.0,3.0,24.0,0.0,20.0,172.0,7.8,43.0,1.0,7.0,1.0
Derrick Douglas,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Derrick Foster,1.0,9.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Derrick Gainer,65.0,190.0,2.7,9.0,3.0,13.0,122.0,10.0,20.0,0.0,0.0,0.0
Derrick Gore,107.0,503.0,4.7,51.0,3.0,24.0,229.0,7.9,56.0,1.0,1.0,1.0
Derrick Harmon,104.0,398.0,2.9,19.0,2.0,25.0,222.0,8.5,42.0,0.0,4.0,3.0
Derrick Harris,17.0,43.0,2.8,15.0,0.0,17.0,81.0,4.5,8.0,2.0,1.0,0.0
Derrick Henry,2264.0,10569.0,4.5,99.0,99.0,178.0,1613.0,9.6,75.0,4.0,18.0,9.0
Derrick Jensen,233.0,803.0,3.2,33.0,5.0,44.0,384.0,8.2,32.0,3.0,8.0,1.0
Derrick Lassic,78.0,276.0,2.9,15.0,3.0,10.0,45.0,5.1,9.0,0.0,2.0,1.0
Derrick McAdoo,53.0,230.0,3.4,17.0,3.0,2.0,12.0,6.0,6.0,0.0,2.0,1.0
Derrick Moore,311.0,1202.0,3.5,53.0,12.0,30.0,205.0,6.1,20.0,1.0,10.0,5.0
Derrick Ned,23.0,108.0,7.5,35.0,1.0,25.0,149.0,4.4,19.0,0.0,3.0,2.0
Derrick Ross,3.0,8.0,2.7,4.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Derrick Ward,620.0,2878.0,4.4,51.0,13.0,108.0,859.0,7.4,48.0,3.0,9.0,4.0
Derrick Wimbush,4.0,15.0,4.0,7.0,1.0,9.0,49.0,5.6,9.0,0.0,1.0,1.0
Derrick Witherspoon,7.0,28.0,3.8,7.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Derrius Guice,59.0,308.0,5.3,60.0,2.0,8.0,83.0,13.1,45.0,1.0,0.0,0.0
Detrez Newsome,64.0,238.0,3.2,31.0,3.0,17.0,111.0,5.0,29.0,0.0,0.0,0.0
Detron Smith,5.0,17.0,2.9,11.0,0.0,13.0,103.0,8.8,17.0,2.0,0.0,0.0
Deuce McAllister,1477.0,6312.0,4.4,76.0,50.0,246.0,1786.0,7.1,39.0,6.0,20.0,13.0
Deuce Vaughn,36.0,104.0,2.2,26.0,2.0,11.0,45.0,4.3,11.0,0.0,0.0,0.0
Devante Mays,33.0,63.0,1.7,7.0,0.0,15.0,100.0,6.7,20.0,0.0,2.0,1.0
Devin Moore,16.0,63.0,3.2,22.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Devin Singletary,1021.0,4624.0,4.7,51.0,26.0,222.0,1491.0,6.1,49.0,5.0,14.0,5.0
Devine Ozigbo,86.0,327.0,2.9,26.0,1.0,32.0,203.0,6.2,30.0,0.0,0.0,0.0
Devon Johnson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Devonta Freeman,1269.0,5183.0,4.1,75.0,43.0,334.0,2655.0,8.1,57.0,15.0,13.0,8.0
Devontae Booker,575.0,2272.0,4.1,43.0,12.0,169.0,1282.0,7.5,43.0,2.0,9.0,5.0
Dewell Brewer,0.0,0.0,,,0.0,0.0,0.0,,,0.0,3.0,1.0
Dewey Bohling,233.0,737.0,2.7,18.0,6.0,56.0,702.0,13.9,41.0,6.0,4.0,0.0
Dewey Scanlon,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dexter Bussey,1208.0,5124.0,4.1,46.0,18.0,194.0,1614.0,8.1,65.0,5.0,36.0,3.0
Dexter Carter,258.0,1085.0,4.6,74.0,5.0,66.0,706.0,11.4,44.0,2.0,42.0,18.0
Dexter McCluster,243.0,1065.0,3.9,44.0,3.0,126.0,975.0,7.9,49.0,4.0,7.0,6.0
Dexter McNabb,2.0,11.0,5.5,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dexter Williams,60.0,223.0,3.8,14.0,1.0,5.0,57.0,10.5,21.0,0.0,0.0,0.0
Diamond Ferri,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Abrell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Bass,1232.0,5457.0,4.4,73.0,34.0,204.0,1841.0,9.3,53.0,7.0,43.0,0.0
Dick Bielski,80.0,229.0,2.6,15.0,2.0,16.0,111.0,7.0,19.0,0.0,2.0,0.0
Dick Booth,33.0,100.0,3.1,17.0,1.0,10.0,193.0,21.6,54.0,1.0,1.0,0.0
Dick Cassiano,35.0,84.0,2.6,0.0,0.0,2.0,67.0,33.5,44.0,2.0,0.0,0.0
Dick Christy,337.0,1267.0,3.2,47.0,9.0,132.0,1473.0,11.1,68.0,6.0,22.0,0.0
Dick Crayne,111.0,338.0,2.8,3.0,1.0,2.0,36.0,18.0,32.0,0.0,0.0,0.0
Dick Davis,54.0,188.0,3.3,25.0,0.0,8.0,58.0,7.2,13.0,0.0,0.0,0.0
Dick Dobeleit,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Hoak,1132.0,3965.0,3.2,77.0,25.0,146.0,1452.0,10.3,48.0,8.0,31.0,0.0
Dick Hoerner,549.0,2291.0,4.1,64.0,33.0,83.0,1221.0,13.7,54.0,4.0,23.0,0.0
Dick Hughes,2.0,6.0,3.0,4.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Dick James,502.0,1930.0,3.8,41.0,19.0,104.0,1669.0,16.1,77.0,15.0,34.0,0.0
Dick Kercher,3.0,1.0,0.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick King,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Leftridge,8.0,17.0,1.8,5.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Dick Moynihan,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Nardi,40.0,139.0,3.5,0.0,0.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0
Dick Nesbitt,201.0,560.0,2.5,0.0,2.0,12.0,72.0,7.1,15.0,0.0,0.0,0.0
Dick Poillon,186.0,535.0,2.7,21.0,4.0,37.0,477.0,12.3,33.0,5.0,6.0,0.0
Dick Richards,14.0,40.0,2.9,0.0,0.0,2.0,22.0,11.0,0.0,0.0,0.0,0.0
Dick Riffle,388.0,1381.0,3.4,54.0,10.0,19.0,189.0,9.7,31.0,2.0,0.0,0.0
Dick Sandefur,7.0,13.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Schweidler,41.0,166.0,4.2,27.0,3.0,4.0,75.0,18.8,24.0,0.0,1.0,0.0
Dick Sturtridge,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Thornton,5.0,14.0,2.9,0.0,0.0,2.0,14.0,7.0,10.0,0.0,0.0,0.0
Dick Todd,372.0,1581.0,4.9,61.0,11.0,120.0,1836.0,16.6,81.0,21.0,6.0,0.0
Dick Tuckey,46.0,152.0,3.0,0.0,0.0,2.0,20.0,10.0,10.0,0.0,0.0,0.0
Dick Weber,7.0,10.0,1.2,7.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Dick Wolf,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Young,78.0,199.0,2.0,14.0,2.0,6.0,53.0,8.9,12.0,0.0,3.0,0.0
Dickie Post,648.0,2691.0,3.3,67.0,17.0,105.0,1015.0,9.3,66.0,3.0,6.0,0.0
Dimitri Flowers,0.0,0.0,,,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Dimitri Nance,57.0,146.0,2.4,11.0,2.0,10.0,74.0,8.6,16.0,0.0,1.0,1.0
Dimp Halloran,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dinger Doane,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dino Hall,27.0,194.0,7.5,52.0,1.0,11.0,125.0,11.0,31.0,1.0,12.0,4.0
Dino Philyaw,16.0,54.0,2.7,18.0,1.0,2.0,23.0,11.5,14.0,0.0,1.0,0.0
Dinty Moore,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dion Lewis,724.0,3004.0,4.1,44.0,16.0,247.0,1851.0,7.4,40.0,12.0,15.0,10.0
Dixie Howell,5.0,9.0,2.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Doak Walker,332.0,1664.0,4.6,67.0,14.0,159.0,2674.0,17.9,83.0,21.0,9.0,0.0
Doc Bruder,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doc Elliott,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doc Kelly,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doc Laduron,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doc Ledbetter,15.0,21.0,0.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Doc Parkinson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dom Moselle,46.0,176.0,3.8,15.0,2.0,31.0,475.0,17.9,85.0,4.0,7.0,0.0
Dom Principe,12.0,13.0,1.8,5.0,0.0,6.0,87.0,14.5,28.0,0.0,0.0,0.0
Domanick Williams,770.0,3195.0,4.2,51.0,23.0,154.0,1276.0,8.4,38.0,5.0,10.0,8.0
Dominic Rhodes,925.0,3732.0,4.0,77.0,28.0,158.0,1122.0,7.5,29.0,4.0,18.0,15.0
Dominique Ross,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dominique Williams,3.0,17.0,5.7,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Don Allen,30.0,18.0,0.9,0.0,1.0,5.0,34.0,8.2,0.0,0.0,2.0,0.0
Don Barton,7.0,40.0,5.4,14.0,0.0,2.0,51.0,25.5,42.0,1.0,0.0,0.0
Don Bingham,8.0,37.0,2.9,12.0,0.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0
Don Bosseler,775.0,3112.0,3.7,41.0,22.0,136.0,1083.0,8.7,61.0,1.0,9.0,0.0
Don Calhoun,907.0,3760.0,3.7,73.0,24.0,89.0,735.0,7.4,62.0,3.0,19.0,1.0
Don Curtin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Dimick,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Garlin,3.0,3.0,1.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Goodman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Greenwood,110.0,395.0,3.6,35.0,4.0,3.0,72.0,24.0,42.0,0.0,6.0,0.0
Don Hardeman,397.0,1460.0,3.8,46.0,11.0,58.0,285.0,4.5,19.0,2.0,8.0,0.0
Don Heater,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Herndon,0.0,0.0,,,0.0,5.0,57.0,9.4,0.0,1.0,1.0,0.0
Don Highsmith,94.0,327.0,3.1,26.0,2.0,12.0,143.0,11.6,47.0,0.0,7.0,0.0
Don Hill,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Irwin,194.0,660.0,3.7,11.0,6.0,29.0,297.0,10.5,23.0,0.0,0.0,0.0
Don Jackson,10.0,32.0,3.2,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Don Johnson,93.0,456.0,2.6,66.0,5.0,13.0,247.0,20.3,41.0,2.0,4.0,0.0
Don Jonas,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Lieberum,11.0,29.0,2.5,19.0,0.0,6.0,65.0,9.1,30.0,0.0,0.0,0.0
Don Lisbon,164.0,561.0,2.9,25.0,0.0,34.0,363.0,12.7,51.0,3.0,6.0,0.0
Don McCall,229.0,884.0,3.8,49.0,6.0,37.0,390.0,10.1,34.0,3.0,6.0,0.0
Don McCauley,794.0,2699.0,3.1,36.0,40.0,338.0,3070.0,8.6,44.0,17.0,16.0,0.0
Don McIlhenny,424.0,1615.0,3.6,46.0,7.0,71.0,661.0,8.1,64.0,7.0,13.0,0.0
Don Miller,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Moses,7.0,20.0,3.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Nottingham,701.0,2907.0,4.3,56.0,37.0,76.0,568.0,7.5,35.0,0.0,19.0,0.0
Don Overton,22.0,84.0,3.3,9.0,0.0,8.0,67.0,8.4,15.0,0.0,1.0,1.0
Don Perkins,1566.0,6501.0,4.1,59.0,45.0,147.0,1314.0,8.9,39.0,3.0,18.0,0.0
Don Phelps,55.0,263.0,3.9,33.0,3.0,1.0,28.0,28.0,28.0,0.0,3.0,0.0
Don Samuel,39.0,163.0,5.2,31.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0
Don Schaefer,102.0,320.0,3.4,11.0,2.0,13.0,117.0,7.2,27.0,0.0,3.0,0.0
Don Shy,457.0,1577.0,3.4,45.0,10.0,76.0,835.0,11.8,70.0,3.0,20.0,0.0
Don Smith,44.0,169.0,4.3,17.0,4.0,40.0,473.0,12.2,44.0,0.0,3.0,2.0
Don Stevens,33.0,95.0,7.2,36.0,0.0,13.0,174.0,12.9,39.0,0.0,7.0,0.0
Don Testerman,230.0,865.0,3.8,20.0,2.0,73.0,594.0,8.2,25.0,5.0,8.0,0.0
Don Wiper,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Woods,817.0,3326.0,3.9,56.0,16.0,165.0,1529.0,8.7,78.0,5.0,17.0,0.0
Donald Brown,824.0,3230.0,3.9,80.0,21.0,147.0,1323.0,9.9,72.0,4.0,4.0,0.0
Donald Jordan,11.0,70.0,6.4,29.0,0.0,1.0,6.0,6.0,6.0,0.0,1.0,0.0
Donnell Bennett,532.0,1945.0,3.5,44.0,17.0,66.0,352.0,5.1,30.0,1.0,8.0,4.0
Donnie Craft,73.0,189.0,1.7,10.0,3.0,35.0,329.0,8.9,49.0,1.0,0.0,0.0
Donnie Joe Morris,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Donnie Stone,357.0,1357.0,3.6,39.0,9.0,91.0,859.0,9.1,56.0,8.0,7.0,0.0
Donny Anderson,1245.0,4861.0,3.7,54.0,42.0,217.0,2640.0,13.0,56.0,14.0,47.0,0.0
Dontrell Hilliard,152.0,776.0,5.0,68.0,4.0,72.0,551.0,8.4,31.0,5.0,4.0,1.0
Dorin Dickerson,15.0,170.0,10.9,24.0,1.0,1.0,-8.0,-8.0,-8.0,0.0,1.0,1.0
Dorsey Levens,1408.0,5657.0,3.6,52.0,41.0,349.0,2745.0,7.7,66.0,19.0,17.0,11.0
Dou Innocent,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Chapman,90.0,317.0,3.8,27.0,0.0,17.0,143.0,8.3,38.0,1.0,2.0,0.0
Doug Cline,37.0,105.0,1.8,0.0,2.0,4.0,15.0,5.8,0.0,0.0,2.0,0.0
Doug Cunningham,412.0,1529.0,3.4,64.0,10.0,142.0,1209.0,8.8,58.0,0.0,21.0,1.0
Doug Dennison,344.0,1242.0,3.7,27.0,21.0,17.0,130.0,8.6,33.0,0.0,5.0,0.0
Doug Dressler,284.0,1149.0,3.9,43.0,9.0,93.0,701.0,6.7,33.0,3.0,12.0,0.0
Doug DuBose,34.0,149.0,3.4,37.0,2.0,10.0,94.0,9.0,14.0,0.0,2.0,0.0
Doug Easlick,0.0,0.0,,,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Doug Goodwin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Kotar,900.0,3380.0,3.5,53.0,20.0,126.0,1022.0,7.9,37.0,1.0,16.0,0.0
Doug Lloyd,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Martin,1393.0,5647.0,3.8,84.0,33.0,158.0,1285.0,7.7,64.0,2.0,13.0,12.0
Doug Mayberry,87.0,314.0,3.3,17.0,1.0,13.0,118.0,9.2,21.0,1.0,5.0,0.0
Doug McEnulty,24.0,56.0,2.2,9.0,0.0,3.0,20.0,7.5,10.0,2.0,0.0,0.0
Doug Nott,96.0,196.0,1.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Paschal,19.0,79.0,3.5,14.0,1.0,3.0,37.0,12.3,19.0,0.0,1.0,1.0
Doug Roby,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Russell,290.0,1095.0,4.0,24.0,2.0,32.0,468.0,14.1,44.0,3.0,0.0,0.0
Doug Wycoff,106.0,326.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Dreamius Smith,49.0,118.0,5.0,20.0,1.0,6.0,40.0,6.2,16.0,0.0,0.0,0.0
Dri Archer,30.0,108.0,2.9,15.0,0.0,28.0,204.0,6.5,46.0,0.0,2.0,0.0
DuJuan Harris,367.0,1449.0,4.0,47.0,6.0,61.0,557.0,8.0,47.0,2.0,10.0,7.0
Duane Thomas,583.0,2556.0,4.2,66.0,25.0,49.0,369.0,6.7,34.0,4.0,13.0,1.0
Dub Jones,374.0,1531.0,3.8,61.0,15.0,159.0,2667.0,17.5,81.0,19.0,14.0,0.0
Duce Staley,1544.0,6249.0,4.0,64.0,26.0,322.0,2850.0,9.0,52.0,13.0,24.0,11.0
Ducky Grant,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dud Pearson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Duke Abbruzzi,6.0,26.0,4.4,10.0,0.0,2.0,55.0,27.5,38.0,0.0,3.0,0.0
Duke Iverson,0.0,0.0,,,0.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0
Duke Johnson,588.0,2568.0,4.5,40.0,13.0,328.0,2966.0,9.2,52.0,12.0,13.0,7.0
Dukes Duford,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dunc Annan,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dustin Johnson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dusty McGrorty,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Clark,33.0,155.0,4.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Connor,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Forst,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Hendrian,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Irwin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Kitzmiller,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Lauer,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Leighty,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Marion,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Mellody,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Sternaman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Strauss,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dwayne Crutchfield,378.0,1570.0,3.9,36.0,9.0,40.0,277.0,6.6,15.0,1.0,6.0,4.0
Dwayne Washington,262.0,961.0,3.6,58.0,5.0,36.0,286.0,7.7,33.0,2.0,1.0,0.0
Dwayne Wright,29.0,94.0,2.7,15.0,0.0,3.0,17.0,5.7,8.0,0.0,1.0,1.0
Dwight Beverly,62.0,217.0,3.5,25.0,2.0,1.0,8.0,8.0,8.0,0.0,1.0,1.0
Dwight Garner,0.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,1.0
Dwight Lee,12.0,14.0,1.3,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dwight Stone,58.0,268.0,5.4,51.0,0.0,13.0,229.0,15.2,72.0,1.0,5.0,3.0
Dwight Walker,20.0,92.0,3.9,15.0,0.0,53.0,593.0,11.6,46.0,1.0,4.0,0.0
Dwone Hicks,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
E J Jones,14.0,26.0,1.6,7.0,0.0,6.0,47.0,8.1,15.0,0.0,0.0,0.0
Eagle Feather,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Beecham,5.0,22.0,4.4,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Britton,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Burgner,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Campbell,2468.0,10295.0,4.2,81.0,82.0,129.0,878.0,7.3,66.0,0.0,52.0,25.0
Earl Carr,2.0,1.0,0.5,2.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Earl Cooper,319.0,1260.0,3.9,47.0,6.0,177.0,1486.0,9.0,73.0,9.0,13.0,2.0
Earl Denny,2.0,9.0,4.5,9.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Earl Ferrell,685.0,2950.0,4.3,47.0,24.0,186.0,1628.0,8.4,36.0,8.0,22.0,12.0
Earl Gant,65.0,228.0,4.6,16.0,1.0,24.0,169.0,8.6,33.0,0.0,5.0,0.0
Earl Gros,821.0,3157.0,3.5,59.0,28.0,142.0,1255.0,9.1,48.0,10.0,25.0,0.0
Earl Krieger,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Maves,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Warweg,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Witte,8.0,22.0,2.9,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Earnest Byner,2281.0,9100.0,3.8,66.0,61.0,551.0,4993.0,9.0,53.0,18.0,33.0,18.0
Earnest Graham,518.0,2176.0,4.3,68.0,18.0,143.0,1001.0,7.1,46.0,2.0,8.0,7.0
Earnest Hunter,60.0,188.0,2.8,15.0,0.0,41.0,368.0,9.9,25.0,0.0,12.0,10.0
Earnest Jackson,1275.0,5077.0,3.8,59.0,27.0,104.0,864.0,9.0,28.0,2.0,18.0,14.0
Eber Sampson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ebert Van Buren,23.0,61.0,2.4,11.0,0.0,4.0,73.0,18.2,38.0,0.0,4.0,0.0
Ed Cherry,26.0,78.0,2.4,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Cody,93.0,346.0,3.0,51.0,2.0,1.0,2.0,2.0,2.0,0.0,8.0,0.0
Ed Goddard,154.0,308.0,1.0,10.0,4.0,18.0,250.0,12.9,53.0,1.0,0.0,0.0
Ed Jankowski,288.0,1032.0,3.2,46.0,9.0,3.0,84.0,28.0,60.0,1.0,1.0,0.0
Ed Jenkins,0.0,0.0,,,0.0,3.0,36.0,12.0,12.0,0.0,0.0,0.0
Ed Justice,47.0,135.0,2.8,32.0,1.0,75.0,1105.0,14.7,43.0,10.0,1.0,0.0
Ed Kovac,7.0,6.0,0.9,5.0,0.0,3.0,30.0,10.0,25.0,0.0,1.0,0.0
Ed Lawrence,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Marinaro,388.0,1333.0,3.0,27.0,6.0,154.0,1285.0,8.3,40.0,7.0,14.0,0.0
Ed Matesic,63.0,181.0,2.9,0.0,0.0,3.0,38.0,12.7,20.0,1.0,0.0,0.0
Ed McEvoy,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Modzelewski,406.0,1353.0,2.9,25.0,11.0,43.0,311.0,7.2,28.0,3.0,5.0,0.0
Ed Podolak,1174.0,4536.0,3.6,65.0,35.0,296.0,2566.0,8.5,59.0,7.0,44.0,1.0
Ed Quirk,117.0,467.0,3.6,24.0,5.0,14.0,73.0,5.1,15.0,0.0,2.0,0.0
Ed Risk,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Shaw,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Shedlosky,9.0,11.0,1.7,4.0,0.0,2.0,15.0,7.5,9.0,0.0,0.0,0.0
Ed Stofko,13.0,-16.0,-0.9,6.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Ed Storm,165.0,445.0,2.2,1.0,2.0,8.0,78.0,10.7,29.0,0.0,0.0,0.0
Ed Sutton,282.0,1109.0,3.7,44.0,9.0,14.0,237.0,17.0,26.0,1.0,13.0,0.0
Ed Tillison,4.0,22.0,7.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Toner,3.0,17.0,5.7,11.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Ed Vereb,19.0,38.0,1.6,15.0,0.0,9.0,119.0,13.9,26.0,0.0,3.0,0.0
Eddie Allen,12.0,16.0,1.2,7.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Eddie Barnikow,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Britt,81.0,203.0,2.6,10.0,0.0,7.0,114.0,13.4,49.0,0.0,0.0,0.0
Eddie Butts,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Casey,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Duggan,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Fuller,6.0,39.0,5.5,15.0,0.0,2.0,17.0,8.5,17.0,0.0,0.0,0.0
Eddie George,3071.0,11217.0,3.5,76.0,73.0,291.0,2376.0,7.6,54.0,10.0,39.0,23.0
Eddie Glick,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Halicki,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Hicks,19.0,50.0,2.7,9.0,0.0,1.0,4.0,4.0,4.0,0.0,2.0,0.0
Eddie Hill,123.0,451.0,4.0,27.0,2.0,28.0,174.0,5.3,21.0,2.0,10.0,3.0
Eddie Hunter,112.0,420.0,4.3,23.0,0.0,14.0,56.0,4.2,8.0,4.0,6.0,4.0
Eddie Kaw,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
