PLAYER,ATT,YDS,AVG,LNG,TD,REC,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Jarmar Julien,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jarrett Payton,33.0,105.0,3.3,15.0,2.0,6.0,30.0,5.5,9.0,0.0,0.0,0.0
Jarrod Baxter,9.0,15.0,1.8,6.0,0.0,7.0,40.0,5.3,14.0,1.0,0.0,0.0
Jarrod Bunch,141.0,635.0,3.7,37.0,5.0,26.0,156.0,6.7,15.0,2.0,6.0,5.0
Jarryd Hayne,42.0,227.0,4.7,53.0,0.0,9.0,62.0,9.4,18.0,0.0,3.0,1.0
Jarveon Williams,41.0,150.0,2.9,18.0,0.0,7.0,61.0,9.0,16.0,0.0,1.0,1.0
Jarvis Redwine,17.0,70.0,3.2,21.0,0.0,1.0,4.0,4.0,4.0,0.0,3.0,1.0
Jasen Isom,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Jashaun Corbin,38.0,125.0,3.8,33.0,3.0,23.0,118.0,4.3,20.0,0.0,0.0,0.0
Jason Bratton,4.0,8.0,2.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Brookins,165.0,622.0,4.3,25.0,5.0,7.0,48.0,6.5,15.0,0.0,3.0,1.0
Jason Burns,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Cabinda,5.0,27.0,4.1,21.0,0.0,10.0,35.0,3.6,9.0,1.0,0.0,0.0
Jason Davis,6.0,20.0,3.3,6.0,0.0,10.0,58.0,5.9,12.0,2.0,0.0,0.0
Jason Huntley,70.0,273.0,3.4,67.0,3.0,12.0,101.0,7.5,34.0,0.0,1.0,1.0
Jason McKie,32.0,92.0,2.5,13.0,4.0,79.0,407.0,4.9,26.0,3.0,3.0,3.0
Jason Snelling,471.0,1857.0,3.3,31.0,8.0,188.0,1399.0,7.5,47.0,11.0,6.0,2.0
Jason Wright,209.0,790.0,4.3,18.0,3.0,87.0,710.0,7.8,54.0,5.0,4.0,3.0
Javarris James,72.0,197.0,2.2,12.0,6.0,15.0,101.0,7.1,14.0,0.0,1.0,1.0
Javarris Williams,11.0,18.0,1.4,5.0,0.0,2.0,15.0,7.5,10.0,0.0,0.0,0.0
Javian Hawkins,20.0,97.0,4.8,30.0,1.0,2.0,9.0,4.5,7.0,0.0,0.0,0.0
Javon Leake,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Javon Ringer,183.0,830.0,4.8,54.0,4.0,51.0,320.0,7.1,18.0,0.0,2.0,1.0
Javonte Williams,482.0,1942.0,4.0,49.0,7.0,111.0,643.0,5.5,42.0,5.0,5.0,3.0
Javorius Allen,440.0,1524.0,3.4,44.0,9.0,155.0,970.0,6.3,41.0,7.0,4.0,3.0
Jawan Jamison,16.0,54.0,3.6,14.0,0.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0
Jay Ajayi,685.0,2997.0,4.2,71.0,15.0,80.0,581.0,7.5,32.0,1.0,10.0,6.0
Jay Arnold,37.0,43.0,0.9,4.0,0.0,35.0,573.0,15.8,50.0,3.0,0.0,0.0
Jay Graham,129.0,454.0,3.7,19.0,2.0,20.0,104.0,5.5,19.0,0.0,2.0,0.0
Jay Prosch,22.0,67.0,2.7,16.0,0.0,8.0,72.0,9.0,24.0,0.0,0.0,0.0
Jay Turner,7.0,26.0,3.3,0.0,0.0,4.0,25.0,6.2,9.0,0.0,0.0,0.0
Jaylen Samuels,205.0,706.0,3.0,25.0,4.0,100.0,676.0,7.3,27.0,4.0,2.0,1.0
Jaylen Warren,256.0,1338.0,6.1,74.0,7.0,98.0,654.0,6.4,30.0,1.0,6.0,2.0
Jazz Jackson,27.0,91.0,3.8,16.0,0.0,9.0,101.0,13.1,24.0,1.0,3.0,0.0
Jed Collins,30.0,76.0,2.6,12.0,3.0,52.0,264.0,5.2,24.0,5.0,1.0,1.0
Jeff Alexander,45.0,146.0,2.9,11.0,2.0,8.0,84.0,10.2,28.0,0.0,0.0,0.0
Jeff Cothran,57.0,191.0,3.2,15.0,1.0,19.0,117.0,5.8,15.0,1.0,1.0,1.0
Jeff Demps,1.0,14.0,14.0,14.0,0.0,3.0,21.0,7.2,10.0,0.0,0.0,0.0
Jeff Dugan,6.0,14.0,2.4,4.0,0.0,11.0,89.0,8.1,27.0,0.0,1.0,1.0
Jeff Jordan,10.0,50.0,3.3,10.0,0.0,1.0,-5.0,-5.0,-5.0,0.0,1.0,0.0
Jeff Kinney,470.0,1767.0,3.6,22.0,6.0,82.0,580.0,6.9,25.0,1.0,11.0,0.0
Jeff Paulk,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jeff Powell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jeff Queen,178.0,596.0,3.6,41.0,5.0,44.0,510.0,11.9,65.0,5.0,9.0,0.0
Jeff Rodenberger,17.0,35.0,2.2,5.0,0.0,2.0,17.0,8.5,11.0,0.0,0.0,0.0
Jeff Stanciel,4.0,-1.0,1.2,4.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Jeff Wilson,185.0,766.0,4.4,41.0,8.0,34.0,268.0,7.9,25.0,1.0,4.0,2.0
Jeff Womack,9.0,20.0,2.3,13.0,0.0,5.0,46.0,9.2,23.0,1.0,0.0,0.0
Jehuu Caulcrick,10.0,43.0,3.5,17.0,0.0,7.0,58.0,9.3,17.0,1.0,1.0,1.0
Jerald Moore,210.0,706.0,3.8,40.0,6.0,20.0,142.0,6.7,19.0,0.0,7.0,3.0
Jerald Sowell,62.0,246.0,3.6,33.0,1.0,154.0,1214.0,8.1,62.0,6.0,4.0,3.0
Jeremi Johnson,52.0,149.0,2.8,15.0,2.0,61.0,310.0,5.7,27.0,6.0,4.0,2.0
Jeremiah Johnson,34.0,151.0,6.2,25.0,1.0,9.0,85.0,9.7,23.0,0.0,0.0,0.0
Jeremy Cox,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jeremy Hill,849.0,3491.0,4.1,85.0,36.0,86.0,655.0,7.2,41.0,1.0,11.0,7.0
Jeremy Langford,282.0,1035.0,3.5,46.0,12.0,56.0,514.0,8.6,83.0,1.0,2.0,2.0
Jeremy McNichols,182.0,668.0,4.0,37.0,3.0,56.0,390.0,6.4,27.0,2.0,1.0,1.0
Jeremy Stewart,66.0,209.0,3.5,16.0,1.0,17.0,117.0,6.9,26.0,0.0,0.0,0.0
Jerick McKinnon,824.0,3256.0,3.8,68.0,16.0,342.0,2632.0,7.3,56.0,22.0,5.0,3.0
Jerious Norwood,462.0,2328.0,5.0,78.0,7.0,110.0,1005.0,9.3,67.0,3.0,3.0,2.0
Jermaine Fazande,210.0,733.0,3.2,54.0,4.0,16.0,104.0,7.1,17.0,0.0,1.0,1.0
Jermaine Williams,2.0,8.0,4.0,4.0,0.0,5.0,42.0,8.4,20.0,0.0,0.0,0.0
Jermar Jefferson,61.0,234.0,4.4,28.0,2.0,13.0,41.0,2.8,11.0,0.0,0.0,0.0
Jerome Bettis,3678.0,14336.0,3.6,71.0,100.0,208.0,1506.0,7.1,34.0,3.0,44.0,27.0
Jerome Felton,90.0,334.0,3.6,21.0,2.0,63.0,532.0,8.4,27.0,2.0,3.0,2.0
Jerome Ford,240.0,930.0,3.6,69.0,5.0,56.0,405.0,7.4,50.0,6.0,2.0,2.0
Jerome Harrison,530.0,2411.0,4.2,72.0,11.0,100.0,732.0,8.7,52.0,3.0,11.0,6.0
Jerome Johnson,0.0,0.0,,,0.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0
Jerome Smith,1.0,2.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Jerone Davison,2.0,4.0,2.0,5.0,0.0,6.0,55.0,13.1,25.0,0.0,0.0,0.0
Jerrion Ealy,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jerris McPhail,24.0,178.0,6.7,71.0,1.0,59.0,572.0,10.5,52.0,1.0,3.0,0.0
Jerry Aldridge,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jerry Allen,201.0,664.0,3.0,30.0,7.0,33.0,400.0,11.0,99.0,2.0,5.0,0.0
Jerry Butler,1.0,1.0,1.0,1.0,0.0,2.0,7.0,3.5,4.0,0.0,0.0,0.0
Jerry DaPrato,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jerry Eckwood,529.0,1871.0,3.1,61.0,6.0,93.0,956.0,9.9,40.0,1.0,19.0,1.0
Jerry Ellison,74.0,368.0,5.2,75.0,5.0,30.0,310.0,10.7,42.0,0.0,2.0,1.0
Jerry Hill,767.0,2878.0,3.7,50.0,23.0,120.0,973.0,8.2,55.0,3.0,23.0,1.0
Jerry Latin,165.0,634.0,3.8,57.0,4.0,19.0,178.0,9.8,20.0,0.0,21.0,0.0
Jerry Mansfield,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jerry Mays,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Jerry Noonan,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jerry Nuzum,249.0,930.0,3.1,64.0,7.0,14.0,303.0,20.5,68.0,3.0,18.0,0.0
Jerry Planutis,2.0,6.0,3.0,3.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Jerry Traynham,6.0,12.0,1.6,8.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
Jerry Williams,173.0,916.0,6.9,48.0,10.0,91.0,1278.0,12.8,84.0,5.0,11.0,0.0
Jerry Zeller,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jess Phillips,904.0,3602.0,4.2,83.0,14.0,116.0,706.0,6.5,34.0,2.0,22.0,0.0
Jess Rodriguez,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jesse Brown,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jesse Chatman,263.0,1115.0,3.7,52.0,5.0,48.0,382.0,6.9,39.0,0.0,2.0,1.0
Jesse Murdock,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jesse Myles,13.0,59.0,4.5,16.0,0.0,16.0,214.0,12.8,33.0,2.0,0.0,0.0
Jesse Taylor,13.0,58.0,4.6,17.0,0.0,0.0,0.0,,,0.0,3.0,0.0
Jessie Clark,435.0,1835.0,3.9,80.0,9.0,104.0,957.0,10.4,75.0,6.0,13.0,7.0
Jewerl Thomas,187.0,831.0,3.3,61.0,5.0,31.0,193.0,5.6,20.0,0.0,7.0,2.0
Jhurrell Pressley,55.0,202.0,3.8,20.0,0.0,9.0,68.0,6.1,28.0,1.0,1.0,0.0
Jiggs Ullery,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Allison,93.0,378.0,3.7,61.0,2.0,22.0,230.0,10.5,44.0,0.0,1.0,0.0
Jim Apple,7.0,2.0,0.2,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Bausch,72.0,140.0,1.9,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Bertelsen,646.0,2602.0,4.1,49.0,16.0,94.0,1072.0,11.2,44.0,2.0,18.0,1.0
Jim Bertoglio,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Blumenstock,54.0,168.0,2.6,25.0,2.0,4.0,15.0,3.8,24.0,0.0,2.0,0.0
Jim Brandt,61.0,188.0,2.9,20.0,4.0,3.0,24.0,8.0,11.0,0.0,1.0,0.0
Jim Braxton,796.0,3059.0,3.7,36.0,27.0,154.0,1566.0,10.1,37.0,6.0,28.0,1.0
Jim Brown,2425.0,12553.0,5.1,80.0,107.0,270.0,2598.0,9.6,83.0,20.0,58.0,1.0
Jim Browne,2.0,1.0,0.5,2.0,0.0,2.0,8.0,4.0,5.0,0.0,0.0,0.0
Jim Brumfield,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Jim Bryant,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Canady,48.0,190.0,3.0,46.0,0.0,10.0,160.0,17.0,26.0,0.0,6.0,0.0
Jim Cason,41.0,135.0,2.6,24.0,1.0,31.0,382.0,10.4,43.0,3.0,5.0,0.0
Jim Castiglia,417.0,1481.0,2.8,47.0,15.0,44.0,324.0,8.4,32.0,2.0,6.0,0.0
Jim Crawford,302.0,1078.0,3.9,34.0,5.0,52.0,501.0,8.8,44.0,2.0,2.0,0.0
Jim Crowley,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Culbreath,49.0,159.0,3.1,18.0,0.0,9.0,84.0,9.8,19.0,0.0,2.0,0.0
Jim Cunningham,120.0,337.0,2.4,27.0,3.0,26.0,219.0,8.4,26.0,2.0,3.0,0.0
Jim Earley,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Finn,11.0,30.0,3.6,12.0,0.0,63.0,437.0,7.0,27.0,1.0,4.0,2.0
Jim Foley,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Fordham,118.0,534.0,3.9,40.0,5.0,5.0,47.0,9.2,19.0,0.0,0.0,0.0
Jim Frugone,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Gaffney,26.0,90.0,1.8,12.0,0.0,7.0,85.0,14.7,41.0,1.0,4.0,0.0
Jim Gillette,189.0,932.0,4.5,58.0,4.0,26.0,421.0,16.2,60.0,3.0,5.0,0.0
Jim Grabowski,477.0,1733.0,3.2,36.0,8.0,82.0,675.0,7.7,67.0,3.0,17.0,0.0
Jim Hadnot,266.0,1029.0,3.4,30.0,5.0,54.0,426.0,7.9,28.0,0.0,9.0,3.0
Jim Hargrove,27.0,104.0,2.9,27.0,2.0,2.0,6.0,3.0,6.0,0.0,1.0,1.0
Jim Harrison,308.0,1099.0,3.2,19.0,4.0,36.0,286.0,6.9,44.0,3.0,9.0,0.0
Jim Hooks,67.0,245.0,3.4,24.0,0.0,11.0,64.0,6.9,19.0,0.0,2.0,0.0
Jim Irwin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Jackson,4.0,7.0,2.5,4.0,0.0,1.0,63.0,63.0,63.0,1.0,1.0,0.0
Jim Jodat,229.0,864.0,3.4,26.0,8.0,35.0,265.0,7.0,26.0,2.0,13.0,3.0
Jim Kiick,1145.0,4161.0,3.6,56.0,35.0,253.0,2431.0,9.8,53.0,4.0,16.0,1.0
Jim Kitts,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Laird,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Lankas,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Levey,55.0,133.0,2.1,0.0,2.0,7.0,112.0,17.8,38.0,2.0,0.0,0.0
Jim Lindsey,180.0,571.0,3.1,19.0,6.0,58.0,666.0,12.3,49.0,4.0,7.0,0.0
Jim Magner,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Mankins,2.0,7.0,3.5,7.0,0.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0
Jim Manning,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim McDonald,25.0,80.0,3.1,3.0,0.0,7.0,112.0,16.4,35.0,0.0,0.0,0.0
Jim Meade,61.0,149.0,2.5,0.0,0.0,5.0,40.0,6.8,10.0,0.0,0.0,0.0
Jim Mello,47.0,68.0,0.8,9.0,0.0,4.0,60.0,15.0,23.0,0.0,1.0,0.0
Jim Monachino,71.0,291.0,3.1,34.0,4.0,11.0,89.0,6.3,24.0,0.0,4.0,0.0
Jim Morrow,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Musick,239.0,997.0,4.0,8.0,7.0,3.0,78.0,25.8,32.0,0.0,0.0,0.0
Jim Nance,1341.0,5401.0,3.7,65.0,45.0,133.0,870.0,6.9,45.0,1.0,30.0,0.0
Jim Neill,7.0,55.0,6.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Ostendarp,18.0,144.0,14.5,55.0,2.0,0.0,0.0,,,0.0,4.0,0.0
Jim Otis,1183.0,4436.0,3.5,30.0,21.0,95.0,600.0,5.9,26.0,3.0,30.0,1.0
Jim Parmer,467.0,1677.0,3.3,45.0,20.0,53.0,351.0,6.3,59.0,1.0,17.0,0.0
Jim Pederson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Podoley,209.0,746.0,3.5,33.0,2.0,78.0,1461.0,19.6,82.0,11.0,11.0,0.0
Jim Regan,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Schuber,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Shanley,23.0,30.0,0.8,5.0,0.0,3.0,13.0,4.3,7.0,0.0,1.0,0.0
Jim Simmons,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Snyder,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Spavital,58.0,246.0,2.6,96.0,2.0,21.0,238.0,12.4,45.0,1.0,3.0,0.0
Jim Stiger,154.0,645.0,4.7,64.0,2.0,32.0,306.0,10.5,42.0,2.0,10.0,0.0
Jim Stinnette,39.0,95.0,3.1,14.0,1.0,24.0,167.0,7.4,32.0,1.0,1.0,0.0
Jim Strong,134.0,527.0,3.9,39.0,3.0,30.0,201.0,7.3,16.0,0.0,6.0,0.0
Jim Swink,10.0,15.0,1.0,5.0,0.0,4.0,37.0,10.7,9.0,0.0,0.0,0.0
Jim Talbott,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Taylor,2087.0,9105.0,4.2,84.0,85.0,244.0,1893.0,8.0,41.0,10.0,37.0,0.0
Jim Thomason,9.0,9.0,0.8,10.0,0.0,1.0,6.0,6.0,6.0,0.0,3.0,0.0
Jim Thorpe,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Tiller,31.0,43.0,0.9,25.0,0.0,13.0,108.0,8.1,19.0,0.0,7.0,0.0
Jim Todd,2.0,6.0,3.0,3.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Jim Vollenweider,58.0,161.0,2.7,12.0,2.0,5.0,47.0,12.2,26.0,0.0,1.0,0.0
Jim Wade,9.0,23.0,2.5,6.0,0.0,4.0,58.0,16.5,33.0,0.0,1.0,0.0
Jim Walsh,2.0,4.0,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Williams,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Worden,4.0,3.0,0.0,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Young,3.0,4.0,1.3,4.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Jimmy Baxter,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Carr,30.0,115.0,4.0,41.0,0.0,9.0,157.0,17.8,59.0,0.0,2.0,0.0
Jimmy Conzelman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy DuBose,184.0,704.0,3.2,24.0,4.0,17.0,118.0,6.4,18.0,0.0,2.0,0.0
Jimmy Edwards,0.0,0.0,,,0.0,1.0,2.0,2.0,2.0,0.0,10.0,0.0
Jimmy Jemail,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Johnston,105.0,321.0,3.2,66.0,3.0,43.0,476.0,10.7,64.0,4.0,0.0,0.0
Jimmy Jordan,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Kelly,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Kleinsasser,35.0,115.0,3.4,11.0,1.0,43.0,320.0,7.4,21.0,0.0,4.0,4.0
Jimmy Lawrence,137.0,363.0,2.7,18.0,4.0,31.0,313.0,10.7,25.0,0.0,0.0,0.0
Jimmy Rogers,175.0,661.0,3.6,32.0,3.0,33.0,296.0,8.4,43.0,2.0,11.0,3.0
Jimmy Saxton,3.0,1.0,0.3,9.0,0.0,5.0,64.0,16.2,33.0,0.0,0.0,0.0
Jimmy Sears,34.0,119.0,3.1,49.0,1.0,18.0,253.0,14.2,55.0,2.0,7.0,0.0
Jimmy Sidle,1.0,12.0,12.0,12.0,0.0,1.0,16.0,16.0,16.0,0.0,1.0,0.0
Jimmy Simpson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Strausbaugh,37.0,183.0,3.6,29.0,3.0,5.0,56.0,12.0,21.0,0.0,4.0,0.0
Jimmy Tays,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Thomas,167.0,826.0,4.2,75.0,4.0,67.0,923.0,15.2,75.0,8.0,7.0,0.0
Jimmy Van Dyke,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jodie Marek,6.0,9.0,0.9,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jodie Whire,8.0,14.0,2.7,0.0,0.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0
Joe Arenas,204.0,989.0,4.5,60.0,10.0,46.0,675.0,13.7,53.0,6.0,20.0,0.0
Joe Aska,74.0,336.0,4.4,38.0,1.0,8.0,63.0,6.2,22.0,0.0,1.0,0.0
Joe Auer,234.0,773.0,3.3,41.0,7.0,51.0,647.0,11.2,68.0,6.0,16.0,0.0
Joe Bacci,0.0,0.0,,,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Joe Banyard,164.0,743.0,4.1,56.0,5.0,34.0,234.0,7.1,19.0,1.0,2.0,2.0
Joe Bartos,9.0,36.0,4.0,13.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Joe Bellino,30.0,64.0,1.0,10.0,0.0,11.0,151.0,14.7,25.0,1.0,1.0,0.0
Joe Bernstein,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Billy Baumgardner,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Bukant,184.0,426.0,1.9,15.0,4.0,2.0,13.0,6.5,13.0,0.0,0.0,0.0
Joe Burke,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Burns,64.0,193.0,2.4,21.0,0.0,9.0,88.0,9.3,19.0,1.0,1.0,0.0
Joe Carter,127.0,655.0,4.9,35.0,1.0,12.0,68.0,5.1,15.0,0.0,8.0,6.0
Joe Chetti,0.0,0.0,,,0.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Joe Childress,530.0,2210.0,4.0,39.0,3.0,121.0,1700.0,15.7,78.0,13.0,14.0,0.0
Joe Corn,11.0,27.0,2.4,6.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Joe Cribbs,1375.0,5601.0,3.9,62.0,30.0,234.0,2308.0,9.8,65.0,15.0,52.0,21.0
Joe Dawkins,740.0,2796.0,3.7,72.0,15.0,154.0,1369.0,9.2,60.0,3.0,22.0,0.0
Joe Delaney,329.0,1501.0,4.4,82.0,3.0,33.0,299.0,6.9,61.0,0.0,9.0,7.0
Joe Don Looney,277.0,944.0,3.6,58.0,15.0,38.0,220.0,5.9,47.0,2.0,13.0,0.0
Joe Dudek,35.0,154.0,3.9,16.0,2.0,7.0,41.0,7.0,19.0,0.0,4.0,3.0
Joe Engelhard,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Geri,431.0,1550.0,3.4,47.0,10.0,4.0,92.0,21.2,49.0,2.0,21.0,0.0
Joe Glamp,32.0,161.0,2.2,55.0,1.0,10.0,152.0,15.4,39.0,2.0,1.0,0.0
Joe Golding,114.0,349.0,2.6,39.0,1.0,27.0,289.0,8.5,34.0,8.0,12.0,0.0
Joe Guyon,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Hayes,0.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0
Joe Heap,8.0,29.0,2.2,16.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Joe Hoague,99.0,282.0,3.0,29.0,2.0,3.0,25.0,8.3,14.0,1.0,0.0,0.0
Joe Hollingsworth,14.0,26.0,1.0,7.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Joe Kantor,1.0,2.0,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Keeble,12.0,40.0,4.2,0.0,0.0,1.0,42.0,42.0,42.0,1.0,0.0,0.0
Joe Kerridge,1.0,0.0,0.0,0.0,0.0,3.0,8.0,2.8,3.0,0.0,0.0,0.0
Joe Krol,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Kulbacki,41.0,108.0,2.7,0.0,1.0,2.0,9.0,4.5,0.0,0.0,4.0,0.0
Joe Laws,490.0,2048.0,4.1,31.0,9.0,80.0,1072.0,13.3,41.0,10.0,3.0,0.0
Joe Lillard,119.0,373.0,3.7,0.0,1.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0
Joe Lintzenich,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Maniaci,504.0,2266.0,4.1,71.0,18.0,29.0,358.0,12.2,30.0,0.0,0.0,0.0
Joe Marconi,676.0,2776.0,3.6,75.0,30.0,139.0,1390.0,10.1,63.0,9.0,10.0,0.0
Joe Margucci,60.0,111.0,1.8,26.0,4.0,46.0,575.0,13.6,79.0,3.0,5.0,0.0
Joe Mattern,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe McCall,1.0,3.0,3.0,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe McIntosh,5.0,11.0,2.4,5.0,0.0,3.0,15.0,5.0,9.0,1.0,0.0,0.0
Joe McKnight,208.0,842.0,4.1,61.0,1.0,36.0,326.0,8.8,27.0,3.0,10.0,7.0
Joe Mickles,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Mixon,1715.0,6954.0,3.9,51.0,51.0,316.0,2384.0,7.7,67.0,14.0,6.0,4.0
Joe Montgomery,141.0,420.0,3.0,14.0,4.0,0.0,0.0,,,0.0,2.0,2.0
Joe Moore,87.0,281.0,3.6,25.0,0.0,5.0,39.0,7.5,18.0,0.0,3.0,0.0
Joe Morris,1551.0,6138.0,3.4,65.0,54.0,122.0,1034.0,8.0,26.0,2.0,28.0,13.0
Joe Morrison,619.0,2232.0,3.0,70.0,16.0,316.0,3862.0,12.2,70.0,35.0,28.0,2.0
Joe Muha,84.0,306.0,4.0,28.0,1.0,6.0,60.0,10.2,20.0,1.0,7.0,0.0
Joe Orduna,74.0,236.0,2.9,25.0,3.0,11.0,58.0,4.0,17.0,1.0,1.0,0.0
Joe Osmanski,363.0,1514.0,3.8,48.0,8.0,54.0,467.0,9.3,42.0,0.0,3.0,0.0
Joe Pagliei,19.0,64.0,5.4,1.0,1.0,3.0,22.0,7.3,11.0,0.0,3.0,0.0
Joe Perry,1750.0,8430.0,4.7,78.0,53.0,241.0,1796.0,7.2,70.0,8.0,68.0,1.0
Joe Pliska,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Profit,223.0,800.0,3.6,22.0,5.0,25.0,238.0,9.4,26.0,0.0,16.0,0.0
Joe Savoldi,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Scott,325.0,1216.0,3.5,48.0,14.0,79.0,1203.0,16.4,61.0,7.0,18.0,0.0
Joe Smith,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
