PLAYER,REC,YDS,AVG,LNG,TD,ATT,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Donnie Avery,249.0,3243.0,13.4,79.0,16.0,21.0,129.0,6.2,37.0,1.0,5.0,4.0
Donnie Davis,2.0,31.0,15.5,24.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Donnie Dee,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Donnie Echols,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Donnie Ernsberger,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Donnie Williams,1.0,9.0,9.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Donovan Morgan,4.0,42.0,10.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Donovan Peoples Jones,131.0,1998.0,14.4,75.0,8.0,1.0,2.0,2.0,2.0,0.0,4.0,2.0
Dontario Drummond,3.0,38.0,12.8,22.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Dontayvion Wicks,44.0,674.0,15.5,47.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0
Donte Moncrief,236.0,3002.0,13.8,80.0,22.0,7.0,31.0,4.4,11.0,0.0,3.0,2.0
Donteea Dye,19.0,234.0,13.5,44.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Dontez Ford,5.0,53.0,10.6,15.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Dontrelle Inman,211.0,2815.0,12.8,70.0,15.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0
Dorial Green Beckham,80.0,1095.0,13.7,47.0,7.0,0.0,0.0,,,0.0,0.0,0.0
Dorin Dickerson,12.0,142.0,13.6,27.0,1.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0
Dorren Miller,2.0,25.0,12.5,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Asad,56.0,789.0,13.3,51.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Doug Baldwin,584.0,7663.0,13.4,80.0,55.0,12.0,21.0,1.6,8.0,0.0,4.0,1.0
Doug Cosbie,322.0,3971.0,12.2,61.0,33.0,8.0,35.0,4.4,15.0,0.0,5.0,3.0
Doug Donley,57.0,916.0,16.0,49.0,4.0,3.0,30.0,10.0,25.0,0.0,2.0,1.0
Doug Gabriel,131.0,1978.0,15.7,58.0,11.0,3.0,12.0,4.0,5.0,0.0,4.0,4.0
Doug Jolley,131.0,1396.0,10.5,60.0,7.0,0.0,0.0,,,0.0,1.0,1.0
Doug Kingsriter,8.0,125.0,15.4,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Marsh,169.0,2158.0,12.2,47.0,19.0,2.0,0.0,0.0,5.0,0.0,3.0,2.0
Doug Moreau,73.0,926.0,12.2,43.0,6.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0
Doug Thomas,22.0,207.0,9.2,20.0,0.0,4.0,11.0,2.8,8.0,0.0,1.0,1.0
Doug Turley,46.0,619.0,14.2,35.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Doug Wellsandt,5.0,57.0,13.2,20.0,0.0,1.0,-3.0,-3.0,-3.0,0.0,0.0,0.0
Doug Winslow,4.0,45.0,11.5,14.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Douglas Cunningham,5.0,50.0,10.5,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Drake London,144.0,1828.0,12.3,45.0,6.0,0.0,0.0,,,0.0,3.0,3.0
Dres Anderson,14.0,177.0,10.8,34.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Drew Belcher,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Drew Bennett,325.0,4654.0,14.3,55.0,29.0,2.0,15.0,7.5,12.0,0.0,6.0,1.0
Drew Buie,9.0,227.0,24.2,63.0,2.0,2.0,32.0,16.0,24.0,0.0,0.0,0.0
Drew Carter,75.0,1108.0,14.3,49.0,9.0,2.0,18.0,9.0,11.0,0.0,0.0,0.0
Drew Estrada,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Drew Haddad,1.0,11.0,11.0,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Drew Hill,673.0,10372.0,16.4,81.0,61.0,3.0,19.0,6.3,14.0,0.0,10.0,3.0
Drew Morgan,4.0,52.0,10.4,24.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Drew Pearson,556.0,8927.0,15.9,83.0,56.0,25.0,205.0,7.8,33.0,0.0,10.0,5.0
Drew Sample,63.0,486.0,6.5,23.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Duane Allen,10.0,227.0,25.1,48.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Duane Young,39.0,408.0,9.6,31.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Duke Calhoun,6.0,109.0,14.6,60.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Duke Fergerson,35.0,543.0,14.6,45.0,2.0,0.0,0.0,,,0.0,2.0,0.0
Duke Williams,24.0,286.0,11.6,41.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Durham Smythe,95.0,905.0,9.8,26.0,3.0,4.0,4.0,0.8,2.0,1.0,0.0,0.0
Duriel Harris,354.0,5879.0,15.7,64.0,23.0,4.0,34.0,8.5,20.0,0.0,3.0,0.0
Dustin Keller,295.0,3497.0,11.7,54.0,22.0,1.0,7.0,7.0,7.0,0.0,2.0,2.0
Dustin Lyman,37.0,278.0,7.2,21.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Strassner,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Thiele,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dwayne Allen,165.0,1800.0,10.7,41.0,21.0,5.0,9.0,1.8,3.0,0.0,4.0,1.0
Dwayne Blakley,23.0,201.0,8.8,28.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Dwayne Bowe,588.0,7847.0,13.3,75.0,48.0,2.0,16.0,8.0,12.0,0.0,7.0,1.0
Dwayne Carswell,200.0,1794.0,8.7,43.0,13.0,0.0,0.0,,,0.0,1.0,0.0
Dwayne Dixon,6.0,87.0,14.2,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dwayne Harris,107.0,1363.0,12.2,76.0,14.0,10.0,47.0,4.7,13.0,0.0,17.0,6.0
Dwayne Jarrett,61.0,678.0,10.6,30.0,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0
Dwight Clark,554.0,7476.0,13.6,80.0,51.0,8.0,54.0,6.8,18.0,0.0,4.0,2.0
Dwight Collins,11.0,143.0,17.2,43.0,1.0,3.0,-14.0,-4.7,1.0,0.0,0.0,0.0
Dwight Harrison,21.0,297.0,15.5,43.0,2.0,7.0,54.0,7.7,16.0,0.0,1.0,0.0
Dwight McDonald,46.0,717.0,15.3,57.0,8.0,0.0,0.0,,,0.0,0.0,0.0
Dwight Peabody,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dwight Scales,58.0,1155.0,19.4,80.0,4.0,0.0,0.0,,,0.0,3.0,1.0
Dwight Stone,148.0,2312.0,15.7,90.0,11.0,50.0,357.0,6.9,38.0,1.0,9.0,4.0
Dyami Brown,43.0,638.0,14.1,75.0,4.0,3.0,11.0,3.7,15.0,0.0,0.0,0.0
Dylan Cantrell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dylan Drummond,9.0,87.0,9.9,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0
E G Green,55.0,698.0,12.7,50.0,2.0,0.0,0.0,,,0.0,0.0,0.0
E J Bibbs,9.0,66.0,6.6,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Bennett,208.0,2590.0,12.1,71.0,13.0,4.0,16.0,4.0,9.0,0.0,4.0,1.0
Earl Cooper,43.0,459.0,10.6,26.0,4.0,4.0,17.0,4.2,7.0,0.0,0.0,0.0
Earl Goldsmith,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Goodwin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl McCullouch,125.0,2358.0,20.0,80.0,19.0,8.0,29.0,3.6,13.0,0.0,1.0,0.0
Earl Ohlgren,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Plank,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Early Doucet,180.0,1950.0,10.7,70.0,10.0,4.0,14.0,3.2,6.0,0.0,1.0,0.0
Earnest Gray,252.0,3940.0,15.0,72.0,28.0,2.0,2.0,1.0,9.0,0.0,3.0,1.0
Eason Ramson,109.0,1045.0,9.1,43.0,5.0,5.0,9.0,1.8,5.0,0.0,3.0,3.0
Easop Winston,9.0,155.0,17.3,35.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Ed Allen,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Beckman,23.0,198.0,8.3,20.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Ed Beverly,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Carrington,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Cifers,38.0,407.0,11.3,22.0,3.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0
Ed Dickson,235.0,2663.0,11.7,64.0,16.0,1.0,9.0,9.0,9.0,0.0,1.0,0.0
Ed Eagan,2.0,24.0,12.0,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Fiorentino,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Frutig,17.0,197.0,9.1,40.0,4.0,1.0,11.0,11.0,11.0,0.0,2.0,0.0
Ed Greene,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Harrison,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Herman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Klewicki,20.0,418.0,22.1,58.0,2.0,20.0,129.0,6.5,5.0,0.0,0.0,0.0
Ed Loucks,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Marshall,25.0,528.0,20.9,82.0,6.0,0.0,0.0,,,0.0,1.0,0.0
Ed McCaffrey,607.0,7976.0,13.1,78.0,57.0,3.0,21.0,5.0,17.0,0.0,5.0,3.0
Ed McCall,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Perry,42.0,340.0,7.9,46.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Ed Rutkowski,65.0,999.0,14.8,58.0,4.0,49.0,154.0,3.2,45.0,0.0,3.0,0.0
Ed Schenk,1.0,10.0,10.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Skoronski,8.0,95.0,11.8,19.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Ed Thomas,4.0,55.0,13.8,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed West,246.0,2765.0,10.6,50.0,27.0,2.0,2.0,1.0,2.0,1.0,6.0,5.0
Edd Gregg,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Bell,118.0,1774.0,15.9,83.0,12.0,3.0,-12.0,-4.0,0.0,0.0,2.0,0.0
Eddie Benz,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Berlin,27.0,384.0,14.0,50.0,2.0,0.0,0.0,,,0.0,2.0,2.0
Eddie Bratt,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Chavis,7.0,108.0,15.6,27.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Doyle,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Drummond,4.0,7.0,1.8,8.0,0.0,9.0,46.0,4.7,23.0,0.0,10.0,4.0
Eddie Foster,15.0,208.0,18.1,56.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Eddie Hinton,129.0,2202.0,17.9,63.0,11.0,13.0,105.0,8.3,30.0,2.0,4.0,1.0
Eddie Kennison,582.0,8886.0,15.3,90.0,43.0,44.0,304.0,7.2,52.0,0.0,24.0,13.0
Eddie McGill,1.0,11.0,11.0,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Miller,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eddie Royal,444.0,4859.0,11.1,93.0,30.0,39.0,286.0,8.4,71.0,0.0,12.0,5.0
Eddie Rucinski,99.0,1408.0,15.0,62.0,8.0,18.0,85.0,4.8,22.0,0.0,0.0,0.0
Edell Shepherd,14.0,167.0,8.9,46.0,1.0,2.0,5.0,2.5,6.0,0.0,3.0,3.0
Edgar Jones,4.0,31.0,7.8,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Edward Hervey,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Edward Lee,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Edwin Lovelady,10.0,125.0,12.1,23.0,2.0,2.0,11.0,5.5,8.0,0.0,5.0,1.0
Efrem Hill,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eggs Manske,53.0,1212.0,24.2,64.0,10.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0
Elbert Dubenion,302.0,5544.0,18.3,93.0,37.0,47.0,335.0,6.2,72.0,3.0,7.0,1.0
Elbert Ellis,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eldridge Dickey,5.0,112.0,26.9,34.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Elgie Tobin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eli Rogers,114.0,1128.0,9.3,39.0,4.0,3.0,7.0,2.3,6.0,0.0,5.0,2.0
Eli Wolf,4.0,34.0,8.5,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Elijah Cooks,10.0,184.0,20.0,47.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Elijah Moore,146.0,1668.0,11.0,62.0,8.0,20.0,88.0,4.7,19.0,1.0,3.0,2.0
Elmer Bailey,4.0,105.0,26.2,39.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Elmer Rhenstrom,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Elmer Wilkens,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Elmo Boyd,18.0,230.0,13.1,32.0,2.0,0.0,0.0,,,0.0,2.0,0.0
Elmo Kelly,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Elmo Wright,77.0,1266.0,16.9,69.0,6.0,12.0,84.0,7.2,24.0,1.0,2.0,0.0
Emanuel Byrd,3.0,34.0,9.2,29.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Emanuel Hall,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Emanuel Smith,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Emery Moorehead,231.0,3050.0,13.2,85.0,15.0,47.0,114.0,1.8,11.0,0.0,2.0,1.0
Emil Igwenagu,4.0,28.0,7.0,15.0,0.0,6.0,36.0,6.7,10.0,0.0,0.0,0.0
Emil Mayer,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Emile Harry,158.0,2128.0,13.4,60.0,9.0,3.0,63.0,21.0,27.0,0.0,2.0,2.0
Emilio Vallez,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Emmanuel Arceneaux,5.0,96.0,19.2,43.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Emmanuel Butler,6.0,47.0,8.4,12.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Emmanuel Sanders,807.0,10596.0,13.4,75.0,57.0,23.0,234.0,10.5,35.0,2.0,12.0,5.0
Emmett Edwards,6.0,128.0,21.3,46.0,0.0,3.0,-4.0,-1.3,0.0,0.0,0.0,0.0
Eppie Barney,19.0,192.0,10.0,18.0,1.0,0.0,8.0,,8.0,1.0,0.0,0.0
Equanimeous St Brown,73.0,1073.0,13.6,56.0,2.0,13.0,89.0,5.7,41.0,0.0,2.0,0.0
Eric Avery,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eric Bailey,8.0,69.0,8.8,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Eric Beverly,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Eric Bjornson,153.0,1419.0,10.1,43.0,6.0,2.0,27.0,13.5,20.0,2.0,3.0,1.0
Eric Blount,8.0,54.0,6.8,18.0,0.0,6.0,27.0,3.6,7.0,1.0,0.0,0.0
Eric Crabtree,187.0,2885.0,15.2,76.0,25.0,11.0,49.0,4.8,18.0,0.0,2.0,0.0
Eric Crouch,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eric Decker,512.0,6739.0,13.4,74.0,61.0,2.0,10.0,5.0,9.0,0.0,8.0,4.0
Eric Ebron,396.0,4296.0,11.2,61.0,37.0,5.0,-6.0,-1.2,2.0,3.0,3.0,3.0
Eric Edwards,17.0,184.0,13.4,63.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Eric Fowler,3.0,23.0,7.7,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Eric Guliford,67.0,975.0,16.2,49.0,2.0,3.0,0.0,0.0,1.0,0.0,6.0,2.0
Eric Hodges,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eric Johnson,254.0,2299.0,8.8,38.0,9.0,0.0,0.0,,,0.0,3.0,2.0
Eric Kattus,50.0,500.0,9.8,31.0,4.0,0.0,0.0,,,0.0,1.0,0.0
Eric Metcalf,257.0,3011.0,11.8,67.0,17.0,38.0,163.0,3.3,23.0,1.0,23.0,10.0
Eric Moulds,779.0,10315.0,13.6,84.0,50.0,29.0,163.0,6.2,29.0,0.0,11.0,6.0
Eric Mullins,6.0,85.0,12.6,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Page,6.0,93.0,14.6,30.0,0.0,2.0,14.0,7.0,19.0,0.0,3.0,2.0
Eric Parker,198.0,2721.0,14.7,79.0,11.0,15.0,141.0,8.2,38.0,0.0,9.0,4.0
Eric Richardson,15.0,250.0,17.9,32.0,0.0,0.0,0.0,,,0.0,4.0,3.0
Eric Riley,4.0,42.0,10.5,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Eric Rogers,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eric Saubert,60.0,560.0,9.7,44.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Eric Sievers,220.0,2538.0,12.2,46.0,17.0,1.0,-7.0,-7.0,-7.0,0.0,4.0,1.0
Eric Stocz,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eric Streater,5.0,117.0,29.7,61.0,2.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Eric Swanson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eric Tomlinson,42.0,405.0,10.2,34.0,4.0,0.0,0.0,,,0.0,1.0,0.0
Eric Truvillion,12.0,207.0,16.8,53.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Eric Weems,66.0,679.0,10.7,48.0,4.0,13.0,48.0,2.7,31.0,0.0,6.0,3.0
Eric Yarber,1.0,5.0,5.0,5.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Erik Affholter,7.0,68.0,9.8,20.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Erik Ezukanma,19.0,213.0,9.1,34.0,0.0,7.0,74.0,12.1,39.0,0.0,0.0,0.0
Erik Swoope,39.0,539.0,14.4,45.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Erm Davis,1.0,36.0,36.0,36.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ernest Givins,631.0,8989.0,14.4,83.0,57.0,37.0,343.0,8.5,44.0,1.0,17.0,12.0
Ernest Pough,10.0,166.0,13.6,50.0,1.0,5.0,41.0,8.2,25.0,0.0,4.0,0.0
Ernest Wilford,174.0,2361.0,13.7,46.0,16.0,0.0,0.0,,,0.0,1.0,1.0
Ernie Conwell,211.0,2251.0,10.6,52.0,15.0,16.0,81.0,5.2,17.0,2.0,4.0,3.0
Ernie Jones,215.0,3630.0,17.0,93.0,20.0,13.0,76.0,5.8,18.0,0.0,5.0,4.0
Ernie Mills,239.0,3521.0,15.2,62.0,22.0,21.0,133.0,6.8,20.0,0.0,7.0,4.0
Ernie Richardson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ernie Warlick,98.0,1660.0,18.0,55.0,5.0,0.0,0.0,,,0.0,1.0,0.0
Ernie Wheelwright,5.0,37.0,7.4,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ernie Winburn,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eron Riley,6.0,187.0,31.2,89.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Erron Kinney,186.0,1811.0,9.7,31.0,11.0,0.0,0.0,,,0.0,2.0,1.0
Erwin Williams,3.0,14.0,4.7,6.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Ethan Fernea,2.0,8.0,4.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ethan Horton,196.0,2379.0,12.5,52.0,17.0,0.0,0.0,,,0.0,3.0,3.0
Ethan Wolf,4.0,10.0,2.0,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Eugene Baker,7.0,118.0,19.6,36.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Eugene Goodlow,115.0,1677.0,14.9,76.0,10.0,3.0,11.0,3.7,5.0,0.0,1.0,0.0
Eugene Riley,1.0,3.0,3.0,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Eugene Rowell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ev Rowan,1.0,12.0,12.0,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Evan Baylis,12.0,112.0,9.0,20.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Evan Engram,364.0,3871.0,10.5,75.0,22.0,16.0,93.0,6.0,14.0,1.0,2.0,2.0
Evan Moore,92.0,1105.0,11.8,49.0,9.0,0.0,0.0,,,0.0,3.0,3.0
Evan Spencer,2.0,16.0,8.0,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Evar Swanson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Everett Gay,15.0,205.0,13.2,25.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Fabien Bownes,21.0,283.0,12.4,49.0,2.0,1.0,-14.0,-14.0,-14.0,0.0,0.0,0.0
Fair Hooker,133.0,1937.0,14.4,69.0,9.0,0.0,0.0,,,0.0,1.0,1.0
Farrod Green,3.0,21.0,6.5,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Feleipe Franks,1.0,5.0,5.0,5.0,0.0,9.0,39.0,2.3,12.0,0.0,1.0,1.0
Felton Davis,1.0,7.0,7.0,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Fendi Onobun,16.0,165.0,11.9,33.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ferd Dreher,3.0,69.0,25.5,33.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Fernanza Burgess,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ferrell Edmunds,153.0,1964.0,13.4,80.0,12.0,2.0,-15.0,-7.5,-7.0,0.0,9.0,5.0
Flavio Tosi,17.0,265.0,13.8,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Flip Johnson,34.0,473.0,12.7,66.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Flip McDonald,8.0,75.0,8.0,21.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Flipper Anderson,274.0,5527.0,22.0,78.0,30.0,3.0,23.0,7.7,13.0,0.0,3.0,3.0
Flop Gorrill,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Floyd Dixon,190.0,2582.0,13.6,65.0,16.0,23.0,110.0,3.8,24.0,0.0,4.0,1.0
Floyd Eddings,28.0,506.0,17.1,47.0,0.0,3.0,15.0,5.0,16.0,0.0,0.0,0.0
Floyd Hodge,65.0,703.0,10.0,76.0,4.0,4.0,28.0,7.0,11.0,0.0,1.0,1.0
Floyd Konetsky,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Floyd Raglin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Floyd Turner,296.0,4020.0,14.0,68.0,34.0,7.0,17.0,2.4,6.0,0.0,5.0,3.0
Fontel Mines,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Foster Moreau,93.0,1125.0,13.5,47.0,12.0,0.0,2.0,,2.0,0.0,2.0,1.0
Francis Owusu,7.0,111.0,13.5,45.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Frank Baker,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank Bissell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank Budd,10.0,236.0,24.5,50.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Frank Clair,2.0,12.0,6.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank Clarke,296.0,5552.0,18.9,80.0,51.0,34.0,231.0,7.8,56.0,1.0,11.0,0.0
Frank Cumiskey,5.0,50.0,10.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank Darby,9.0,118.0,15.2,35.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank Gifford,43.0,830.0,18.5,63.0,7.0,2.0,18.0,9.0,12.0,1.0,1.0,0.0
Frank Grant,170.0,2775.0,16.1,96.0,19.0,5.0,27.0,5.4,25.0,0.0,2.0,0.0
Frank Grube,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank Hartley,37.0,441.0,12.3,35.0,3.0,0.0,0.0,,,0.0,2.0,0.0
Frank Hertz,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank Hubbell,13.0,166.0,11.9,48.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Frank Jackson,188.0,2953.0,15.8,82.0,24.0,121.0,790.0,9.1,49.0,7.0,9.0,0.0
Frank Kimble,2.0,16.0,8.0,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank Lewis,424.0,7277.0,17.7,92.0,45.0,12.0,146.0,12.2,41.0,1.0,5.0,0.0
Frank Liebel,67.0,1464.0,22.3,58.0,19.0,0.0,0.0,,,0.0,1.0,0.0
Frank LoVuolo,2.0,37.0,18.5,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank Lockett,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank McGrath,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank McNeil,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank Miotke,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Frank Murphy,8.0,71.0,10.8,20.0,1.0,0.0,0.0,,,0.0,3.0,1.0
Frank Pillow,23.0,324.0,14.2,34.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Frank Pitts,186.0,3026.0,15.9,90.0,27.0,31.0,294.0,8.4,42.0,1.0,4.0,0.0
Frank Pokorny,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
