PLAYER,REC,YDS,AVG,LNG,TD,ATT,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Dave Jones,7.0,116.0,16.7,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dave Juenger,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dave Kalina,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dave Kocourek,264.0,4347.0,16.2,76.0,26.0,0.0,0.0,,,0.0,1.0,0.0
Dave Lince,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dave Little,25.0,243.0,9.5,28.0,1.0,0.0,0.0,,,0.0,2.0,0.0
Dave Logan,266.0,4313.0,16.6,65.0,24.0,0.0,0.0,,,0.0,2.0,0.0
Dave McDaniels,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dave Moore,202.0,2041.0,10.2,44.0,28.0,0.0,0.0,,,0.0,3.0,1.0
Dave Nisbet,1.0,25.0,25.0,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dave Parker,1.0,10.0,10.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dave Parks,360.0,5619.0,15.5,83.0,44.0,4.0,-10.0,-2.5,10.0,0.0,4.0,0.0
Dave Pivec,14.0,146.0,9.3,18.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Dave Reese,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dave Shula,0.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0
Dave Stachelski,2.0,7.0,3.5,5.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Dave Stief,62.0,966.0,14.0,55.0,4.0,1.0,-8.0,-8.0,-8.0,0.0,2.0,0.0
Dave Sullivan,5.0,92.0,18.2,37.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Dave Szymakowski,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dave Truitt,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dave Young,21.0,228.0,9.1,28.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Dave Ziff,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
David Anderson,135.0,1508.0,11.6,65.0,7.0,1.0,6.0,6.0,6.0,0.0,3.0,1.0
David Ausberry,17.0,202.0,12.3,31.0,1.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0
David Ball,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
David Bell,59.0,567.0,10.1,41.0,4.0,0.0,0.0,,,0.0,0.0,0.0
David Boston,315.0,4699.0,14.9,70.0,25.0,18.0,91.0,5.1,24.0,0.0,7.0,5.0
David Clowney,45.0,862.0,18.0,73.0,5.0,5.0,23.0,4.6,13.0,0.0,1.0,0.0
David Daniels,9.0,137.0,18.7,57.0,0.0,0.0,0.0,,,0.0,1.0,0.0
David Douglas,1.0,23.0,23.0,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0
David Dunn,100.0,1351.0,13.1,40.0,4.0,1.0,-13.0,-13.0,-13.0,0.0,12.0,6.0
David Durden,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
David Frisch,9.0,70.0,8.4,21.0,1.0,0.0,0.0,,,0.0,0.0,0.0
David Gamble,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
David Gettis,44.0,579.0,13.0,88.0,3.0,3.0,2.0,0.7,19.0,0.0,0.0,0.0
David Gilreath,10.0,156.0,9.8,41.0,0.0,4.0,16.0,4.0,7.0,0.0,0.0,0.0
David Givens,201.0,2642.0,13.3,57.0,19.0,4.0,14.0,2.5,9.0,0.0,2.0,0.0
David Grinnage,6.0,61.0,9.3,24.0,0.0,0.0,0.0,,,0.0,0.0,0.0
David Hill,369.0,4302.0,11.7,61.0,30.0,8.0,37.0,4.3,15.0,0.0,14.0,4.0
David Jackson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
David Johnson,477.0,2021.0,4.1,58.0,26.0,140.0,1525.0,11.6,58.0,8.0,11.0,5.0
David Kircus,15.0,308.0,22.3,50.0,1.0,0.0,0.0,,,0.0,0.0,0.0
David Knight,73.0,1189.0,17.4,49.0,7.0,0.0,0.0,,,0.0,0.0,0.0
David LaFleur,88.0,751.0,8.9,25.0,12.0,0.0,0.0,,,0.0,2.0,0.0
David Lewis,60.0,731.0,13.5,58.0,8.0,0.0,0.0,,,0.0,3.0,2.0
David Martin,165.0,1591.0,9.7,61.0,15.0,0.0,0.0,,,0.0,1.0,1.0
David Montagne,5.0,47.0,10.5,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
David Moore,107.0,1715.0,15.7,60.0,16.0,14.0,101.0,6.7,19.0,0.0,6.0,1.0
David Morgan,27.0,242.0,8.0,23.0,1.0,0.0,0.0,,,0.0,0.0,0.0
David Nelson,157.0,1756.0,11.2,37.0,12.0,0.0,0.0,,,0.0,2.0,0.0
David Njoku,225.0,2601.0,11.3,71.0,21.0,4.0,-6.0,-1.5,1.0,0.0,1.0,1.0
David Palmer,25.0,241.0,10.4,39.0,0.0,10.0,25.0,2.4,9.0,0.0,6.0,2.0
David Patten,352.0,5053.0,14.6,91.0,27.0,14.0,128.0,9.1,29.0,1.0,7.0,2.0
David Paulson,25.0,263.0,10.7,34.0,1.0,0.0,0.0,,,0.0,2.0,1.0
David Rackley,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
David Reed,18.0,255.0,12.2,41.0,0.0,3.0,24.0,8.0,16.0,0.0,3.0,2.0
David Rhodes,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
David Sills,36.0,405.0,10.2,37.0,3.0,0.0,0.0,,,0.0,0.0,0.0
David Sloan,199.0,2251.0,11.6,74.0,17.0,0.0,0.0,,,0.0,0.0,0.0
David Terrell,130.0,1620.0,12.1,63.0,9.0,4.0,14.0,3.5,20.0,0.0,2.0,1.0
David Thomas,118.0,1081.0,9.2,37.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
David Tyree,58.0,697.0,13.2,49.0,5.0,1.0,-9.0,-9.0,-9.0,0.0,1.0,1.0
David Verser,23.0,454.0,19.8,73.0,3.0,8.0,57.0,7.1,29.0,0.0,4.0,2.0
David Watford,5.0,56.0,17.5,28.0,1.0,0.0,0.0,,,0.0,0.0,0.0
David Wells,4.0,35.0,9.8,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Davion Davis,19.0,241.0,13.2,27.0,3.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0
Davon Drew,4.0,31.0,6.5,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Davon Grayson,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Davone Bess,405.0,4221.0,10.2,45.0,14.0,7.0,30.0,4.2,13.0,0.0,18.0,9.0
Dawson Knox,178.0,2068.0,12.0,53.0,25.0,1.0,13.0,9.0,9.0,0.0,2.0,2.0
Dax Milne,34.0,306.0,8.6,26.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0
Dax Raymond,3.0,22.0,7.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Daylen Baldwin,5.0,50.0,10.4,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dazz Newsome,6.0,76.0,12.7,19.0,1.0,1.0,13.0,13.0,13.0,0.0,2.0,1.0
DeAndre Carter,137.0,1570.0,11.0,50.0,6.0,18.0,101.0,5.9,27.0,0.0,18.0,6.0
DeAndre Goolsby,1.0,14.0,14.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
DeAndre Hopkins,984.0,13016.0,13.5,76.0,81.0,6.0,21.0,3.5,12.0,0.0,14.0,9.0
DeAndre Smelter,3.0,40.0,15.8,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0
DeAndrew White,25.0,394.0,13.8,54.0,0.0,0.0,0.0,,,0.0,3.0,0.0
DeAngelo Yancey,6.0,78.0,9.4,46.0,0.0,0.0,0.0,,,0.0,1.0,0.0
DeMarco Sampson,8.0,151.0,17.2,45.0,0.0,0.0,0.0,,,0.0,0.0,0.0
DeMarcus Ayers,12.0,95.0,7.0,15.0,1.0,5.0,20.0,6.5,15.0,0.0,1.0,0.0
DeSean Jackson,720.0,12460.0,17.7,91.0,61.0,77.0,521.0,6.5,67.0,4.0,18.0,8.0
DeVante Parker,419.0,5889.0,13.5,72.0,27.0,0.0,0.0,,,0.0,2.0,0.0
DeVier Posey,39.0,492.0,13.5,80.0,3.0,1.0,-3.0,-3.0,-3.0,0.0,1.0,1.0
DeVonta Smith,269.0,3602.0,13.3,63.0,20.0,0.0,0.0,,,0.0,3.0,3.0
Dean Barnett,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Deante Burton,7.0,88.0,12.2,27.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dede Westbrook,200.0,2239.0,11.0,61.0,12.0,14.0,125.0,9.3,43.0,0.0,8.0,3.0
Dedric Ward,187.0,2591.0,13.7,71.0,13.0,12.0,86.0,7.4,21.0,0.0,7.0,2.0
Dedrick Epps,6.0,76.0,11.8,22.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Dee Mackey,94.0,1352.0,15.0,57.0,8.0,0.0,0.0,,,0.0,4.0,0.0
Deebo Samuel,342.0,4967.0,14.5,83.0,21.0,213.0,1309.0,6.4,51.0,20.0,11.0,6.0
Deems May,26.0,238.0,8.6,39.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Deion Branch,660.0,8667.0,13.5,79.0,52.0,11.0,74.0,5.6,23.0,1.0,4.0,3.0
Del Hufford,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Del Shofner,357.0,6580.0,18.2,92.0,51.0,4.0,1.0,0.2,6.0,0.0,2.0,0.0
Delanie Walker,550.0,6517.0,12.0,68.0,40.0,19.0,96.0,5.1,36.0,1.0,14.0,6.0
Demarcus Dobbs,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Demarcus Robinson,266.0,3289.0,12.2,89.0,25.0,2.0,28.0,14.0,23.0,0.0,6.0,3.0
Demario Douglas,51.0,578.0,12.3,42.0,0.0,8.0,41.0,5.5,20.0,0.0,3.0,1.0
Demaryius Thomas,829.0,11085.0,13.4,86.0,73.0,3.0,6.0,2.0,5.0,0.0,13.0,11.0
Demetrius Harris,104.0,1005.0,9.8,51.0,12.0,0.0,0.0,,,0.0,1.0,0.0
Demetrius Williams,77.0,1215.0,16.3,77.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Denard Robinson,59.0,196.0,3.8,24.0,0.0,2.0,10.0,5.0,7.0,0.0,3.0,2.0
Denarius Moore,164.0,2482.0,14.3,78.0,20.0,8.0,59.0,7.4,25.0,1.0,6.0,2.0
Denis Montana,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dennis Cambal,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dennis Franklin,6.0,125.0,20.5,36.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dennis Gadbois,3.0,51.0,17.0,20.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dennis Gentry,102.0,1349.0,14.1,80.0,6.0,36.0,241.0,6.6,58.0,1.0,4.0,3.0
Dennis Homan,37.0,619.0,16.9,66.0,2.0,2.0,-3.0,-1.5,0.0,0.0,1.0,0.0
Dennis Houston,10.0,121.0,13.1,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dennis Hughes,24.0,332.0,15.8,72.0,3.0,1.0,-8.0,-8.0,-8.0,0.0,1.0,0.0
Dennis Law,5.0,81.0,16.4,20.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
Dennis McKinnon,228.0,3529.0,15.2,76.0,27.0,13.0,15.0,1.2,21.0,1.0,18.0,12.0
Dennis Northcutt,413.0,5131.0,12.6,58.0,21.0,53.0,371.0,7.3,36.0,1.0,15.0,10.0
Dennis Parks,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dennis Pearson,13.0,203.0,15.0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0
Dennis Pitta,263.0,2530.0,10.1,61.0,17.0,0.0,0.0,,,0.0,1.0,1.0
Dennis Smith,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Denzel Mims,57.0,897.0,15.8,63.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Deon Butler,82.0,927.0,11.4,63.0,7.0,2.0,6.0,3.0,4.0,0.0,0.0,0.0
Deon Cain,31.0,408.0,13.0,46.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Deon Yelder,16.0,160.0,8.7,27.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Deontay Burnett,39.0,400.0,10.2,41.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Deonte Harris,75.0,932.0,13.2,72.0,4.0,17.0,130.0,7.9,23.0,0.0,9.0,3.0
Deonte Thompson,131.0,1706.0,13.8,51.0,11.0,3.0,4.0,1.3,9.0,0.0,3.0,2.0
Derek Brown,388.0,1383.0,3.4,60.0,6.0,108.0,918.0,9.1,37.0,3.0,5.0,4.0
Derek Carrier,74.0,645.0,8.7,32.0,5.0,2.0,29.0,14.5,27.0,0.0,1.0,0.0
Derek Dorris,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Derek Fine,24.0,194.0,7.9,20.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Derek Hagan,224.0,2730.0,12.2,42.0,10.0,2.0,28.0,14.0,14.0,0.0,1.0,1.0
Derek Hill,54.0,853.0,15.9,66.0,1.0,0.0,0.0,,,0.0,3.0,1.0
Derek Holloway,1.0,7.0,7.0,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Derek Miller,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Derek Moye,12.0,169.0,13.8,32.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Derek Price,1.0,14.0,14.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Derek Rackley,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Derek Russell,175.0,2452.0,13.8,57.0,9.0,1.0,6.0,6.0,6.0,0.0,1.0,1.0
Derek Schouman,28.0,288.0,10.5,27.0,1.0,3.0,19.0,7.0,10.0,0.0,2.0,1.0
Derek Stanley,12.0,180.0,19.2,80.0,2.0,4.0,17.0,4.2,7.0,0.0,4.0,2.0
Derek Tennell,45.0,390.0,8.3,26.0,7.0,0.0,0.0,,,0.0,0.0,0.0
Derek Ware,41.0,441.0,12.3,33.0,2.0,0.0,0.0,,,0.0,2.0,2.0
Derek Wright,8.0,119.0,16.2,32.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Derick Armstrong,45.0,605.0,12.3,44.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Derius Davis,20.0,111.0,5.1,18.0,0.0,16.0,120.0,7.0,51.0,0.0,4.0,1.0
Derrell Mitchell,1.0,13.0,13.0,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Derrick Alexander,422.0,7040.0,17.0,92.0,40.0,16.0,210.0,13.1,82.0,1.0,6.0,2.0
Derrick Crawford,5.0,70.0,15.6,42.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Derrick Faison,3.0,27.0,9.0,12.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Derrick Gaffney,165.0,2734.0,16.3,50.0,8.0,2.0,-2.0,-1.0,1.0,0.0,1.0,1.0
Derrick Hamilton,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Derrick Harden,2.0,29.0,14.5,15.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Derrick Lewis,2.0,12.0,6.0,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Derrick Mason,1042.0,13168.0,12.9,79.0,69.0,11.0,23.0,1.3,16.0,0.0,18.0,9.0
Derrick Mayes,149.0,1890.0,12.4,74.0,16.0,0.0,0.0,,,0.0,2.0,1.0
Derrick Ramsey,221.0,2806.0,13.4,66.0,28.0,0.0,0.0,,,0.0,4.0,2.0
Derrick Shepard,40.0,608.0,14.1,37.0,2.0,6.0,24.0,4.0,12.0,0.0,8.0,6.0
Derrick Townsel,1.0,9.0,9.0,9.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Derrick Walker,190.0,1897.0,9.8,59.0,10.0,0.0,0.0,,,0.0,3.0,3.0
Derrick Williams,14.0,126.0,8.6,19.0,1.0,1.0,4.0,4.0,4.0,0.0,4.0,1.0
Derrick Willies,13.0,177.0,12.0,39.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Derrius Thompson,105.0,1543.0,15.0,47.0,9.0,10.0,77.0,5.9,26.0,0.0,2.0,2.0
Derwin Williams,14.0,228.0,15.9,30.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Desmond Clark,340.0,3783.0,11.6,52.0,29.0,0.0,0.0,,,0.0,8.0,5.0
Desmond Howard,123.0,1597.0,12.8,81.0,7.0,12.0,68.0,5.4,9.0,0.0,12.0,5.0
Desmond Kitchings,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Devale Ellis,4.0,41.0,10.5,19.0,0.0,2.0,3.0,1.5,12.0,0.0,1.0,0.0
Devard Darling,37.0,578.0,15.2,68.0,4.0,0.0,0.0,,,0.0,1.0,0.0
Deven Thompkins,32.0,193.0,5.2,34.0,1.0,12.0,100.0,8.8,17.0,0.0,5.0,1.0
Devery Henderson,292.0,5041.0,17.9,84.0,26.0,21.0,125.0,6.0,30.0,1.0,3.0,0.0
Devin Aromashodu,104.0,1640.0,17.1,94.0,8.0,0.0,0.0,,,0.0,1.0,0.0
Devin Asiasi,11.0,140.0,12.2,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Devin Duvernay,104.0,985.0,9.4,39.0,6.0,27.0,219.0,8.7,42.0,1.0,2.0,0.0
Devin Fuller,5.0,66.0,14.6,17.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Devin Funchess,202.0,2760.0,13.6,52.0,23.0,0.0,0.0,,,0.0,2.0,2.0
Devin Gray,17.0,264.0,14.2,30.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Devin Hester,267.0,3367.0,12.5,65.0,16.0,36.0,161.0,4.4,20.0,1.0,27.0,6.0
Devin Lucien,12.0,175.0,12.9,45.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Devin Ross,6.0,80.0,13.3,19.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Devin Smith,30.0,481.0,17.6,51.0,3.0,0.0,0.0,,,0.0,1.0,1.0
Devin Street,23.0,286.0,13.4,25.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Devin Thomas,83.0,961.0,11.4,44.0,6.0,6.0,51.0,8.5,29.0,1.0,3.0,0.0
Devon Allen,4.0,83.0,24.2,55.0,1.0,1.0,-4.0,-4.0,-4.0,0.0,0.0,0.0
Devon Cajuste,1.0,40.0,40.0,40.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Devon Wylie,12.0,112.0,8.5,17.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Dexter McCluster,159.0,1431.0,9.0,43.0,5.0,58.0,262.0,3.3,20.0,0.0,7.0,4.0
Dez Bryant,588.0,8246.0,14.9,85.0,82.0,6.0,-3.0,-0.5,6.0,0.0,16.0,8.0
Dez Fitzpatrick,13.0,169.0,13.1,28.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Dez Stewart,1.0,9.0,9.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dez White,193.0,2189.0,11.2,76.0,11.0,9.0,53.0,5.9,26.0,0.0,2.0,2.0
Dezmin Lewis,10.0,132.0,13.1,28.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dezmon Briscoe,60.0,788.0,15.2,54.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Dezmon Patmon,27.0,424.0,15.7,60.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Dialleo Burks,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Bielski,91.0,1194.0,13.2,57.0,10.0,0.0,0.0,,,0.0,1.0,0.0
Dick Capp,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Compton,52.0,733.0,18.5,95.0,4.0,6.0,8.0,1.7,4.0,0.0,2.0,0.0
Dick Dolly,8.0,122.0,14.0,47.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Dick Dorsey,21.0,344.0,17.4,90.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Dick Evans,13.0,145.0,12.1,30.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Fencl,1.0,20.0,20.0,20.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Flaherty,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Gordon,243.0,3594.0,15.2,93.0,36.0,17.0,105.0,6.5,25.0,0.0,15.0,0.0
Dick Halladay,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Harrison,1.0,9.0,9.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Horne,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Humbert,70.0,761.0,10.6,33.0,6.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Dick Johnson,2.0,17.0,8.5,11.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Dick Lage,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Lucas,34.0,384.0,11.4,24.0,6.0,0.0,0.0,,,0.0,1.0,0.0
Dick Powell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Reichle,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Schuster,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dick Witcher,182.0,2479.0,13.0,63.0,16.0,0.0,0.0,,,0.0,1.0,0.0
Dietrich Jells,14.0,247.0,17.6,57.0,2.0,2.0,9.0,4.5,13.0,0.0,0.0,0.0
Dillon Mitchell,1.0,10.0,10.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dillon Stoner,7.0,105.0,13.0,32.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dion Sims,115.0,1070.0,8.9,38.0,11.0,0.0,0.0,,,0.0,2.0,2.0
Diontae Johnson,428.0,4859.0,12.6,71.0,28.0,20.0,134.0,7.0,25.0,0.0,12.0,5.0
Diontae Spencer,15.0,112.0,7.0,20.0,0.0,8.0,73.0,9.1,29.0,0.0,7.0,3.0
Dobie Craig,38.0,734.0,22.1,93.0,7.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0
Dobson Collins,3.0,27.0,10.0,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Doc Cronkite,1.0,3.0,3.0,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dokie Williams,151.0,2899.0,21.1,75.0,25.0,3.0,27.0,9.0,19.0,0.0,4.0,2.0
Dom Albanese,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dom Williams,10.0,132.0,13.2,26.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Domenik Hixon,139.0,1866.0,12.8,61.0,10.0,5.0,-3.0,-0.6,15.0,0.0,6.0,5.0
Dominique Byrd,23.0,327.0,16.0,45.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Dominique Curry,2.0,25.0,12.5,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dominique Dafney,5.0,83.0,16.6,26.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Dominique Edison,5.0,90.0,18.0,31.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Dominique Jones,31.0,314.0,10.7,24.0,3.0,4.0,74.0,17.3,42.0,1.0,0.0,0.0
Dominique Thompson,1.0,13.0,13.0,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dominique Zeigler,39.0,481.0,13.3,31.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Don Alley,2.0,27.0,13.5,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Bass,118.0,1583.0,14.4,55.0,14.0,6.0,40.0,6.7,14.0,0.0,1.0,0.0
Don Beebe,254.0,3882.0,15.2,80.0,26.0,4.0,28.0,7.0,23.0,0.0,10.0,9.0
Don Buckey,5.0,36.0,6.6,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Burchfield,3.0,36.0,12.0,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Clune,9.0,164.0,18.8,41.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Currivan,66.0,1760.0,26.8,80.0,21.0,0.0,0.0,,,0.0,1.0,0.0
Don Eliason,2.0,45.0,22.5,36.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Hasselbeck,118.0,1656.0,13.1,51.0,22.0,0.0,0.0,,,0.0,3.0,1.0
Don Herrmann,234.0,3039.0,13.8,63.0,16.0,4.0,-8.0,-4.0,11.0,0.0,3.0,0.0
Don Holmes,25.0,413.0,18.8,77.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Don Kern,2.0,14.0,7.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Kindt,5.0,34.0,6.5,11.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Don Looney,75.0,952.0,12.2,66.0,6.0,2.0,-4.0,-2.0,0.0,0.0,0.0,0.0
Don Maynard,640.0,11970.0,19.1,87.0,90.0,24.0,70.0,2.1,14.0,0.0,10.0,1.0
Don McCafferty,3.0,38.0,13.8,17.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Don Noble,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Norton,241.0,3681.0,15.0,61.0,28.0,3.0,-10.0,-3.3,0.0,0.0,5.0,0.0
Don Summers,10.0,115.0,10.6,17.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Don Vosberg,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Warren,269.0,2711.0,10.2,35.0,8.0,1.0,5.0,5.0,5.0,0.0,4.0,1.0
Don Wells,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Yeisley,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Don Zimmerman,54.0,614.0,12.0,64.0,5.0,2.0,6.0,3.0,3.0,0.0,1.0,0.0
Donald Driver,822.0,11219.0,14.2,90.0,68.0,37.0,245.0,6.9,45.0,1.0,9.0,6.0
Donald Hayes,144.0,1988.0,14.7,56.0,9.0,0.0,0.0,,,0.0,2.0,1.0
Donald Jones,94.0,1021.0,11.2,68.0,7.0,4.0,3.0,0.8,2.0,0.0,2.0,0.0
Donald Lee,236.0,2259.0,9.5,60.0,20.0,0.0,0.0,,,0.0,4.0,4.0
Donald Parham,48.0,563.0,12.3,26.0,7.0,0.0,0.0,,,0.0,0.0,0.0
Donald Sellers,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Donald Snell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Donald Westbrook,23.0,393.0,18.0,38.0,3.0,3.0,6.0,2.0,4.0,0.0,1.0,0.0
Dondre Gilliam,6.0,95.0,15.4,37.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Donnell Baker,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
