PLAYER,SEASON,SUBSEASON,WK,DATE,OPP,RESULT,G,GS
L P Ladouceur,2008,Regular Season,6,2008-10-12,@Cardinals,L 24 - 30,1,0
L P Ladouceur,2008,Regular Season,5,2008-10-05,Bengals,W 31 - 22,1,0
L P Ladouceur,2008,Regular Season,4,2008-09-28,Redskins,L 24 - 26,1,0
L P Ladouceur,2008,Regular Season,3,2008-09-21,@Packers,W 27 - 16,1,0
L P Ladouceur,2008,Regular Season,2,2008-09-15,Eagles,W 41 - 37,1,0
L P Ladouceur,2008,Regular Season,1,2008-09-07,@Browns,W 28 - 10,1,0
Matt Katula,2008,Preseason,4,2008-08-28,Falcons,L 9 - 10,1,0
Matt Katula,2008,Preseason,3,2008-08-23,@Rams,L 10 - 24,1,0
Matt Katula,2008,Preseason,2,2008-08-16,Vikings,L 15 - 23,1,0
Matt Katula,2008,Preseason,1,2008-08-07,@Patriots,W 16 - 15,1,0
Matt Katula,2008,Regular Season,17,2008-12-28,Jaguars,W 27 - 7,1,0
Matt Katula,2008,Regular Season,16,2008-12-20,@Cowboys,W 33 - 24,1,0
Matt Katula,2008,Regular Season,15,2008-12-14,Steelers,L 9 - 13,1,0
Matt Katula,2008,Regular Season,14,2008-12-07,Redskins,W 24 - 10,1,0
Matt Katula,2008,Regular Season,13,2008-11-30,@Bengals,W 34 - 3,1,0
Matt Katula,2008,Regular Season,12,2008-11-23,Eagles,W 36 - 7,1,0
Matt Katula,2008,Regular Season,11,2008-11-16,@Giants,L 10 - 30,1,0
Matt Katula,2008,Regular Season,10,2008-11-09,@Texans,W 41 - 13,1,0
Matt Katula,2008,Regular Season,9,2008-11-02,@Browns,W 37 - 27,1,0
Matt Katula,2008,Regular Season,8,2008-10-26,Raiders,W 29 - 10,1,0
Matt Katula,2008,Regular Season,7,2008-10-19,@Dolphins,W 27 - 13,1,0
Matt Katula,2008,Regular Season,6,2008-10-12,@Colts,L 3 - 31,1,0
Matt Katula,2008,Regular Season,5,2008-10-05,Titans,L 10 - 13,1,0
Matt Katula,2008,Regular Season,4,2008-09-29,@Steelers,L 20 - 23,1,0
Matt Katula,2008,Regular Season,3,2008-09-21,Browns,W 28 - 10,1,0
Matt Katula,2008,Regular Season,1,2008-09-07,Bengals,W 17 - 10,1,0
Matt Katula,2008,Post Season,3,2009-01-18,@Steelers,L 14 - 23,1,0
Matt Katula,2008,Post Season,2,2009-01-10,@Titans,W 13 - 10,1,0
Matt Katula,2008,Post Season,1,2009-01-04,@Dolphins,W 27 - 9,1,0
Ryan Neill,2008,Preseason,4,2008-08-28,Lions,L 6 - 14,1,0
Ryan Neill,2008,Preseason,3,2008-08-24,@Colts,W 20 - 7,1,0
Ryan Neill,2008,Preseason,2,2008-08-14,Steelers,W 24 - 21,1,0
Ryan Neill,2008,Preseason,1,2008-08-09,@Redskins,L 14 - 17,1,0
Ryan Neill,2008,Regular Season,17,2008-12-28,Patriots,L 0 - 13,1,0
Ryan Neill,2008,Regular Season,16,2008-12-21,@Broncos,W 30 - 23,1,0
Ryan Neill,2008,Regular Season,15,2008-12-14,@Jets,L 27 - 31,1,0
Ryan Neill,2008,Regular Season,14,2008-12-07,Dolphins,L 3 - 16,1,0
Ryan Neill,2008,Regular Season,13,2008-11-30,Niners,L 3 - 10,1,0
Ryan Neill,2008,Regular Season,12,2008-11-23,@Chiefs,W 54 - 31,1,0
Ryan Neill,2008,Regular Season,11,2008-11-17,Browns,L 27 - 29,1,0
Ryan Neill,2008,Regular Season,10,2008-11-09,@Patriots,L 10 - 20,1,0
Ryan Neill,2008,Regular Season,9,2008-11-02,Jets,L 17 - 26,1,0
Ryan Neill,2008,Regular Season,8,2008-10-26,@Dolphins,L 16 - 25,1,0
Ryan Neill,2008,Regular Season,7,2008-10-19,Chargers,W 23 - 14,1,0
Ryan Neill,2008,Regular Season,5,2008-10-05,@Cardinals,L 17 - 41,1,0
Ryan Neill,2008,Regular Season,4,2008-09-28,@Rams,W 31 - 14,1,0
Ryan Neill,2008,Regular Season,3,2008-09-21,Raiders,W 24 - 23,1,0
Ryan Neill,2008,Regular Season,2,2008-09-14,@Jaguars,W 20 - 16,1,0
Ryan Neill,2008,Regular Season,1,2008-09-07,Seahawks,W 34 - 10,1,0
Jared Retkofsky,2008,Regular Season,17,2008-12-28,Browns,W 31 - 0,1,0
Jared Retkofsky,2008,Regular Season,16,2008-12-21,@Titans,L 14 - 31,1,0
Jared Retkofsky,2008,Regular Season,15,2008-12-14,@Ravens,W 13 - 9,1,0
Jared Retkofsky,2008,Regular Season,14,2008-12-07,Cowboys,W 20 - 13,1,0
Jared Retkofsky,2008,Regular Season,13,2008-11-30,@Patriots,W 33 - 10,1,0
Jared Retkofsky,2008,Regular Season,12,2008-11-20,Bengals,W 27 - 10,1,0
Jared Retkofsky,2008,Regular Season,11,2008-11-16,Chargers,W 11 - 10,1,0
Jared Retkofsky,2008,Regular Season,10,2008-11-09,Colts,L 20 - 24,1,0
Jared Retkofsky,2008,Regular Season,9,2008-11-03,@Redskins,W 23 - 6,1,0
Jared Retkofsky,2008,Post Season,4,2009-02-01,@Cardinals,W 27 - 23,1,0
Jared Retkofsky,2008,Post Season,3,2009-01-18,Ravens,W 23 - 14,1,0
Jared Retkofsky,2008,Post Season,2,2009-01-11,Chargers,W 35 - 24,1,0
Brett Goode,2008,Regular Season,17,2008-12-28,Lions,W 31 - 21,1,0
Brett Goode,2008,Regular Season,16,2008-12-22,@Bears,L 17 - 20,1,0
Brett Goode,2008,Regular Season,15,2008-12-14,@Jaguars,L 16 - 20,1,0
Brett Goode,2008,Regular Season,14,2008-12-07,Texans,L 21 - 24,1,0
Brett Goode,2008,Regular Season,13,2008-11-30,Panthers,L 31 - 35,1,0
Brett Goode,2008,Regular Season,12,2008-11-24,@Saints,L 29 - 51,1,0
Brett Goode,2008,Regular Season,11,2008-11-16,Bears,W 37 - 3,1,0
Brett Goode,2008,Regular Season,10,2008-11-09,@Vikings,L 27 - 28,1,0
Brett Goode,2008,Regular Season,9,2008-11-02,@Titans,L 16 - 19,1,0
Brett Goode,2008,Regular Season,7,2008-10-19,Colts,W 34 - 14,1,0
Brett Goode,2008,Regular Season,6,2008-10-12,@Seahawks,W 27 - 17,1,0
Brett Goode,2008,Regular Season,5,2008-10-05,Falcons,L 24 - 27,1,0
Brett Goode,2008,Regular Season,4,2008-09-28,@Buccaneers,L 21 - 30,1,0
Brett Goode,2008,Regular Season,3,2008-09-21,Cowboys,L 16 - 27,1,0
Brett Goode,2008,Regular Season,2,2008-09-14,@Lions,W 48 - 25,1,0
Brett Goode,2008,Regular Season,1,2008-09-08,Vikings,W 24 - 19,1,0
Ethan Albright,2009,Preseason,4,2009-09-03,@Jaguars,L 17 - 24,1,0
Ethan Albright,2009,Preseason,2,2009-08-22,Steelers,W 17 - 13,1,0
Ethan Albright,2009,Preseason,1,2009-08-13,@Ravens,L 0 - 23,1,0
Ethan Albright,2009,Regular Season,17,2010-01-03,@Chargers,L 20 - 23,1,0
Ethan Albright,2009,Regular Season,16,2009-12-27,Cowboys,L 0 - 17,1,0
Ethan Albright,2009,Regular Season,15,2009-12-21,Giants,L 12 - 45,1,0
Ethan Albright,2009,Regular Season,14,2009-12-13,@Raiders,W 34 - 13,1,0
Ethan Albright,2009,Regular Season,13,2009-12-06,Saints,L 30 - 33,1,0
Ethan Albright,2009,Regular Season,12,2009-11-29,@Eagles,L 24 - 27,1,0
Ethan Albright,2009,Regular Season,11,2009-11-22,@Cowboys,L 6 - 7,1,0
Ethan Albright,2009,Regular Season,10,2009-11-15,Broncos,W 27 - 17,1,0
Ethan Albright,2009,Regular Season,9,2009-11-08,@Falcons,L 17 - 31,1,0
Ethan Albright,2009,Regular Season,7,2009-10-26,Eagles,L 17 - 27,1,0
Ethan Albright,2009,Regular Season,6,2009-10-18,Chiefs,L 6 - 14,1,0
Ethan Albright,2009,Regular Season,5,2009-10-11,@Panthers,L 17 - 20,1,0
Ethan Albright,2009,Regular Season,4,2009-10-04,Buccaneers,W 16 - 13,1,0
Ethan Albright,2009,Regular Season,3,2009-09-27,@Lions,L 14 - 19,1,0
Ethan Albright,2009,Regular Season,2,2009-09-20,Rams,W 9 - 7,1,0
Ethan Albright,2009,Regular Season,1,2009-09-13,@Giants,L 17 - 23,1,0
David Binn,2009,Preseason,4,2009-09-04,Niners,W 26 - 7,1,0
David Binn,2009,Preseason,2,2009-08-22,@Cardinals,W 17 - 6,1,0
David Binn,2009,Preseason,1,2009-08-15,Seahawks,L 14 - 20,1,0
David Binn,2009,Regular Season,17,2010-01-03,Redskins,W 23 - 20,1,0
David Binn,2009,Regular Season,16,2009-12-25,@Titans,W 42 - 17,1,0
David Binn,2009,Regular Season,15,2009-12-20,Bengals,W 27 - 24,1,0
David Binn,2009,Regular Season,14,2009-12-13,@Cowboys,W 20 - 17,1,0
David Binn,2009,Regular Season,13,2009-12-06,@Browns,W 30 - 23,1,0
David Binn,2009,Regular Season,12,2009-11-29,Chiefs,W 43 - 14,1,0
David Binn,2009,Regular Season,11,2009-11-22,@Broncos,W 32 - 3,1,0
David Binn,2009,Regular Season,10,2009-11-15,Eagles,W 31 - 23,1,0
David Binn,2009,Regular Season,9,2009-11-08,@Giants,W 21 - 20,1,0
David Binn,2009,Regular Season,8,2009-11-01,Raiders,W 24 - 16,1,0
David Binn,2009,Regular Season,7,2009-10-25,@Chiefs,W 37 - 7,1,0
David Binn,2009,Regular Season,6,2009-10-19,Broncos,L 23 - 34,1,0
David Binn,2009,Regular Season,4,2009-10-04,@Steelers,L 28 - 38,1,0
David Binn,2009,Regular Season,3,2009-09-27,Dolphins,W 23 - 13,1,0
David Binn,2009,Regular Season,2,2009-09-20,Ravens,L 26 - 31,1,0
David Binn,2009,Regular Season,1,2009-09-14,@Raiders,W 24 - 20,1,0
David Binn,2009,Post Season,2,2010-01-17,Jets,L 14 - 17,1,0
James Dearth,2009,Preseason,4,2009-09-03,Eagles,W 38 - 27,1,0
James Dearth,2009,Preseason,2,2009-08-24,@Ravens,L 23 - 24,1,0
James Dearth,2009,Regular Season,17,2010-01-03,Bengals,W 37 - 0,1,0
James Dearth,2009,Regular Season,16,2009-12-27,@Colts,W 29 - 15,1,0
James Dearth,2009,Regular Season,15,2009-12-20,Falcons,L 7 - 10,1,0
James Dearth,2009,Regular Season,14,2009-12-13,@Buccaneers,W 26 - 3,1,0
James Dearth,2009,Regular Season,13,2009-12-03,@Bills,W 19 - 13,1,0
James Dearth,2009,Regular Season,12,2009-11-29,Panthers,W 17 - 6,1,0
James Dearth,2009,Regular Season,11,2009-11-22,@Patriots,L 14 - 31,1,0
James Dearth,2009,Regular Season,10,2009-11-15,Jaguars,L 22 - 24,1,0
James Dearth,2009,Regular Season,8,2009-11-01,Dolphins,L 25 - 30,1,0
James Dearth,2009,Regular Season,7,2009-10-25,@Raiders,W 38 - 0,1,0
James Dearth,2009,Regular Season,6,2009-10-18,Bills,L 13 - 16,1,0
James Dearth,2009,Regular Season,5,2009-10-12,@Dolphins,L 27 - 31,1,0
James Dearth,2009,Regular Season,4,2009-10-04,@Saints,L 10 - 24,1,0
James Dearth,2009,Regular Season,3,2009-09-27,Titans,W 24 - 17,1,0
James Dearth,2009,Regular Season,2,2009-09-20,Patriots,W 16 - 9,1,0
James Dearth,2009,Regular Season,1,2009-09-13,@Texans,W 24 - 7,1,0
James Dearth,2009,Post Season,3,2010-01-24,@Colts,L 17 - 30,1,0
James Dearth,2009,Post Season,2,2010-01-17,@Chargers,W 17 - 14,1,0
James Dearth,2009,Post Season,1,2010-01-09,@Bengals,W 24 - 14,1,0
Jason Kyle,2009,Preseason,4,2009-09-03,Dolphins,L 7 - 10,1,0
Jason Kyle,2009,Preseason,2,2009-08-22,@Texans,W 38 - 14,1,0
Jason Kyle,2009,Preseason,1,2009-08-14,Bengals,W 17 - 7,1,0
Jason Kyle,2009,Regular Season,17,2010-01-03,@Panthers,L 10 - 23,1,0
Jason Kyle,2009,Regular Season,16,2009-12-27,Buccaneers,L 17 - 20,1,0
Jason Kyle,2009,Regular Season,15,2009-12-19,Cowboys,L 17 - 24,1,0
Jason Kyle,2009,Regular Season,14,2009-12-13,@Falcons,W 26 - 23,1,0
Jason Kyle,2009,Regular Season,13,2009-12-06,@Redskins,W 33 - 30,1,0
Jason Kyle,2009,Regular Season,12,2009-11-30,Patriots,W 38 - 17,1,0
Jason Kyle,2009,Regular Season,11,2009-11-22,@Buccaneers,W 38 - 7,1,0
Jason Kyle,2009,Regular Season,10,2009-11-15,@Rams,W 28 - 23,1,0
Jason Kyle,2009,Regular Season,9,2009-11-08,Panthers,W 30 - 20,1,0
Jason Kyle,2009,Regular Season,8,2009-11-02,Falcons,W 35 - 27,1,0
Jason Kyle,2009,Regular Season,7,2009-10-25,@Dolphins,W 46 - 34,1,0
Jason Kyle,2009,Regular Season,6,2009-10-18,Giants,W 48 - 27,1,0
Jason Kyle,2009,Regular Season,4,2009-10-04,Jets,W 24 - 10,1,0
Jason Kyle,2009,Regular Season,3,2009-09-27,@Bills,W 27 - 7,1,0
Jason Kyle,2009,Regular Season,2,2009-09-20,@Eagles,W 48 - 22,1,0
Jason Kyle,2009,Regular Season,1,2009-09-13,Lions,W 45 - 27,1,0
Jason Kyle,2009,Post Season,4,2010-02-07,@Colts,W 31 - 17,1,0
Jason Kyle,2009,Post Season,3,2010-01-24,Vikings,W 31 - 28,1,0
Jason Kyle,2009,Post Season,2,2010-01-16,Cardinals,W 45 - 14,1,0
Patrick Mannelly,2009,Preseason,4,2009-09-03,Browns,W 26 - 23,1,0
Patrick Mannelly,2009,Preseason,2,2009-08-22,Giants,W 17 - 3,1,0
Patrick Mannelly,2009,Preseason,1,2009-08-15,@Bills,L 20 - 27,0,0
Patrick Mannelly,2009,Regular Season,17,2010-01-03,@Lions,W 37 - 23,1,0
Patrick Mannelly,2009,Regular Season,16,2009-12-28,Vikings,W 36 - 30,1,0
Patrick Mannelly,2009,Regular Season,15,2009-12-20,@Ravens,L 7 - 31,1,0
Patrick Mannelly,2009,Regular Season,14,2009-12-13,Packers,L 14 - 21,1,0
Patrick Mannelly,2009,Regular Season,13,2009-12-06,Rams,W 17 - 9,1,0
Patrick Mannelly,2009,Regular Season,12,2009-11-29,@Vikings,L 10 - 36,1,0
Patrick Mannelly,2009,Regular Season,11,2009-11-22,Eagles,L 20 - 24,1,0
Patrick Mannelly,2009,Regular Season,10,2009-11-12,@Niners,L 6 - 10,1,0
Patrick Mannelly,2009,Regular Season,9,2009-11-08,Cardinals,L 21 - 41,1,0
Patrick Mannelly,2009,Regular Season,8,2009-11-01,Browns,W 30 - 6,1,0
Patrick Mannelly,2009,Regular Season,7,2009-10-25,@Bengals,L 10 - 45,1,0
Patrick Mannelly,2009,Regular Season,6,2009-10-18,@Falcons,L 14 - 21,1,0
Patrick Mannelly,2009,Regular Season,4,2009-10-04,Lions,W 48 - 24,1,0
Patrick Mannelly,2009,Regular Season,3,2009-09-27,@Seahawks,W 25 - 19,1,0
Patrick Mannelly,2009,Regular Season,2,2009-09-20,Steelers,W 17 - 14,1,0
Patrick Mannelly,2009,Regular Season,1,2009-09-13,@Packers,L 15 - 21,1,0
Jeff Robinson,2009,Regular Season,17,2010-01-03,Titans,L 13 - 17,1,0
Jeff Robinson,2009,Regular Season,16,2009-12-27,@Packers,L 10 - 48,1,0
Joe Zelenka,2009,Preseason,4,2009-09-03,Redskins,W 24 - 17,0,0
Joe Zelenka,2009,Preseason,3,2009-08-27,@Eagles,L 32 - 33,1,0
Joe Zelenka,2009,Preseason,2,2009-08-22,Buccaneers,L 23 - 24,1,0
Joe Zelenka,2009,Regular Season,17,2010-01-03,@Buccaneers,W 20 - 10,1,0
Joe Zelenka,2009,Regular Season,16,2009-12-27,Bills,W 31 - 3,1,0
Joe Zelenka,2009,Regular Season,15,2009-12-20,@Jets,W 10 - 7,1,0
Joe Zelenka,2009,Regular Season,14,2009-12-13,Saints,L 23 - 26,1,0
Joe Zelenka,2009,Regular Season,13,2009-12-06,Eagles,L 7 - 34,1,0
Mike Schneck,2009,Preseason,4,2009-09-03,Ravens,L 3 - 20,1,0
Mike Schneck,2009,Preseason,2,2009-08-21,@Rams,W 20 - 13,1,0
Mike Schneck,2009,Regular Season,8,2009-11-02,@Saints,L 27 - 35,1,0
Mike Schneck,2009,Regular Season,7,2009-10-25,@Cowboys,L 21 - 37,1,0
Mike Schneck,2009,Regular Season,6,2009-10-18,Bears,W 21 - 14,1,0
Mike Schneck,2009,Regular Season,5,2009-10-11,@Niners,W 45 - 10,1,0
Mike Schneck,2009,Regular Season,3,2009-09-27,@Patriots,L 10 - 26,1,0
Mike Schneck,2009,Regular Season,2,2009-09-20,Panthers,W 28 - 20,1,0
Mike Schneck,2009,Regular Season,1,2009-09-13,Dolphins,W 19 - 7,1,0
Justin Snow,2009,Preseason,4,2009-09-03,@Bengals,L 7 - 38,1,0
Justin Snow,2009,Regular Season,17,2010-01-03,@Bills,L 7 - 30,1,0
Justin Snow,2009,Regular Season,16,2009-12-27,Jets,L 15 - 29,1,0
Justin Snow,2009,Regular Season,15,2009-12-17,@Jaguars,W 35 - 31,1,0
Justin Snow,2009,Regular Season,14,2009-12-13,Broncos,W 28 - 16,1,0
Justin Snow,2009,Regular Season,13,2009-12-06,Titans,W 27 - 17,1,0
Justin Snow,2009,Regular Season,12,2009-11-29,@Texans,W 35 - 27,1,0
Justin Snow,2009,Regular Season,11,2009-11-22,@Ravens,W 17 - 15,1,0
Justin Snow,2009,Regular Season,10,2009-11-15,Patriots,W 35 - 34,1,0
Justin Snow,2009,Regular Season,9,2009-11-08,Texans,W 20 - 17,1,0
Justin Snow,2009,Regular Season,8,2009-11-01,Niners,W 18 - 14,1,0
Justin Snow,2009,Regular Season,7,2009-10-25,@Rams,W 42 - 6,1,0
Justin Snow,2009,Regular Season,5,2009-10-11,@Titans,W 31 - 9,1,0
Justin Snow,2009,Regular Season,4,2009-10-04,Seahawks,W 34 - 17,1,0
Justin Snow,2009,Regular Season,3,2009-09-27,@Cardinals,W 31 - 10,1,0
Justin Snow,2009,Regular Season,2,2009-09-21,@Dolphins,W 27 - 23,1,0
Justin Snow,2009,Regular Season,1,2009-09-13,Jaguars,W 14 - 12,1,0
Justin Snow,2009,Post Season,4,2010-02-07,Saints,L 17 - 31,1,0
Justin Snow,2009,Post Season,3,2010-01-24,Jets,W 30 - 17,1,0
Justin Snow,2009,Post Season,2,2010-01-16,Ravens,W 20 - 3,1,0
Lonie Paxton,2009,Preseason,4,2009-09-03,Cardinals,W 19 - 0,1,0
Lonie Paxton,2009,Preseason,2,2009-08-22,@Seahawks,L 13 - 27,1,0
Lonie Paxton,2009,Preseason,1,2009-08-14,@Niners,L 16 - 17,1,0
Lonie Paxton,2009,Regular Season,17,2010-01-03,Chiefs,L 24 - 44,1,0
Lonie Paxton,2009,Regular Season,16,2009-12-27,@Eagles,L 27 - 30,1,0
Lonie Paxton,2009,Regular Season,15,2009-12-20,Raiders,L 19 - 20,1,0
Lonie Paxton,2009,Regular Season,14,2009-12-13,@Colts,L 16 - 28,1,0
Lonie Paxton,2009,Regular Season,13,2009-12-06,@Chiefs,W 44 - 13,1,0
Lonie Paxton,2009,Regular Season,12,2009-11-26,Giants,W 26 - 6,1,0
Lonie Paxton,2009,Regular Season,11,2009-11-22,Chargers,L 3 - 32,1,0
Lonie Paxton,2009,Regular Season,10,2009-11-15,@Redskins,L 17 - 27,1,0
Lonie Paxton,2009,Regular Season,9,2009-11-09,Steelers,L 10 - 28,1,0
Lonie Paxton,2009,Regular Season,8,2009-11-01,@Ravens,L 7 - 30,1,0
Lonie Paxton,2009,Regular Season,6,2009-10-19,@Chargers,W 34 - 23,1,0
Lonie Paxton,2009,Regular Season,5,2009-10-11,Patriots,W 20 - 17,1,0
Lonie Paxton,2009,Regular Season,4,2009-10-04,Cowboys,W 17 - 10,1,0
Lonie Paxton,2009,Regular Season,3,2009-09-27,@Raiders,W 23 - 3,1,0
Lonie Paxton,2009,Regular Season,2,2009-09-20,Browns,W 27 - 6,1,0
Lonie Paxton,2009,Regular Season,1,2009-09-13,@Bengals,W 12 - 7,1,0
Mike Leach,2009,Preseason,4,2009-09-03,@Broncos,L 0 - 19,1,0
Mike Leach,2009,Preseason,3,2009-08-28,Packers,L 37 - 44,1,0
Mike Leach,2009,Preseason,2,2009-08-22,Chargers,L 6 - 17,1,0
Mike Leach,2009,Preseason,1,2009-08-13,@Steelers,L 10 - 20,1,0
Mike Leach,2009,Regular Season,17,2010-01-03,Packers,L 7 - 33,1,0
Mike Leach,2009,Regular Season,16,2009-12-27,Rams,W 31 - 10,1,0
Mike Leach,2009,Regular Season,15,2009-12-20,@Lions,W 31 - 24,1,0
Mike Leach,2009,Regular Season,14,2009-12-14,@Niners,L 9 - 24,1,0
Mike Leach,2009,Regular Season,13,2009-12-06,Vikings,W 30 - 17,1,0
Mike Leach,2009,Regular Season,12,2009-11-29,@Titans,L 17 - 20,1,0
Mike Leach,2009,Regular Season,11,2009-11-22,@Rams,W 21 - 13,1,0
Mike Leach,2009,Regular Season,10,2009-11-15,Seahawks,W 31 - 20,1,0
Mike Leach,2009,Regular Season,9,2009-11-08,@Bears,W 41 - 21,1,0
Mike Leach,2009,Regular Season,8,2009-11-01,Panthers,L 21 - 34,1,0
Mike Leach,2009,Regular Season,7,2009-10-25,@Giants,W 24 - 17,1,0
Mike Leach,2009,Regular Season,6,2009-10-18,@Seahawks,W 27 - 3,1,0
Mike Leach,2009,Regular Season,5,2009-10-11,Texans,W 28 - 21,1,0
Mike Leach,2009,Regular Season,3,2009-09-27,Colts,L 10 - 31,1,0
Mike Leach,2009,Regular Season,2,2009-09-20,@Jaguars,W 31 - 17,1,0
Mike Leach,2009,Regular Season,1,2009-09-13,Niners,L 16 - 20,1,0
Mike Leach,2009,Post Season,2,2010-01-16,@Saints,L 14 - 45,1,0
Mike Leach,2009,Post Season,1,2010-01-10,Packers,W 51 - 45,1,0
Kevin Houser,2009,Preseason,4,2009-09-03,Raiders,W 31 - 21,1,0
Kevin Houser,2009,Preseason,2,2009-08-22,Broncos,W 27 - 13,1,0
Kevin Houser,2009,Preseason,1,2009-08-15,@Chargers,W 20 - 14,1,0
Kevin Houser,2009,Regular Season,15,2009-12-20,Buccaneers,L 7 - 24,1,0
Kevin Houser,2009,Regular Season,14,2009-12-13,@Texans,L 7 - 34,1,0
Kevin Houser,2009,Regular Season,13,2009-12-06,Niners,W 20 - 17,1,0
Kevin Houser,2009,Regular Season,12,2009-11-29,@Rams,W 27 - 17,1,0
Kevin Houser,2009,Regular Season,11,2009-11-22,@Vikings,L 9 - 35,1,0
Kevin Houser,2009,Regular Season,10,2009-11-15,@Cardinals,L 20 - 31,1,0
Kevin Houser,2009,Regular Season,9,2009-11-08,Lions,W 32 - 20,1,0
Kevin Houser,2009,Regular Season,8,2009-11-01,@Cowboys,L 17 - 38,1,0
Kevin Houser,2009,Regular Season,6,2009-10-18,Cardinals,L 3 - 27,1,0
Kevin Houser,2009,Regular Season,5,2009-10-11,Jaguars,W 41 - 0,1,0
Kevin Houser,2009,Regular Season,4,2009-10-04,@Colts,L 17 - 34,1,0
Kevin Houser,2009,Regular Season,3,2009-09-27,Bears,L 19 - 25,1,0
Kevin Houser,2009,Regular Season,2,2009-09-20,@Niners,L 10 - 23,1,0
Kevin Houser,2009,Regular Season,1,2009-09-13,Rams,W 28 - 0,1,0
Brian Jennings,2009,Preseason,4,2009-09-04,@Chargers,L 7 - 26,1,0
Brian Jennings,2009,Preseason,3,2009-08-29,@Cowboys,W 20 - 13,1,0
Brian Jennings,2009,Preseason,2,2009-08-22,Raiders,W 21 - 20,1,0
Brian Jennings,2009,Preseason,1,2009-08-14,Broncos,W 17 - 16,1,0
Brian Jennings,2009,Regular Season,17,2010-01-03,@Rams,W 28 - 6,1,0
Brian Jennings,2009,Regular Season,16,2009-12-27,Lions,W 20 - 6,1,0
Brian Jennings,2009,Regular Season,15,2009-12-20,@Eagles,L 13 - 27,1,0
Brian Jennings,2009,Regular Season,14,2009-12-14,Cardinals,W 24 - 9,1,0
Brian Jennings,2009,Regular Season,13,2009-12-06,@Seahawks,L 17 - 20,1,0
Brian Jennings,2009,Regular Season,12,2009-11-29,Jaguars,W 20 - 3,1,0
Brian Jennings,2009,Regular Season,11,2009-11-22,@Packers,L 24 - 30,1,0
Brian Jennings,2009,Regular Season,10,2009-11-12,Bears,W 10 - 6,1,0
Brian Jennings,2009,Regular Season,9,2009-11-08,Titans,L 27 - 34,1,0
Brian Jennings,2009,Regular Season,8,2009-11-01,@Colts,L 14 - 18,1,0
Brian Jennings,2009,Regular Season,7,2009-10-25,@Texans,L 21 - 24,1,0
Brian Jennings,2009,Regular Season,5,2009-10-11,Falcons,L 10 - 45,1,0
Brian Jennings,2009,Regular Season,4,2009-10-04,Rams,W 35 - 0,1,0
Brian Jennings,2009,Regular Season,3,2009-09-27,@Vikings,L 24 - 27,1,0
Brian Jennings,2009,Regular Season,2,2009-09-20,Seahawks,W 23 - 10,1,0
Brian Jennings,2009,Regular Season,1,2009-09-13,@Cardinals,W 20 - 16,1,0
Brad St Louis,2009,Preseason,4,2009-09-03,Colts,W 38 - 7,1,0
Brad St Louis,2009,Preseason,1,2009-08-14,@Saints,L 7 - 17,1,0
Brad St Louis,2009,Regular Season,5,2009-10-11,@Ravens,W 17 - 14,1,0
Brad St Louis,2009,Regular Season,4,2009-10-04,@Browns,W 23 - 20,1,0
Brad St Louis,2009,Regular Season,3,2009-09-27,Steelers,W 23 - 20,1,0
Brad St Louis,2009,Regular Season,2,2009-09-20,@Packers,W 31 - 24,1,0
Brad St Louis,2009,Regular Season,1,2009-09-13,Broncos,L 7 - 12,1,0
Nathan Hodel,2009,Preseason,1,2009-08-13,@Eagles,W 27 - 25,0,0
Nathan Hodel,2009,Regular Season,15,2009-12-20,Cardinals,L 24 - 31,1,0
Ken Amato,2009,Preseason,4,2009-09-03,Packers,W 27 - 13,1,0
Ken Amato,2009,Preseason,2,2009-08-21,@Cowboys,L 10 - 30,1,0
Ken Amato,2009,Preseason,1,2009-08-15,Buccaneers,W 27 - 20,1,0
Ken Amato,2009,Preseason,0,2009-08-09,Bills,W 21 - 18,1,0
Ken Amato,2009,Regular Season,17,2010-01-03,@Seahawks,W 17 - 13,1,0
Ken Amato,2009,Regular Season,16,2009-12-25,Chargers,L 17 - 42,1,0
Ken Amato,2009,Regular Season,15,2009-12-20,Dolphins,W 27 - 24,1,0
Ken Amato,2009,Regular Season,14,2009-12-13,Rams,W 47 - 7,1,0
Ken Amato,2009,Regular Season,13,2009-12-06,@Colts,L 17 - 27,1,0
Ken Amato,2009,Regular Season,12,2009-11-29,Cardinals,W 20 - 17,1,0
Ken Amato,2009,Regular Season,11,2009-11-23,@Texans,W 20 - 17,1,0
Ken Amato,2009,Regular Season,10,2009-11-15,Bills,W 41 - 17,1,0
Ken Amato,2009,Regular Season,9,2009-11-08,@Niners,W 34 - 27,1,0
Ken Amato,2009,Regular Season,8,2009-11-01,Jaguars,W 30 - 13,1,0
Ken Amato,2009,Regular Season,6,2009-10-18,@Patriots,L 0 - 59,1,0
Ken Amato,2009,Regular Season,5,2009-10-11,Colts,L 9 - 31,1,0
Ken Amato,2009,Regular Season,4,2009-10-04,@Jaguars,L 17 - 37,1,0
Ken Amato,2009,Regular Season,3,2009-09-27,@Jets,L 17 - 24,1,0
Ken Amato,2009,Regular Season,2,2009-09-20,Texans,L 31 - 34,1,0
Ken Amato,2009,Regular Season,1,2009-09-10,@Steelers,L 10 - 13,1,0
Chris Massey,2009,Preseason,4,2009-09-03,Chiefs,W 17 - 9,1,0
Chris Massey,2009,Preseason,2,2009-08-21,Falcons,L 13 - 20,1,0
